rL,id
-1.05641,1
-0.09200,2
1.93626,3
-0.25491,4
-0.84246,5
-0.77424,6
0.53199,7
-0.19176,8
0.18138,9
0.33604,10
-0.13496,11
-0.87420,12
-0.45465,13
1.24956,14
-1.12845,15
0.93697,16
-1.18973,17
-0.61183,18
0.07163,19
-0.01494,20
0.36820,21
0.32768,22
0.04990,23
1.66392,24
-0.22296,25
0.68117,26
-2.70023,27
-1.01585,28
-0.68165,29
1.21259,30
0.25262,31
-0.95576,32
-0.07610,33
1.10560,34
-0.27236,35
-1.20740,36
-0.85626,37
-1.21742,38
1.16864,39
-0.33757,40
0.10271,41
-0.42457,42
-1.56179,43
1.45832,44
0.45577,45
0.99803,46
0.43133,47
-0.13666,48
-1.50057,49
-0.16311,50
1.60844,51
-1.47163,52
1.32951,53
0.38486,54
1.31762,55
-1.11792,56
-0.49195,57
-0.77557,58
0.21275,59
-0.22285,60
1.41697,61
0.16888,62
1.15140,63
-0.84126,64
1.02035,65
1.71760,66
1.16303,67
0.65004,68
-0.09013,69
-0.15175,70
2.18554,71
-0.49765,72
-1.95736,73
1.48131,74
-0.03351,75
-1.28191,76
-1.67747,77
-0.15779,78
-0.23111,79
-1.15614,80
-1.68683,81
-0.53574,82
0.78616,83
0.21866,84
0.08267,85
0.15799,86
2.10299,87
-0.76912,88
-1.41320,89
0.59599,90
1.32783,91
0.30743,92
-1.00354,93
1.06360,94
0.17408,95
-1.17027,96
1.06351,97
-0.63472,98
0.52899,99
0.58173,100
