rL,id
0.20702,1
0.18342,2
0.76527,3
-0.38570,4
-0.11831,5
-0.46628,6
-0.53096,7
-0.32126,8
-0.27960,9
-1.44246,10
-0.08637,11
-0.49479,12
0.23421,13
0.75551,14
0.22491,15
0.70020,16
1.51345,17
1.57773,18
-0.26912,19
1.06007,20
-1.51726,21
-0.10835,22
0.21811,23
1.37255,24
-0.15404,25
-1.09511,26
-0.80145,27
0.48541,28
-0.85567,29
-1.90065,30
-0.25985,31
2.74656,32
-0.34260,33
-1.77651,34
0.30772,35
-2.57771,36
0.57941,37
0.57596,38
0.21642,39
0.15836,40
0.37244,41
0.06374,42
-0.71093,43
0.02139,44
0.48946,45
-1.12629,46
-0.39270,47
0.14468,48
0.09475,49
-0.23545,50
-0.55115,51
0.88421,52
-0.23320,53
0.60384,54
0.29002,55
-1.38471,56
-0.39130,57
2.60176,58
-0.28847,59
-0.59845,60
-1.60276,61
0.06310,62
0.66467,63
2.44362,64
-0.27645,65
1.66345,66
1.17273,67
1.49777,68
-0.40505,69
-0.38143,70
0.90497,71
1.72623,72
0.62808,73
0.82999,74
-2.91959,75
-1.01036,76
-1.74199,77
-0.39999,78
-0.17714,79
1.20913,80
0.37911,81
0.29586,82
-0.35290,83
0.59494,84
-0.50434,85
-0.27579,86
0.03515,87
-0.33515,88
-1.44985,89
0.40759,90
1.79986,91
-0.50036,92
1.06054,93
-0.90229,94
-0.46481,95
-0.43194,96
0.11059,97
-0.33222,98
0.37092,99
-1.14580,100
