rL,id
1.03902,1
0.33918,2
-1.76511,3
1.49055,4
0.60119,5
0.86149,6
0.93402,7
0.23983,8
-0.09496,9
1.62138,10
-0.00880,11
0.32023,12
-0.28856,13
-0.55337,14
1.05007,15
1.93471,16
0.38574,17
-0.43100,18
0.69269,19
1.37472,20
0.27985,21
-0.33069,22
-0.17813,23
-0.62383,24
-0.61668,25
-1.12339,26
-1.60963,27
-0.57754,28
0.78249,29
-1.00227,30
-0.02168,31
0.16515,32
1.01652,33
-1.64617,34
-0.48300,35
0.85711,36
1.07556,37
-1.35593,38
2.23214,39
0.48124,40
-0.21430,41
-1.41272,42
-1.01705,43
1.27900,44
0.91313,45
-0.23728,46
-1.06114,47
0.33207,48
0.04240,49
1.11288,50
0.56060,51
-1.05286,52
-0.01773,53
0.50330,54
0.51612,55
-0.02196,56
-1.35788,57
1.76058,58
-1.09527,59
-1.98136,60
-0.87493,61
0.17987,62
-1.48321,63
2.52640,64
0.70024,65
0.23937,66
0.90600,67
0.75320,68
-0.49304,69
-0.44499,70
-0.31373,71
0.42408,72
1.98542,73
-2.32666,74
1.97281,75
-1.01445,76
0.46285,77
-1.05775,78
0.27641,79
0.03787,80
0.65411,81
-0.35613,82
1.65479,83
-0.49174,84
-0.79475,85
0.70897,86
-0.91894,87
-0.87366,88
-0.96453,89
-0.48372,90
-0.61403,91
-0.19124,92
-1.25284,93
0.06899,94
-0.19280,95
0.12941,96
-0.46388,97
-1.11238,98
-0.68091,99
-0.89512,100
