rL,id
-1.47404,1
1.20308,2
-1.77532,3
2.20678,4
0.02609,5
-0.18946,6
-0.19974,7
0.26529,8
0.03216,9
-0.68049,10
-0.27847,11
0.09897,12
-0.04646,13
1.31285,14
-0.45376,15
-0.97534,16
0.10058,17
-0.73600,18
-0.32245,19
1.48363,20
-0.35486,21
-0.21570,22
-0.02148,23
0.79990,24
0.31382,25
-1.19653,26
0.52958,27
-0.04245,28
-0.17910,29
1.04318,30
-0.14592,31
1.44962,32
-0.23370,33
-1.77179,34
-0.46736,35
-0.41928,36
0.82267,37
-1.22104,38
0.66111,39
-0.24273,40
0.92834,41
-0.09321,42
1.57714,43
-1.00528,44
-0.46744,45
-0.35712,46
-0.33283,47
1.33152,48
-0.06157,49
1.21365,50
-1.40131,51
-0.43084,52
0.23602,53
0.24801,54
0.60948,55
2.14859,56
-0.43090,57
0.99491,58
-0.47913,59
0.30448,60
0.89004,61
-0.05756,62
-1.14820,63
-0.36834,64
-2.57364,65
0.67103,66
-0.81211,67
-0.36240,68
0.08231,69
1.15687,70
2.26741,71
0.54520,72
-2.17445,73
-2.32546,74
-1.13642,75
-0.77773,76
1.21896,77
1.08570,78
-0.04413,79
1.95303,80
1.35368,81
1.31282,82
-0.66947,83
-0.13885,84
-0.84061,85
0.91252,86
0.85933,87
-0.55200,88
-0.66381,89
-0.56596,90
1.59852,91
0.15128,92
-1.56302,93
-1.71619,94
-0.26211,95
0.22370,96
-0.36676,97
-0.82589,98
-0.10658,99
0.53093,100
