rL,id
-1.78193,1
-0.31422,2
1.21333,3
-1.62358,4
1.02402,5
0.94356,6
0.22250,7
0.42922,8
0.05623,9
-1.40455,10
-0.12922,11
0.30426,12
-0.49365,13
0.30075,14
0.28578,15
0.38636,16
0.31883,17
-2.01282,18
-0.39025,19
-1.89584,20
-0.28405,21
-0.58904,22
-0.28679,23
0.61984,24
0.32593,25
-0.01248,26
-0.80119,27
-1.67146,28
0.11112,29
-0.09756,30
-0.15782,31
0.73742,32
-0.42433,33
0.08293,34
0.08357,35
0.74400,36
-0.59796,37
1.05278,38
2.14240,39
-0.22133,40
0.26295,41
-1.39420,42
0.92766,43
0.93941,44
1.07569,45
1.43339,46
0.41171,47
-1.45099,48
-0.75079,49
-1.68340,50
1.30044,51
0.30739,52
1.47556,53
-0.34983,54
0.92351,55
0.94741,56
-0.85920,57
-1.52531,58
0.05228,59
-0.59060,60
-0.24362,61
-0.33401,62
0.45776,63
2.28128,64
1.80369,65
-1.99262,66
-0.89722,67
1.35251,68
0.15107,69
-0.17402,70
-2.15223,71
0.24624,72
0.90807,73
0.17774,74
-0.48453,75
-1.36881,76
-1.34221,77
0.32904,78
-0.11092,79
-0.59977,80
1.29384,81
-0.43823,82
1.44790,83
0.93243,84
1.19562,85
-0.41288,86
-0.42919,87
1.09217,88
-1.33787,89
-1.02439,90
1.00851,91
-0.33515,92
1.49986,93
1.02756,94
-0.38960,95
-0.62027,96
0.69174,97
0.51720,98
0.40332,99
-1.77787,100
