Gene,_LABEL_,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96,id97,id98,id99,id100
X1,"ST.NORMAL VAR., M=0, STD=1",-0.11817,0.57072,0.92564,-1.22781,-0.56995,0.11729,0.50101,-1.28480,0.52726,-0.37562,-0.75121,-0.76920,1.34454,-2.32779,-0.35974,0.72829,2.37377,1.78638,-0.24030,-1.29754,0.63630,-1.21549,0.06019,-0.36423,-0.14289,1.24606,0.13831,-0.17274,0.59175,-0.05799,0.02500,0.16852,0.16401,1.45818,-0.99798,0.51876,0.27161,-0.74740,0.74306,-1.53577,0.19784,-0.18757,0.26281,-1.04267,1.43075,-1.09943,-0.53845,-0.32534,0.55464,-0.33257,1.82764,-1.54788,0.14628,0.34514,0.02790,0.36195,-0.04681,0.27569,0.42274,2.02254,-1.06382,0.15799,-0.62607,-0.47726,-1.06167,1.65353,1.40020,-0.59249,-0.52701,-0.79292,0.49599,-0.09313,0.71845,0.36928,-1.72555,-1.10637,-1.04601,1.58220,1.54844,1.14847,-0.66092,0.23068,0.79985,-2.06130,1.08491,-1.49952,0.32867,-0.41901,0.24761,-0.21503,0.22771,-0.19464,1.34009,0.48557,1.48602,-1.16152,-1.46998,0.52036,-1.63537,0.67666
X2,"ST.NORMAL VAR., M=0, STD=1",2.22706,-0.34639,0.67350,-1.03598,-1.45953,-1.28097,1.26009,-0.39819,0.79443,-0.71315,-0.54670,-1.19869,-0.36158,0.24182,-0.54753,-0.85220,-0.51541,1.10004,-1.71329,0.34670,0.49493,-0.76333,-0.40532,-0.52199,-0.12022,0.02090,-0.64835,0.49829,1.62794,0.93607,-0.28807,-0.02094,-1.60150,1.01502,-1.85197,2.09920,1.21973,-0.44934,1.76370,-0.37150,-0.36333,0.07744,-0.53708,0.37958,1.96757,0.13590,-0.74419,-0.43260,0.92597,-0.67400,1.55000,-1.12947,-1.47142,0.61345,-0.78053,1.08699,0.37221,-0.19797,-0.32821,-0.78277,-1.31152,-0.10523,0.90164,-0.29648,-2.33273,1.18438,-0.33129,-1.83589,-0.17122,-1.36580,-0.13150,-1.97815,0.00382,1.62699,0.06399,0.77461,-0.76003,0.03083,0.63489,0.68797,-1.12955,-0.34164,0.83048,-1.60307,0.53729,0.21511,1.61542,0.35374,1.60114,0.12428,0.30226,-1.00392,1.34573,-0.07931,0.59908,1.06912,-0.94090,-0.03846,-0.73704,0.67497
X3,"ST.NORMAL VAR., M=0, STD=1",0.78022,0.74718,1.72613,-2.02914,-0.76661,-0.97493,0.77522,0.62599,-0.35012,-0.04472,0.19572,-0.60679,-0.41505,-1.53117,-0.72881,-0.47419,1.42626,0.32653,-1.16003,-0.08347,1.23179,-0.10481,0.11508,0.43564,0.65598,1.40773,-0.88415,1.32569,-1.49613,1.56094,-0.04590,-0.41813,-0.69808,-0.30914,-0.78223,1.00130,1.57866,-0.80505,1.57415,0.01349,-0.45439,-1.83400,-0.44459,0.85782,0.21885,0.13522,-0.88782,-0.76388,1.30637,1.11791,0.65296,-1.05167,0.11224,-0.09799,-0.25305,0.87109,-0.37030,0.59624,-2.05730,1.57358,-1.43695,-0.75556,-0.61341,0.49414,-1.05457,0.04578,0.94838,-0.06337,0.27901,-0.42328,0.50345,-1.13465,-0.18469,-1.32951,-0.55121,-1.79464,-0.87266,1.21246,0.72549,0.39960,0.06438,0.01348,-0.41859,-2.94804,0.22486,-1.32528,-0.47148,0.34851,0.37192,-0.78167,0.05300,-1.14216,-0.18567,0.28386,2.58872,0.47970,-1.12799,2.06768,-1.24617,-0.07579
X4,"ST.NORMAL VAR., M=0, STD=1",0.76899,-0.51439,1.69735,-2.44609,-0.86031,-0.45208,0.88390,-1.09744,0.68529,0.12540,-0.61982,-0.40447,-0.45926,-1.82262,1.42187,0.10210,-0.29385,0.11662,-0.93501,0.46290,0.48658,-0.60508,0.40371,0.19092,1.07119,0.94982,-1.47410,1.35967,-0.12175,-0.63306,0.55445,-0.42319,-1.18702,0.47084,-0.60922,0.63393,1.72147,-1.22221,2.06777,-0.97905,-1.04099,-1.12264,0.11387,0.52640,0.43978,-0.24535,-1.07992,1.13820,-0.01162,-0.01204,1.00157,-0.02396,-0.39695,-0.99053,-1.15316,1.06085,0.56505,0.53760,0.69322,1.44969,-2.68130,-0.52907,0.43581,0.34569,-1.93713,-0.60000,1.90858,-0.74385,0.20682,-1.83931,-0.51294,-0.27501,-1.01581,-0.31674,-0.51010,1.15947,-0.86104,0.93174,2.76600,1.09390,-0.09820,-1.52329,1.04399,-3.61954,1.11872,-0.44481,0.39197,0.90799,2.00838,0.26557,0.30690,-0.96260,0.29616,1.52764,1.27671,-0.48385,-1.75273,1.10659,-1.43716,0.30096
X5,"ST.NORMAL VAR., M=0, STD=1",2.27722,-0.86672,1.48580,-1.25820,-1.10868,-0.82874,0.28321,-0.42843,-0.55835,-0.77300,0.81759,-1.76926,0.16622,-1.72474,0.31980,-0.84784,-0.44840,-1.16877,-1.35481,0.30996,0.98817,0.05758,0.04599,-1.75011,0.56747,2.30513,-0.74993,0.64217,-0.03654,0.10062,-1.39191,0.07850,-1.59459,-0.40942,-1.92648,0.08089,1.03608,-0.55283,2.25298,-1.05858,-0.61286,-1.05999,-0.32989,1.89038,-0.19514,-1.49736,-0.70252,0.03830,0.18646,-0.63165,1.04497,-0.62803,0.24493,-0.47953,-0.42783,0.67685,-0.77263,-0.75008,0.90169,1.56858,-2.36565,-1.25627,1.16612,1.01815,-2.51537,-0.02331,0.24322,-1.80043,0.33494,-0.98934,-0.07573,-0.46199,1.26060,-0.01893,-1.39037,-0.25571,-1.76849,-0.46558,2.01661,2.05084,-1.03418,-0.55556,0.55687,-0.67227,0.26837,0.05208,1.71130,-0.48783,0.88390,-0.11213,-1.13672,-0.42382,0.32642,0.91246,1.25679,-0.23771,-2.67852,1.06377,0.20588,0.47759
X6,"ST.NORMAL VAR., M=0, STD=1",0.13231,-0.15962,1.49058,-1.12297,-0.38662,0.63834,0.60286,0.79893,0.77604,-0.30639,0.12933,-1.50373,1.00904,-1.05673,-1.28525,-0.99604,-0.16611,0.72952,-1.73689,-0.86287,0.97939,0.38206,-0.04393,-1.16437,0.12134,0.92512,-0.22238,1.20133,0.15737,-1.73399,-0.23719,0.98299,-1.19322,1.09212,-0.88534,-0.41305,0.06477,0.30705,1.53944,-0.83069,-0.10696,-1.64002,0.44045,0.66777,-0.68431,-0.96773,-0.62403,0.39389,0.82768,-0.82494,0.34906,-1.62159,-0.24152,0.23325,0.44359,0.55613,0.88147,0.11832,0.56201,0.82283,-1.40489,-0.32665,-0.24325,-0.54966,-1.39481,-0.30151,0.74525,-1.37557,-0.30321,-1.64121,-0.01426,-0.57231,-0.28963,0.91495,-1.65739,-0.77409,-0.76052,0.47038,0.97639,0.31384,0.31033,-0.48883,0.41377,-0.98587,1.20461,-1.22152,-0.03983,0.81303,2.91267,0.23906,-0.23527,0.02816,3.00121,0.11982,1.26279,-0.90556,-1.70375,0.54869,-1.13219,0.75465
X7,"ST.NORMAL VAR., M=0, STD=1",-0.41869,0.74049,1.23724,-1.98954,-0.97959,1.08347,-0.29679,-0.71925,-0.47487,0.41870,-0.47204,-1.86560,-0.27853,-1.54899,-0.30311,-1.67187,0.32959,1.77354,-1.42003,0.39365,0.21479,-0.00130,0.31234,0.12210,0.56519,2.65885,0.23241,-0.32157,0.33240,-0.29690,-0.89866,-0.15562,-1.51541,0.40248,-1.32254,-0.52726,2.05066,0.41441,1.55034,-1.80152,-0.57081,-1.52687,-1.68376,-0.09062,-0.15321,-1.19822,0.29240,-0.87739,0.23859,0.52952,1.15662,-0.27222,0.91093,1.36151,-0.19761,1.16606,-1.05943,-1.51808,0.75760,1.43502,-0.40535,-1.13944,0.47187,-0.37227,-1.37548,0.74407,0.49042,-1.34868,-0.54068,-0.21298,0.87045,-0.73815,-0.30368,0.74248,-0.22298,0.04952,-1.70629,1.55357,1.25360,0.68829,-0.89923,-0.95110,0.33270,-2.25225,0.21385,-1.01766,-0.11139,0.63019,0.12051,-0.30109,-0.70426,-0.58879,1.43956,1.79125,2.02724,-0.04600,-0.59892,1.65614,-0.88615,1.62226
X8,"ST.NORMAL VAR., M=0, STD=1",-0.11342,0.30443,2.88243,-1.71172,-1.93613,-1.58612,1.16002,-0.28424,-0.02055,-1.07731,-0.39570,-0.56134,-0.16367,-2.58851,-0.02848,0.88933,0.95472,-0.93040,-1.28509,1.38785,0.62343,0.33016,0.06818,-0.62034,0.51019,0.96474,-0.40852,-0.01919,0.48528,0.28951,0.80866,0.12467,-0.04650,0.77561,-0.73577,1.11824,0.96131,0.22217,1.57811,-0.37304,-0.54250,-1.33794,-1.60319,0.41844,0.10943,0.71648,-0.68387,0.46724,0.66833,-1.23162,-0.85684,-0.46571,0.41202,0.98244,-0.58377,0.59076,-1.27465,-0.67241,-0.61169,0.59281,-2.23837,-0.72825,0.77191,0.29163,-2.33209,-0.34793,0.84818,-0.78307,-1.31693,-1.16268,0.69519,-0.06065,0.33316,0.60795,0.27492,-0.53742,-1.01253,0.62491,0.11616,2.34434,-0.80321,-1.00908,-0.59619,-1.54824,0.63091,-2.10684,0.56608,1.89524,1.28357,0.45487,-0.47998,-1.49178,0.92588,0.55349,1.49273,1.01828,-2.23010,0.93693,-0.70875,0.77645
X9,"ST.NORMAL VAR., M=0, STD=1",0.18193,-0.81865,1.03003,-1.07911,-1.65355,-0.22573,1.21016,-1.09896,-0.59444,-0.92487,-0.60965,-0.84427,0.45415,-1.09939,1.16503,-1.56392,-0.25515,0.50981,-0.64692,1.18917,0.99173,-0.58215,-0.34442,0.00748,0.94051,0.95306,-0.77938,0.06971,-0.13179,0.69573,1.84583,-0.00998,-0.52356,0.83848,-0.57815,1.00178,0.78634,0.91042,1.57986,-0.43587,0.44040,-0.01459,-0.67271,2.47682,0.13720,-2.32155,-0.13769,-1.32380,1.43873,-0.44936,1.41649,-1.48747,-0.31889,-1.01123,-0.19512,1.78136,-0.89600,0.35457,0.14972,0.61781,-0.54698,-0.50099,0.18379,-0.36112,-1.28030,0.03198,0.94298,-0.97640,0.41592,-1.43803,1.10135,-1.63712,0.59722,-0.85425,-0.12705,-0.62389,-0.43275,0.71179,1.32547,0.95491,-1.07579,-1.38490,-0.19698,-2.76376,-0.29645,-2.29947,0.89973,-0.67737,0.88968,-0.17622,-0.43136,-0.57553,1.62854,0.41634,0.43621,0.25755,-1.76714,0.68208,-1.59621,0.25486
X10,"ST.NORMAL VAR., M=0, STD=1",0.52304,-0.87772,0.55639,-0.26309,-1.07396,0.02277,-0.05874,-0.39559,-0.20193,0.83267,-0.19996,-0.25042,0.28508,-1.16004,-0.21706,-0.64870,0.10615,-0.26117,-0.68559,0.95050,1.44234,0.54768,0.33172,0.34313,-0.47366,1.96992,-0.12584,-0.52133,0.69984,-0.83288,0.01799,-0.39260,0.07100,0.38678,0.76653,1.02123,0.78250,-0.36199,1.33504,-1.77680,0.53174,-2.23789,-0.86172,0.82375,0.09512,-0.05793,-0.23738,1.49600,0.52208,-0.91067,0.39043,-1.14906,-0.31042,-0.09540,0.58399,0.63418,-0.98604,0.32588,0.04866,0.70659,-0.36673,-0.16157,-1.14050,0.16637,0.04492,-0.40008,2.17134,-0.80612,-1.40278,-1.27035,0.46984,-0.20776,-0.69551,0.04136,-1.79132,-0.21428,0.54722,1.09325,0.79130,1.33559,-0.07953,0.13175,0.66790,-1.59248,1.01007,-0.84596,1.34691,1.27510,0.38391,-0.50461,0.03884,-1.00930,1.19062,-0.24014,1.38404,-0.21108,-1.06397,-0.26185,-0.12038,-0.36008
