rL,id
1.14694,1
1.86543,2
0.18911,3
-0.96152,4
2.78861,5
-0.36504,6
-0.00742,7
0.38909,8
-0.15677,9
2.08202,10
0.15347,11
0.32910,12
0.05929,13
-0.53798,14
1.22855,15
-0.13983,16
0.76790,17
0.52621,18
-0.49336,19
-0.83874,20
-0.12769,21
-0.20814,22
0.31265,23
-0.44071,24
0.77549,25
-0.31382,26
-1.52335,27
1.01996,28
-0.77537,29
0.39148,30
0.14680,31
-2.05758,32
-0.18535,33
-0.61351,34
-0.01434,35
-0.69434,36
1.05215,37
-0.13362,38
-0.25412,39
0.37227,40
1.02538,41
-1.03087,42
-1.92275,43
0.85358,44
0.99587,45
-0.71279,46
-0.24966,47
-0.90524,48
0.17633,49
1.12654,50
1.07697,51
-0.94953,52
-0.09563,53
0.51514,54
1.47083,55
1.00344,56
0.25989,57
-1.02839,58
0.63941,59
0.87760,60
-0.30053,61
0.25421,62
0.95280,63
1.22628,64
1.52842,65
0.33046,66
0.08242,67
-0.68984,68
-0.74324,69
-0.42695,70
-1.75061,71
-1.58134,72
-1.62729,73
-0.54022,74
-0.63693,75
-0.77250,76
1.52224,77
-1.39672,78
0.27613,79
1.08032,80
1.99213,81
-1.28259,82
-2.30909,83
-0.29902,84
-1.55120,85
-0.12083,86
0.47981,87
0.13980,88
-2.49477,89
-0.67484,90
-0.39149,91
-0.28496,92
0.66988,93
-0.61988,94
-0.36887,95
0.55977,96
0.44107,97
-0.62736,98
0.17433,99
1.90094,100
