rL,id
-1.10146,1
-0.54605,2
-0.84462,3
0.56693,4
0.55379,5
-0.04392,6
-0.57670,7
0.05206,8
0.14224,9
-0.68815,10
0.25713,11
-0.39732,12
-0.41105,13
1.02305,14
-0.44813,15
-0.59338,16
0.65264,17
-1.57086,18
-0.30296,19
1.06348,20
0.92562,21
-0.43043,22
-0.43249,23
0.86403,24
-0.04535,25
0.30236,26
-1.54571,27
0.09981,28
-0.01259,29
-1.00524,30
0.03924,31
-2.19347,32
-0.26962,33
1.47141,34
0.54469,35
1.73609,36
-0.24128,37
1.01166,38
0.57196,39
0.17555,40
1.53373,41
-1.06498,42
2.23311,43
1.25529,44
-1.00302,45
-2.56965,46
1.47737,47
0.70325,48
0.88221,49
-0.71001,50
-0.37518,51
-0.42681,52
-0.28006,53
0.89850,54
-1.45529,55
-0.91376,56
-0.68577,57
-0.34304,58
0.10016,59
0.24567,60
-1.49920,61
0.06889,62
1.08127,63
1.31644,64
-1.07419,65
1.19726,66
0.26618,67
0.15824,68
0.15797,69
-0.62749,70
1.02612,71
-1.75215,72
-2.31241,73
2.71997,74
-0.00485,75
0.80550,76
0.79255,77
0.26356,78
-0.11784,79
-0.05439,80
1.03964,81
-0.35935,82
2.10495,83
-0.02245,84
-0.43302,85
-0.51153,86
-1.82095,87
-0.77592,88
0.51116,89
1.51607,90
-0.75465,91
0.50119,92
-1.55587,93
0.05984,94
-0.35010,95
-0.26059,96
0.62798,97
0.81924,98
0.63499,99
-1.23672,100
