rL,id
1.31838,1
1.67554,2
-0.89497,3
-0.21407,4
-1.13351,5
-1.40573,6
0.74264,7
0.29615,8
0.29142,9
-0.47635,10
0.00114,11
-0.72625,12
0.79115,13
0.03602,14
0.34642,15
-0.63907,16
0.02558,17
-1.77610,18
-0.26899,19
-1.09402,20
-0.16866,21
-0.96866,22
0.00696,23
1.19284,24
0.26208,25
-0.08426,26
0.20396,27
-0.08825,28
0.99114,29
0.11220,30
0.20515,31
0.13022,32
-0.06268,33
-0.30263,34
-1.06608,35
1.30014,36
0.40669,37
-0.38066,38
2.25403,39
0.05403,40
-0.14546,41
1.46075,42
0.92988,43
1.68228,44
0.64873,45
0.85408,46
0.83747,47
0.01289,48
1.27762,49
-0.87193,50
-0.43393,51
0.96864,52
0.44530,53
-0.98677,54
-0.56892,55
-1.35018,56
-2.33067,57
-0.92021,58
-0.22892,59
-0.22714,60
0.42527,61
0.28478,62
-2.10235,63
1.06444,64
1.97151,65
-1.47209,66
-1.91892,67
1.33260,68
0.81106,69
-1.56449,70
1.18218,71
-0.57337,72
-1.44480,73
0.45836,74
2.24373,75
-1.81662,76
1.51051,77
-0.94201,78
0.20678,79
0.27831,80
-1.47069,81
-0.38533,82
-0.29566,83
-0.83209,84
-0.99185,85
-0.40695,86
0.34189,87
0.03128,88
0.12851,89
0.86674,90
-1.02274,91
0.48958,92
-0.57147,93
0.66120,94
0.29661,95
1.87612,96
0.47740,97
-1.76416,98
0.48549,99
0.20483,100
