Gene,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96,id97,id98,id99,id100
x1,4.18194,1.29491,4.59159,-0.92415,2.27724,2.49045,4.91690,3.01305,1.36653,3.36859,3.39000,3.45916,3.39228,1.92796,1.85045,3.52448,3.88341,2.08597,0.98606,1.68482,3.55060,2.20948,1.94156,2.92247,2.84063,3.10919,4.22381,3.49020,2.08310,1.90254,4.93976,3.39475,1.91696,2.68453,4.51477,3.81339,3.33655,3.26770,2.11575,2.95066,3.27445,1.85304,2.22836,2.66350,2.69168,1.19448,3.38318,2.39490,1.75610,3.08605,3.63548,4.32867,5.00982,3.73951,4.21494,4.41868,3.66377,4.81887,3.60585,3.65344,4.77253,5.30152,4.48994,2.87780,4.32190,5.21489,3.66216,3.77617,4.32065,3.32888,3.99045,4.72261,4.67001,2.94772,3.81290,3.35171,4.04238,4.93210,3.08773,4.20801,3.73258,3.87202,6.49549,4.34014,5.37771,5.51197,5.44666,3.79254,3.74210,2.34343,4.66489,3.96482,5.55266,4.57983,6.36928,4.29298,3.82655,3.06464,4.18451,4.41679
x2,3.17500,2.84952,3.52505,3.19105,3.50855,4.96693,2.50452,2.77533,4.09464,3.32885,2.01918,2.69675,2.70381,3.27652,0.45091,2.94159,1.81653,3.17113,2.42729,3.26910,3.01739,2.07415,2.47475,3.62717,1.26716,2.43343,1.91706,3.01121,4.92758,3.32286,2.28344,2.42070,3.02525,0.57112,4.18430,5.62899,4.26129,3.49852,2.30693,4.25899,1.83384,4.70231,3.48625,0.75685,2.49385,3.54055,2.78273,1.60455,2.77059,2.79107,3.80689,3.01930,5.20155,3.46348,3.96185,3.54286,2.84841,3.30724,3.18528,1.43966,4.66246,5.20632,3.80533,5.82682,5.42671,3.40370,4.20545,5.05572,3.33376,3.08412,3.21000,1.91955,2.60796,4.87304,3.40343,2.82532,2.15964,4.05093,2.81189,1.90355,3.23483,3.62937,1.61438,5.29946,5.27002,4.23765,3.49452,5.50891,3.65139,2.05574,3.27116,3.71878,4.26231,3.22468,5.65339,4.79022,2.56739,5.39289,3.95996,5.27710
x3,4.71972,2.71813,4.92021,3.21618,1.02018,3.45632,3.32544,3.74768,3.14333,3.27315,4.82698,2.03252,1.65093,1.84914,3.59903,3.29088,2.12075,2.19117,2.30095,2.65339,3.14092,3.07089,1.42205,0.82749,2.90160,3.41150,1.75904,1.16980,4.21106,3.21664,3.81795,3.10493,2.42612,2.25110,1.40298,1.92995,2.66983,2.95410,2.70012,3.66961,1.36791,5.33567,2.98586,3.49609,2.02959,4.89556,3.39472,4.77232,1.80238,0.49396,2.98386,3.58979,2.36896,3.61653,4.16588,3.60284,4.76027,3.21785,4.75152,2.85056,3.32983,5.10509,4.71111,2.76719,4.47538,5.47314,3.84950,5.38839,4.50958,4.84972,4.87834,4.07141,2.41245,3.26114,5.13391,6.56705,2.93990,6.28154,4.64561,5.79651,4.95012,3.72942,4.55924,4.60386,3.81045,4.10350,2.55834,3.37162,4.53312,4.16344,4.93829,2.94149,5.95582,4.32400,4.78197,5.43062,2.96115,4.34973,4.56245,4.90172
x4,3.75681,2.62845,2.81050,2.36297,3.62673,3.23556,5.08276,2.40930,3.33850,4.47229,3.11366,2.83538,4.23986,2.70340,5.69128,1.24617,1.09965,2.17908,3.62419,4.48303,3.14564,3.84900,3.85614,3.61317,2.39440,3.66793,2.80368,2.31544,2.34733,2.27776,4.13578,3.28813,4.35763,3.72822,2.41833,2.61858,2.23570,2.35987,4.67404,3.51999,4.51517,3.18158,3.42861,2.57789,3.11601,2.81804,2.56576,2.48612,5.05182,2.08477,3.20573,3.97581,5.59890,4.04855,4.72632,3.45132,4.08870,4.72843,5.41653,4.36550,4.87565,3.32744,5.09202,4.99308,2.42687,4.20466,4.22882,5.51685,4.38544,3.11567,4.03779,4.29450,3.70319,3.25014,2.52011,4.32555,3.50729,4.14100,5.35205,5.62975,4.52423,2.94953,4.03369,4.87106,4.31315,3.35198,2.14470,4.61783,3.97467,4.23204,4.39083,4.90594,3.22690,3.04231,4.93439,4.62261,4.27609,2.95335,4.16407,3.88529
x5,2.88708,2.93228,2.34632,3.71368,2.14230,2.29535,1.85265,3.30420,3.70785,3.74852,2.60519,2.03478,3.65127,3.13005,2.92567,1.75508,4.82934,2.34830,1.70850,4.09405,3.39015,2.46225,2.88223,4.00817,4.02638,2.10623,2.85498,2.98702,4.32833,3.19397,4.92980,2.68049,4.07066,2.70432,5.41396,0.51332,3.67550,3.85357,2.77530,3.76914,2.67285,3.16148,2.39559,3.98517,2.92552,3.59686,3.42965,2.79338,3.31777,3.65893,3.46620,3.46905,3.97066,3.78133,4.35680,2.63938,3.32871,4.00138,4.31775,3.79717,3.86159,4.77453,3.52376,4.38187,3.90306,3.90220,5.31101,4.49238,5.05483,3.25920,3.47997,3.38146,4.08724,1.60819,2.90414,3.97212,5.04825,3.24193,4.61122,4.58116,6.04748,6.03700,3.51873,4.40931,3.14839,2.52081,4.55164,4.36165,4.63607,5.73192,5.26294,3.57189,4.05805,4.85337,5.30228,4.00607,3.27791,3.25575,3.05865,3.96026
x6,2.71500,1.67828,2.39426,2.38045,2.24302,2.18039,3.72831,2.65485,3.61153,2.43086,3.48479,4.86815,3.48763,3.76031,3.06439,3.36551,3.70800,3.57544,2.89953,2.99313,2.25790,4.98777,1.42961,2.89025,3.76092,1.31152,4.43437,3.72836,3.19216,5.29554,3.48211,3.15961,1.76917,3.59785,3.72722,2.47324,4.52921,4.61692,3.49385,2.44630,2.56193,3.02145,3.77795,2.91386,3.54066,3.12318,2.27166,2.69636,3.35950,2.32894,2.56497,4.59827,3.49467,6.19005,3.28125,3.85258,5.58200,6.01114,3.91753,5.00412,5.22824,1.99588,3.76356,3.35497,4.17279,4.18812,2.98062,2.78074,4.13462,6.03885,1.97024,4.45180,1.88737,5.58157,4.64048,4.12078,3.94459,4.00304,3.65735,5.38801,4.13613,3.97537,2.59479,6.10749,3.31827,2.65709,3.69340,5.22241,2.49879,5.72680,3.55074,2.93956,3.62443,3.19108,3.09280,3.93992,2.16891,4.15511,2.00396,2.86679
x7,2.71057,1.31473,3.15561,2.86613,2.22183,3.37422,1.43343,3.91721,2.76434,3.51588,3.95957,3.29099,3.47618,3.41089,4.94601,2.08440,4.48674,1.56659,1.45605,2.22480,3.18695,4.43898,4.15625,2.34795,2.96137,3.41528,4.13571,2.80784,2.89411,3.67618,1.99615,1.38025,1.03503,4.21191,2.46398,6.17552,1.31182,3.92415,2.45695,2.47942,2.92833,2.62263,4.93303,3.51893,2.99466,3.52199,1.61077,3.75044,3.24668,3.94589,3.59842,4.44441,3.01278,4.20268,5.12728,4.53803,4.26656,4.68756,5.20072,3.81561,2.48553,4.63287,4.55416,5.78767,3.58167,3.88008,2.78127,3.70867,4.38901,4.07750,3.00811,3.74250,5.09154,2.93464,4.87582,3.14267,4.52462,4.23361,5.47752,3.99221,2.46242,4.46025,2.94719,5.01703,5.68960,1.19329,3.89824,5.45433,3.26669,3.99135,4.67960,3.22836,3.81250,2.73938,5.46526,4.21805,3.30815,1.27832,3.67161,3.18324
x8,2.83936,2.18583,3.08955,1.41600,3.40026,3.22716,3.04468,3.47569,1.24301,3.54870,2.45576,3.27493,2.51932,3.70869,1.21728,2.25697,1.21463,2.76386,1.20208,3.24350,1.71945,2.08576,3.16210,2.89678,3.84316,4.04623,2.54702,3.38404,4.13437,3.09339,3.34629,3.28609,2.70996,2.70286,2.69611,3.37804,1.21188,3.15403,3.45689,2.35262,2.35539,2.83229,2.46703,1.62573,3.59564,2.17680,3.92402,3.19652,2.86907,3.12651,3.41910,3.95349,4.25177,4.73872,4.65529,5.68337,4.27121,1.77131,3.11175,5.73208,3.64252,5.83705,4.23404,2.76578,3.15402,2.96424,3.93379,5.10095,5.86146,4.85625,3.65333,6.11796,4.09490,3.62488,3.84653,4.66887,3.85471,3.17017,5.36562,3.43694,2.47104,5.11124,3.52777,3.08878,4.49246,4.31365,2.17381,3.73936,3.80193,3.64685,3.63086,3.41302,5.11606,3.15926,3.75586,4.69266,4.34914,3.82796,4.06927,3.09196
x9,4.63703,2.09633,0.14597,2.56417,2.11863,4.36779,2.93905,2.27088,4.10747,4.91786,0.57390,3.60537,2.66920,2.14124,4.19345,3.72422,3.79393,2.84339,1.18882,3.31464,1.90543,2.41294,3.39672,3.34002,2.72952,3.19571,3.13382,2.72588,2.35728,5.36357,1.74111,0.97259,2.47843,3.57975,1.79419,2.12624,4.29112,2.76097,5.67864,1.24985,3.33154,-1.26757,3.36493,4.31381,4.28741,4.44939,4.25139,1.74542,2.89918,3.07434,4.12464,4.01946,5.49811,4.92598,3.01899,4.17919,3.42678,4.22147,5.14855,3.53478,3.98897,3.85294,3.89789,2.99438,4.59353,3.64614,3.48747,5.30946,2.89508,3.81756,3.80206,4.94988,4.75953,4.34619,6.51581,4.31985,3.17271,3.00363,5.38266,3.36059,5.77887,5.28004,3.77242,3.04343,4.34830,6.36916,5.17930,3.97631,5.48230,3.85143,4.45270,5.24886,3.34813,3.01467,3.34792,4.64634,2.21346,5.78694,3.96524,4.59373
x10,2.48371,2.43731,4.25821,3.59554,3.78600,1.98008,2.11924,3.00219,3.25045,2.04241,3.83203,3.68299,0.84367,3.24943,2.49495,3.10229,1.85609,3.44918,2.91561,2.39383,3.42924,4.12013,1.89958,4.16382,3.04927,1.87399,4.19280,4.23965,3.36540,3.19736,2.99504,4.45593,5.13653,3.31839,3.20967,4.04132,4.43626,3.06373,2.87693,3.93065,4.43709,3.26336,3.88160,2.60055,3.89744,4.61558,4.48002,2.93101,2.75831,3.44267,5.10000,4.44461,5.60460,4.58812,3.29470,3.91627,3.30367,5.01723,2.87285,5.72495,4.17937,4.22327,5.34077,3.69727,4.66304,4.50570,3.77051,4.17242,3.04611,3.93006,4.73774,2.75351,2.46969,4.18837,2.54152,4.65772,4.79741,4.58821,4.21210,3.37075,3.27553,3.41733,5.25565,2.99523,2.75247,2.29675,4.01313,5.77893,1.74228,2.55607,3.29890,2.88822,4.61121,3.94296,3.03331,3.88002,4.53502,2.52419,5.38815,2.33592
