id,rL,rLrL,rQvrai
1,-1.47555,-1.38996,-1.39802
2,-0.59633,-0.64396,-0.66299
3,-0.56605,-0.61624,-0.53707
4,-0.74955,-0.78217,-0.84903
5,-0.80383,-0.83031,-0.84889
6,-0.85083,-0.87163,-0.96389
7,-1.05121,-1.04417,-1.10520
8,-1.41019,-1.33843,-1.39193
9,-0.53804,-0.59047,-0.59664
10,-0.96542,-0.97102,-0.97782
11,-0.91618,-0.92855,-0.90039
12,-0.67571,-0.71600,-0.72823
13,-0.55564,-0.60668,-0.61838
14,-1.39507,-1.32642,-1.23158
15,-0.97712,-0.98106,-0.90368
16,-0.28961,-0.35687,-0.37306
17,-0.98080,-0.98422,-0.97672
18,-0.87135,-0.88957,-0.88215
19,-0.69120,-0.72996,-0.66933
20,-1.06027,-1.05182,-1.07901
21,-0.82263,-0.84687,-0.84411
22,-1.15467,-1.13092,-1.09689
23,-0.89630,-0.91130,-0.85649
24,-0.81214,-0.83764,-0.88254
25,-1.52560,-1.42900,-1.48766
26,-0.63730,-0.68126,-0.59249
27,-1.37483,-1.31029,-1.29486
28,-1.10070,-1.08586,-1.13601
29,-1.15706,-1.13291,-1.16212
30,-0.72523,-0.76047,-0.78978
31,-1.55306,-1.45025,-1.50514
32,-0.92119,-0.93289,-0.96092
33,-1.01268,-1.01145,-0.91324
34,-0.98010,-0.98362,-0.95927
35,-1.04824,-1.04165,-1.00066
36,-1.19445,-1.16386,-1.19205
37,-0.81964,-0.84425,-0.87931
38,-0.98963,-0.99177,-0.99185
39,-0.93739,-0.94689,-0.87310
40,-1.24130,-1.20236,-1.13092
41,-1.20806,-1.17508,-1.18321
42,-0.93982,-0.94899,-0.95053
43,-1.06843,-1.05871,-1.06094
44,-0.62115,-0.66659,-0.66022
45,-1.21264,-1.17884,-1.19430
46,-1.14413,-1.12216,-1.12323
47,-0.35293,-0.41728,-0.41809
48,-1.37969,-1.31417,-1.30633
49,-1.06217,-1.05343,-1.14464
50,-0.40911,-0.47038,-0.38365
51,1.18004,1.21136,1.21588
52,1.00176,1.00413,0.95020
53,1.40771,1.48282,1.52574
54,0.66083,0.62091,0.55577
55,1.02339,1.02903,1.03856
56,0.74512,0.71406,0.71073
57,0.93209,0.92442,0.88859
58,0.81985,0.79752,0.83827
59,1.36564,1.43209,1.41725
60,0.83825,0.81820,0.81713
61,0.46378,0.40723,0.41970
62,1.17556,1.20609,1.19934
63,1.24643,1.28973,1.28976
64,1.29129,1.34305,1.37817
65,1.21262,1.24973,1.28043
66,0.74870,0.71804,0.70217
67,0.89608,0.88350,0.89145
68,0.56509,0.51637,0.48599
69,1.31701,1.37376,1.29149
70,0.75945,0.73000,0.73653
71,0.84261,0.82310,0.81858
72,0.77379,0.74598,0.75418
73,1.05888,1.07002,1.10654
74,0.63528,0.59287,0.65933
75,0.63496,0.59252,0.55949
76,1.27727,1.32636,1.36308
77,1.40451,1.47896,1.47124
78,1.23284,1.27363,1.24766
79,0.78986,0.76392,0.74444
80,1.11836,1.13914,1.12126
81,0.90605,0.89482,0.92829
82,0.84020,0.82038,0.85786
83,0.41870,0.35915,0.36825
84,0.82386,0.80202,0.81155
85,1.18939,1.22236,1.17432
86,1.16621,1.19512,1.11305
87,0.68296,0.64526,0.67995
88,1.30591,1.36050,1.30159
89,1.00914,1.01262,0.97388
90,0.97490,0.97331,1.02123
91,1.12178,1.14312,1.09810
92,0.94973,0.94454,1.01817
93,1.22092,1.25954,1.24974
94,1.05750,1.06842,1.10015
95,0.61266,0.56814,0.57089
96,0.82602,0.80444,0.86191
97,0.82510,0.80342,0.89171
98,0.76131,0.73207,0.67698
99,0.43568,0.37723,0.29000
100,1.17517,1.20564,1.20197
