id,rL,rLrL,rQvrai
1,-1.20853,-1.17691,-1.18731
2,-0.80666,-0.83396,-0.86840
3,-1.16408,-1.14016,-1.15922
4,-0.91844,-0.93176,-0.90599
5,-0.85994,-0.88081,-0.90806
6,-0.73695,-0.77203,-0.74926
7,-1.04661,-1.04161,-1.03610
8,-1.70573,-1.56810,-1.36812
9,-0.87870,-0.89720,-0.95821
10,-0.86003,-0.88088,-0.92513
11,-1.46937,-1.38671,-1.38132
12,-0.86315,-0.88362,-0.91605
13,-1.21562,-1.18275,-1.22665
14,-0.51436,-0.56948,-0.50710
15,-0.45519,-0.51440,-0.47433
16,-0.97352,-0.97927,-1.01457
17,-1.10105,-1.08753,-1.10136
18,-0.60017,-0.64843,-0.63730
19,-1.27949,-1.23498,-1.24441
20,-0.82828,-0.85302,-0.73187
21,-0.90266,-0.91806,-0.92863
22,-1.17559,-1.14970,-1.17037
23,-1.25443,-1.21456,-1.20452
24,-1.08794,-1.07652,-1.12383
25,-1.11454,-1.09885,-1.11400
26,-0.76824,-0.79992,-0.81370
27,-1.08739,-1.07605,-0.91331
28,-1.32009,-1.26788,-1.29724
29,-0.37023,-0.43441,-0.36876
30,-0.68784,-0.72798,-0.78058
31,-0.74353,-0.77791,-0.82501
32,-0.85207,-0.87392,-0.84937
33,-1.21633,-1.18333,-1.18761
34,-1.32114,-1.26873,-1.25512
35,-1.11301,-1.09756,-1.17989
36,-1.20853,-1.17692,-1.21932
37,-0.57445,-0.62489,-0.69196
38,-0.57852,-0.62862,-0.65081
39,-1.07624,-1.06666,-1.07386
40,-0.97868,-0.98369,-0.99105
41,-1.28922,-1.24289,-1.23617
42,-1.07032,-1.06167,-1.06942
43,-0.39107,-0.45413,-0.56444
44,-1.01698,-1.01643,-1.03470
45,-0.56552,-0.61669,-0.64561
46,-1.02776,-1.02561,-1.06731
47,-0.81268,-0.83927,-0.77933
48,-0.88931,-0.90645,-0.81177
49,-1.29442,-1.24711,-1.23347
50,-0.79660,-0.82507,-0.80355
51,1.13913,1.16498,1.18112
52,1.21449,1.25368,1.13594
53,1.11158,1.13276,1.10619
54,0.74181,0.71123,0.64143
55,1.25654,1.30354,1.31211
56,0.88941,0.87705,0.94683
57,0.96137,0.95908,0.88403
58,0.88683,0.87413,0.90084
59,1.02548,1.03280,0.98789
60,0.84218,0.82365,0.83172
61,0.66485,0.62604,0.73312
62,1.07854,1.09427,1.19034
63,0.76854,0.74102,0.67368
64,0.84773,0.82990,0.81735
65,0.88895,0.87653,0.78129
66,0.87920,0.86548,0.83347
67,0.43145,0.37305,0.39369
68,1.27812,1.32923,1.34244
69,0.66997,0.63168,0.61381
70,0.88513,0.87220,0.91626
71,0.99531,0.99803,1.07729
72,0.67113,0.63296,0.57896
73,0.87709,0.86309,0.86921
74,1.02295,1.02988,1.10214
75,1.09469,1.11306,1.08710
76,0.96776,0.96639,0.82992
77,1.02571,1.03307,1.09057
78,1.16214,1.19197,1.15214
79,1.21240,1.25121,1.25875
80,1.17026,1.20151,1.10192
81,1.42241,1.50277,1.47419
82,1.14178,1.16808,1.11237
83,0.98134,0.98197,1.07193
84,0.98389,0.98491,0.96599
85,1.19676,1.23274,1.26859
86,0.78280,0.75696,0.84978
87,0.62318,0.58028,0.59429
88,1.01354,1.01902,1.07878
89,0.67072,0.63250,0.67376
90,1.08978,1.10734,1.07382
91,0.70177,0.66680,0.62391
92,1.05032,1.06153,0.99960
93,0.44582,0.38840,0.45293
94,1.24762,1.29294,1.31624
95,1.08340,1.09992,1.17430
96,1.35433,1.42051,1.35824
97,0.96750,0.96610,0.97961
98,0.53189,0.48093,0.51155
99,0.99808,1.00122,1.03773
100,1.12352,1.14671,1.19629
