id,rL,rLrL,rQvrai
1,-0.75118,-0.78171,-0.79160
2,-0.82034,-0.84273,-0.84137
3,-0.69098,-0.72802,-0.63053
4,-0.71691,-0.75121,-0.64813
5,-1.10380,-1.08545,-1.12150
6,-0.66825,-0.70760,-0.69388
7,-1.08123,-1.06656,-1.15394
8,-0.94998,-0.95522,-1.02175
9,-1.68382,-1.54503,-1.57380
10,-1.14288,-1.11798,-1.08950
11,-1.07095,-1.05793,-0.98798
12,-0.63604,-0.67855,-0.69945
13,-1.06416,-1.05222,-1.00590
14,-0.61188,-0.65665,-0.68017
15,-1.22299,-1.18396,-1.19660
16,-1.09629,-1.07917,-1.07932
17,-1.25208,-1.20768,-1.19149
18,-0.89575,-0.90846,-0.88047
19,-1.41299,-1.33664,-1.40066
20,-0.53244,-0.58404,-0.63315
21,-0.66618,-0.70574,-0.74149
22,-1.05338,-1.04315,-0.95080
23,-1.01453,-1.01030,-0.90104
24,-1.20484,-1.16909,-1.20808
25,-1.08951,-1.07350,-1.04928
26,-0.53983,-0.59084,-0.61809
27,-1.14413,-1.11902,-1.20009
28,-1.31734,-1.26045,-1.21341
29,-1.15861,-1.13101,-1.17741
30,-1.36514,-1.29869,-1.34342
31,-1.05173,-1.04176,-0.98262
32,-0.82230,-0.84446,-0.84357
33,-1.05302,-1.04284,-1.00417
34,-0.93739,-0.94440,-0.83612
35,-0.97795,-0.97916,-0.93692
36,-1.00952,-1.00605,-0.92062
37,-0.40350,-0.46420,-0.49606
38,-0.80519,-0.82943,-0.78584
39,-0.81291,-0.83621,-0.87354
40,-1.20454,-1.16885,-1.16136
41,-0.87436,-0.88991,-1.05014
42,-0.79927,-0.82422,-0.88635
43,-0.73756,-0.76961,-0.79885
44,-0.70696,-0.74232,-0.65717
45,-1.05296,-1.04279,-1.00038
46,-1.17021,-1.14059,-1.22589
47,-1.19273,-1.15915,-1.18260
48,-0.61955,-0.66361,-0.65149
49,-0.87399,-0.88958,-0.85277
50,-0.88008,-0.89488,-0.91260
51,1.32028,1.37430,1.27380
52,0.49147,0.43543,0.43114
53,0.08347,0.01060,-0.02268
54,1.52296,1.61937,1.65721
55,0.46964,0.41207,0.38040
56,0.60671,0.55988,0.54720
57,1.17104,1.19774,1.13686
58,1.02224,1.02498,1.06623
59,1.02801,1.03161,1.01248
60,0.96006,0.95375,0.96950
61,0.95883,0.95234,0.91916
62,0.92660,0.91566,0.88292
63,1.05772,1.06587,1.13797
64,1.20071,1.23258,1.22992
65,0.84654,0.82520,0.91972
66,0.90884,0.89551,0.84511
67,1.07296,1.08349,1.11380
68,1.04180,1.04750,1.09445
69,1.20699,1.23997,1.22974
70,1.01521,1.01690,1.05840
71,1.17938,1.20752,1.19180
72,0.85075,0.82994,0.78214
73,1.16140,1.18644,1.24807
74,0.96208,0.95606,0.94179
75,0.74595,0.71288,0.64257
76,0.52638,0.47292,0.50768
77,0.61728,0.57139,0.54561
78,0.83552,0.81282,0.85349
79,1.06222,1.07107,1.03893
80,0.56234,0.51173,0.53396
81,0.87800,0.86063,0.89334
82,1.22271,1.25849,1.26343
83,0.95372,0.94652,0.99297
84,1.04426,1.05033,1.06168
85,0.57077,0.52086,0.47175
86,0.88924,0.87333,0.75952
87,1.17795,1.20584,1.20066
88,1.52392,1.62055,1.53595
89,0.98222,0.97907,0.97610
90,1.13820,1.15933,1.10205
91,0.53592,0.48320,0.48919
92,0.77112,0.74085,0.65674
93,0.90537,0.89158,0.91974
94,1.20041,1.23223,1.25538
95,1.08285,1.09494,1.08452
96,0.97080,0.96601,1.05065
97,1.22738,1.26400,1.23022
98,1.32743,1.38285,1.46179
99,1.05615,1.06406,1.07421
100,1.07036,1.08049,1.13404
