id,rL,rLrL,rQvrai
1,-1.25164,-1.20974,-1.23611
2,-1.70882,-1.56879,-1.61304
3,-0.95043,-0.95663,-0.99085
4,-0.96896,-0.97258,-0.96245
5,-0.93558,-0.94382,-0.90031
6,-0.69597,-0.73255,-0.72640
7,-1.01136,-1.00889,-0.97704
8,-0.82373,-0.84624,-0.85561
9,-1.24110,-1.20110,-1.25053
10,-1.09898,-1.08310,-1.10302
11,-0.89029,-0.90452,-0.94730
12,-0.99422,-0.99424,-1.03349
13,-1.43166,-1.35473,-1.24951
14,-0.41580,-0.47499,-0.42181
15,-0.57917,-0.62656,-0.64238
16,-0.96849,-0.97218,-0.87823
17,-0.57619,-0.62383,-0.53578
18,-0.74841,-0.77950,-0.78712
19,-1.14439,-1.12113,-1.19044
20,-0.62107,-0.66481,-0.73738
21,-1.01262,-1.00997,-1.01739
22,-0.94570,-0.95256,-0.94836
23,-1.33948,-1.28108,-1.18267
24,-0.71128,-0.74630,-0.77159
25,-0.92006,-0.93038,-0.96935
26,-0.98739,-0.98840,-0.92414
27,-1.36388,-1.30070,-1.34983
28,-1.12868,-1.10800,-1.04944
29,-0.93073,-0.93962,-0.93413
30,-1.12621,-1.10594,-1.10350
31,-0.70907,-0.74432,-0.71086
32,-0.59420,-0.64031,-0.60115
33,-1.02322,-1.01900,-1.12628
34,-0.66801,-0.70737,-0.73136
35,-0.45001,-0.50705,-0.61962
36,-1.33142,-1.27458,-1.36340
37,-0.89633,-0.90978,-0.90830
38,-1.00217,-1.00105,-0.97355
39,-1.05079,-1.04243,-0.92038
40,-1.38903,-1.32083,-1.28079
41,-1.32169,-1.26672,-1.20745
42,-0.98097,-0.98289,-1.04487
43,-0.94707,-0.95373,-0.91285
44,-0.81160,-0.83555,-0.85337
45,-0.65382,-0.69453,-0.68180
46,-1.27218,-1.22652,-1.33505
47,-0.35890,-0.42128,-0.36506
48,-0.94785,-0.95440,-0.91180
49,-0.95197,-0.95796,-0.82457
50,-0.88675,-0.90143,-0.94610
51,1.13101,1.15188,1.06635
52,0.76184,0.73209,0.64956
53,0.90573,0.89336,0.85037
54,0.58590,0.53898,0.60476
55,0.83886,0.81804,0.77194
56,0.55122,0.50145,0.52674
57,0.98167,0.97968,0.91500
58,0.80107,0.77576,0.82491
59,1.31484,1.36827,1.27950
60,1.14900,1.17283,1.26199
61,1.10193,1.11809,1.05455
62,1.03790,1.04414,1.07423
63,0.40978,0.35017,0.24053
64,0.91629,0.90531,0.89614
65,0.46620,0.41016,0.42506
66,0.91811,0.90737,0.85384
67,1.11123,1.12888,1.17929
68,1.00607,1.00760,1.01879
69,1.22787,1.26528,1.30394
70,1.01723,1.02039,0.91339
71,0.88761,0.87288,0.93194
72,0.55334,0.50373,0.51692
73,0.56919,0.52087,0.51584
74,0.67130,0.63216,0.56153
75,1.07227,1.08375,1.08252
76,1.12637,1.14647,1.17332
77,1.39857,1.46846,1.53378
78,1.22258,1.25905,1.23642
79,0.96367,0.95914,0.98650
80,1.10851,1.12572,1.16668
81,0.82575,0.80334,0.87914
82,1.26865,1.31344,1.30425
83,0.12545,0.05483,0.01788
84,1.12066,1.13984,1.19905
85,1.14179,1.16443,1.13990
86,0.65018,0.60901,0.55251
87,0.63893,0.59671,0.56209
88,1.25402,1.29614,1.22832
89,1.08117,1.09405,1.04974
90,1.20745,1.24126,1.26300
91,0.91998,0.90949,0.93650
92,1.04792,1.05567,1.02406
93,1.27835,1.32492,1.29017
94,0.93368,0.92503,0.92362
95,0.85088,0.83153,0.81711
96,1.17418,1.20225,1.15239
97,1.52320,1.61947,1.64219
98,0.66213,0.62210,0.69353
99,1.07964,1.09228,1.15067
100,1.17812,1.20687,1.36539
