Gene,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96,id97,id98,id99,id100
x1,3.03888,3.28701,4.19291,3.06891,4.35009,3.45270,2.06304,2.83233,2.19183,3.62790,2.72303,2.25440,3.30390,3.67857,2.04659,4.62480,3.77666,5.23006,2.70301,4.48586,2.27099,4.23691,2.77166,2.59282,1.86104,3.86673,3.54660,2.93447,3.71674,4.45800,4.10891,3.27150,2.68427,3.27677,1.28186,3.21583,2.00426,1.64624,0.59920,4.11739,2.63021,2.88062,3.83457,3.05993,1.84916,3.30746,2.97022,2.45855,3.83666,2.74323,4.45693,4.38324,4.76139,5.37032,3.19998,2.45219,5.21196,3.13319,3.06877,2.96502,5.13447,4.28093,4.90239,5.07382,3.94924,4.17831,3.48927,5.30041,4.90095,5.10984,1.80280,3.43224,4.39164,3.67162,3.10090,4.05089,3.69784,3.72862,4.57515,5.18174,2.57349,3.79434,2.81696,4.71153,2.22107,2.84341,3.12956,2.48740,2.21938,3.58403,3.91449,4.47609,1.74697,2.72136,4.97184,4.14853,5.24010,3.53216,5.12025,4.42543
x2,3.67670,3.19316,2.78491,5.28511,1.64649,3.45841,4.53126,3.25512,3.64788,4.98762,2.62773,3.43710,3.25505,2.52378,2.51023,5.50514,1.31773,2.64690,3.96528,3.01525,3.92154,2.69849,1.53461,1.90091,2.78540,2.36722,0.91932,0.84498,2.23743,2.98114,1.71640,3.13871,1.59456,2.58157,4.95312,3.53991,2.95401,1.64897,2.97191,3.23286,1.88803,3.34208,2.21326,4.32844,3.37964,3.75663,3.31966,3.51176,2.80341,3.05800,3.44415,4.96487,2.87611,4.78196,5.21830,2.49451,4.26892,3.88458,3.57602,2.04346,4.12901,3.42936,3.08628,2.71935,4.00673,5.65385,4.72193,2.99411,4.58926,2.61062,4.53330,2.82833,4.00913,4.57632,2.55567,4.06980,3.19895,4.42274,5.87204,4.45684,5.02699,4.65948,3.42533,4.03110,6.50266,3.67711,4.15771,3.56698,2.77238,3.60050,2.73965,3.55605,5.07716,4.02795,2.69655,4.27779,5.40567,3.69445,4.87546,3.42818
x3,3.23869,2.69668,2.92012,1.36710,3.31584,2.20916,3.99119,4.10135,4.41664,3.03157,2.09600,3.06714,5.91137,4.54882,3.68477,2.97278,3.20924,4.40735,2.47850,5.33115,2.69017,4.18342,4.60288,1.99039,3.15168,2.10294,3.90582,4.58586,2.50508,3.15056,3.89464,2.71839,1.34834,3.56387,3.79197,3.11752,3.20367,3.00822,3.72753,3.96860,1.98095,1.93394,3.06678,3.29639,2.43536,5.16645,2.26177,3.85438,3.44746,2.53958,5.40364,3.45343,4.82161,3.98775,4.28310,3.96819,5.57159,2.84683,4.18556,5.79472,4.16529,3.60362,2.74423,5.94690,4.76905,4.11581,4.60929,3.60713,4.83947,3.21275,4.14444,2.22403,5.42152,4.03648,0.68194,3.79834,5.04481,3.86826,1.21063,5.20726,3.84817,4.20164,3.81881,3.89504,4.82011,5.70945,4.27464,4.27248,3.38419,5.90049,4.59501,4.49635,3.19519,3.51857,4.57453,4.46675,5.08544,3.97819,3.42069,4.22498
x4,2.43866,2.44433,2.81776,2.20119,1.57380,3.99973,3.07451,3.21863,4.01694,4.56148,2.77072,2.12863,2.16389,3.47608,1.76782,2.55214,3.45972,2.67933,3.52449,2.35891,3.24084,3.76148,1.69546,3.39034,3.01530,2.80162,3.45375,4.24862,1.98750,3.87339,2.93372,1.71497,2.77548,2.23411,1.37620,5.11277,3.84164,3.28829,3.43389,2.73321,2.83050,2.35189,3.98905,4.22258,4.13796,2.32126,2.09055,4.04145,4.35545,3.27368,2.97481,3.77496,5.24643,4.08970,2.31540,4.66398,0.63958,4.32403,3.86437,3.74645,5.43054,2.05958,2.91927,6.08636,5.19952,2.68734,3.98326,3.69266,3.64169,4.49251,3.92948,5.00363,4.18411,3.73355,2.72076,3.56212,4.38528,4.18739,4.10064,3.81244,3.91308,4.43311,3.80516,3.17217,5.28433,4.07766,3.86533,3.05294,0.63490,5.61416,3.15315,2.73303,2.72693,3.89512,5.60837,4.19672,4.42407,5.26073,5.65240,3.43531
x5,3.42753,2.13541,4.42718,2.65448,2.79307,3.70397,4.43050,3.62664,2.88638,3.95371,2.17446,2.83290,3.00435,0.53728,2.26011,3.21315,3.75952,3.38889,3.18479,2.66985,3.63302,3.88841,1.44313,2.30589,2.71281,3.93633,3.48099,3.47028,3.58282,5.37845,3.31395,3.21575,4.00794,4.20299,2.29445,3.41693,2.81395,4.02822,2.39067,2.39496,2.38235,2.76398,0.87715,4.93397,0.99645,4.44830,5.09266,3.47393,3.29882,4.25192,3.43008,2.92368,2.13633,4.19851,5.80802,5.34005,4.40824,2.82930,5.36330,3.65088,3.91213,3.75249,4.40677,6.18028,4.65470,4.33263,3.73228,4.17174,3.47144,3.98069,2.48490,4.14129,3.91863,4.02694,4.82143,4.77642,2.85769,3.34328,4.92428,6.05945,2.92567,4.18297,5.54600,3.11636,4.63713,4.26676,3.96732,4.65806,4.08417,5.43102,3.64013,4.54185,4.44403,3.93472,2.97359,4.83855,3.82931,3.97783,3.94851,2.57179
x6,4.26323,3.26255,2.28480,1.11096,4.24858,3.34242,4.18687,2.00989,4.17235,3.79846,3.50197,2.35800,2.61509,2.51781,1.34262,4.22422,4.13709,3.53882,2.75051,3.29340,3.61356,2.47653,3.40711,3.35718,3.16576,4.74198,3.68108,3.22070,2.19472,3.31734,3.90197,1.89216,1.52162,4.84127,3.41065,2.98876,4.38603,4.48829,2.26089,4.68630,1.14979,2.96824,4.58754,2.08841,4.73657,3.05779,3.52293,2.33617,3.91700,3.24507,2.87089,4.16754,3.29058,5.27472,4.75577,2.20858,5.44933,4.96025,3.12333,4.08325,3.70309,4.76947,4.50020,4.41064,2.70253,5.61535,1.90603,4.43616,2.66779,5.44788,6.73521,3.80195,4.00293,2.01162,5.03867,3.00962,1.93964,4.18661,5.32875,5.41368,5.25551,5.44534,2.85988,3.38194,3.09829,4.37003,4.68975,4.86892,3.94562,3.53229,4.42478,4.81412,4.25577,3.81727,5.35575,3.74684,3.84027,3.09771,3.39609,4.62010
x7,3.98654,0.68922,2.80762,2.78655,2.98937,2.29717,4.74477,4.10246,2.12623,4.82739,3.52356,3.08040,2.57606,1.86799,3.50441,2.78463,3.07644,1.84277,1.85730,3.73030,3.26741,3.03615,3.34539,2.34642,2.48681,2.55426,3.03645,4.22762,2.34449,2.31088,3.45019,2.77427,2.54225,2.76486,1.55121,4.53703,1.76564,1.41062,4.12025,1.58950,2.70315,2.30086,2.83105,1.29180,4.74650,4.10790,1.53030,0.96437,2.06737,2.12594,2.95311,4.56937,3.07077,4.82830,6.57778,5.73414,4.10162,4.17584,5.58835,2.30672,4.42942,2.77848,4.39226,3.63777,3.13321,5.58577,3.95091,2.69190,7.12866,2.50041,2.22012,4.45717,3.69128,1.92807,3.07452,4.29654,3.30741,2.79547,4.49792,5.82011,4.95479,3.60482,3.90150,2.52969,5.43092,2.21733,3.05409,2.00361,4.54783,4.41501,3.42040,3.47044,2.71044,3.94698,3.65276,2.96673,3.04871,4.69173,5.15082,4.84240
x8,3.58439,1.24412,1.69862,1.98216,2.62265,5.30259,3.79958,3.74686,2.54295,3.42430,3.80397,3.28784,2.59244,3.32580,2.97365,3.60297,2.71213,4.20809,0.19092,0.15145,2.09518,2.31708,0.79390,3.61806,3.11004,3.78348,3.36836,4.30449,3.39486,3.69074,3.85541,3.17593,1.42635,4.44737,1.37349,3.08714,1.58442,4.61156,3.17419,3.69737,1.81026,2.61024,3.03762,3.20560,2.56891,3.39567,1.20301,2.02416,1.54431,3.75092,5.33519,3.29653,4.92660,4.23683,3.98025,3.92059,5.75654,4.56960,3.83664,4.47710,4.47872,6.34553,2.92535,4.14190,4.58265,4.17233,4.54294,3.50988,4.48764,3.56602,3.97265,4.64254,4.49863,3.84740,4.78555,4.45573,3.19764,4.09646,4.55100,3.70454,3.68078,3.96713,3.14079,4.41747,4.31754,3.83072,3.04832,3.31671,3.61854,4.15118,4.74631,2.93558,3.63485,5.95906,4.16242,3.37128,2.90445,2.82750,4.20331,4.85890
x9,2.00981,1.80408,2.08329,3.42531,3.51554,2.86190,2.47301,2.57325,5.17006,3.06715,2.86493,3.47632,2.47202,3.18906,2.91005,3.33961,2.52825,5.43383,2.42644,2.31848,2.83426,3.00426,3.47648,2.37523,3.48993,4.21090,3.81604,2.66326,3.38984,2.63894,1.80551,2.60929,1.98515,4.32939,2.39639,1.89692,1.08232,2.73187,2.50190,3.41276,3.16245,3.94922,3.90172,2.15428,1.60586,2.81005,4.25290,3.71027,3.49760,2.43579,1.82088,5.99818,4.46101,5.68780,2.84946,4.45364,4.04346,3.73011,4.18717,4.62064,3.32072,4.98323,2.71771,4.26423,3.46191,3.91507,5.36396,4.14435,3.51295,4.05617,3.47269,4.81866,5.32995,3.85123,4.23700,4.47948,2.97875,2.02732,2.36279,5.32070,4.48871,6.13404,3.59301,4.50948,5.50230,5.50522,1.99685,5.01308,3.68419,2.51666,4.93496,3.62572,3.50162,3.57511,5.56722,3.29242,3.66625,2.97234,3.90982,3.85675
x10,4.04984,1.79165,4.87891,4.30151,0.87894,1.72217,0.03250,4.06056,2.05685,3.21031,3.50375,1.43087,1.64180,1.96318,1.68147,2.62279,3.28674,2.91711,2.24077,3.46377,5.13494,2.74256,1.80630,2.79291,4.14238,4.91161,3.67292,2.64360,1.90689,4.57146,4.29114,1.85140,2.83090,3.83620,0.72669,2.60305,4.12711,1.92919,2.41065,3.90171,2.88324,1.99342,2.08202,1.07292,3.20128,2.03585,2.71104,2.42676,2.57988,3.47645,2.54864,5.11077,3.62402,5.66276,6.60273,3.80125,4.20208,2.97906,4.25359,3.06948,4.04507,3.40493,4.73975,4.09015,3.54813,2.25191,4.32998,5.07471,3.70614,3.77164,5.35965,4.98707,3.30239,2.59342,3.81634,3.85635,4.61207,1.87471,5.54651,3.83660,2.76508,4.53233,3.28907,4.05194,4.93684,4.18668,2.97104,2.96098,3.62714,2.43055,4.23260,5.60681,3.92060,4.86554,4.45168,4.68277,2.99168,3.28447,3.14165,4.15701
