id,rL,rLrL,rQvrai
1,-1.30824,-1.25306,-1.26115
2,-0.98563,-0.98633,-0.94183
3,-1.06485,-1.05328,-1.03846
4,-1.15293,-1.12661,-1.06339
5,-0.97940,-0.98103,-0.98856
6,-0.77043,-0.79971,-0.82654
7,-1.03039,-1.02427,-1.06454
8,-0.83838,-0.85939,-0.85984
9,-0.55900,-0.60956,-0.64588
10,-0.77763,-0.80606,-0.79922
11,-0.79349,-0.82003,-0.80892
12,-0.69860,-0.73586,-0.80047
13,-1.14534,-1.12033,-1.11717
14,-1.10578,-1.08750,-1.10667
15,-1.22139,-1.18280,-1.23865
16,-0.51665,-0.57067,-0.67060
17,-1.44202,-1.35907,-1.39863
18,-0.83772,-0.85881,-0.82387
19,-0.61467,-0.66028,-0.65325
20,-0.96507,-0.96880,-0.91985
21,-0.70004,-0.73715,-0.73109
22,-0.94727,-0.95357,-0.99851
23,-1.13598,-1.11259,-1.01148
24,-1.12507,-1.10354,-1.12530
25,-0.84626,-0.86627,-0.86305
26,-0.98661,-0.98716,-0.93283
27,-0.81712,-0.84079,-0.85754
28,-0.75049,-0.78206,-0.70242
29,-0.74714,-0.77909,-0.81927
30,-0.94801,-0.95421,-0.90475
31,-1.21974,-1.18145,-1.20738
32,-0.93766,-0.94533,-0.95086
33,-0.96620,-0.96977,-0.95862
34,-0.79109,-0.81792,-0.83190
35,-0.40471,-0.46656,-0.36150
36,-1.09884,-1.08171,-1.02320
37,-1.09192,-1.07594,-1.14190
38,-0.99948,-0.99810,-1.01276
39,-1.25020,-1.20623,-1.16898
40,-0.81456,-0.83855,-0.88168
41,-0.90134,-0.91406,-0.95445
42,-1.07600,-1.06263,-0.90454
43,-0.94996,-0.95588,-0.93554
44,-1.37246,-1.30429,-1.31836
45,-1.28840,-1.23711,-1.18469
46,-1.48661,-1.39381,-1.43063
47,-1.25556,-1.21057,-1.19771
48,-0.16497,-0.23727,-0.28192
49,-1.08564,-1.07070,-1.07370
50,-1.11321,-1.09368,-1.15848
51,1.06896,1.07969,1.04220
52,0.59165,0.54310,0.63302
53,1.10886,1.12610,1.12665
54,0.98903,0.98744,1.04700
55,0.87949,0.86259,0.79544
56,1.18778,1.21860,1.16177
57,0.67560,0.63500,0.64353
58,0.89385,0.87886,0.86643
59,1.08042,1.09300,1.08208
60,0.85100,0.83041,0.77434
61,0.63045,0.58545,0.65448
62,0.88839,0.87267,0.84118
63,0.67565,0.63505,0.59417
64,1.35771,1.42094,1.37929
65,1.12437,1.14420,1.07880
66,0.80395,0.77753,0.88622
67,1.32970,1.38729,1.44735
68,1.22769,1.26573,1.29580
69,0.98674,0.98482,0.97985
70,1.09121,1.10554,1.10765
71,0.69590,0.65738,0.58781
72,1.09493,1.10987,1.13984
73,0.96716,0.96237,1.04707
74,1.17878,1.20800,1.15826
75,0.85374,0.83350,0.82162
76,0.90492,0.89142,0.96637
77,0.69689,0.65847,0.52823
78,0.99797,0.99772,1.13654
79,1.36555,1.43038,1.55770
80,1.29796,1.34930,1.30035
81,1.15278,1.17746,1.19466
82,0.71660,0.68026,0.62828
83,0.50040,0.44442,0.54771
84,0.56416,0.51324,0.43254
85,0.96702,0.96221,0.86987
86,1.21705,1.25314,1.29840
87,0.98315,0.98070,0.88136
88,0.66547,0.62385,0.59966
89,0.71410,0.67749,0.68813
90,1.05071,1.05855,1.09994
91,1.09262,1.10718,1.12027
92,0.42880,0.36787,0.28828
93,0.79198,0.76414,0.77701
94,1.53267,1.63382,1.60082
95,0.87948,0.86258,0.83930
96,1.26914,1.31493,1.31124
97,1.28358,1.33214,1.35214
98,0.66334,0.62151,0.63211
99,1.24793,1.28973,1.25528
100,0.86288,0.84381,0.85446
