id,rL,rLrL,rQvrai
1,-0.51409,-0.56961,-0.59522
2,-0.98839,-0.99179,-0.98243
3,-0.92749,-0.93945,-0.93066
4,-0.17703,-0.24914,-0.20925
5,-0.65653,-0.69993,-0.70755
6,-1.08650,-1.07491,-1.10755
7,-1.19554,-1.16561,-1.12661
8,-0.92784,-0.93976,-1.04958
9,-0.89365,-0.91014,-0.96084
10,-0.65808,-0.70133,-0.77586
11,-1.20475,-1.17319,-1.15825
12,-0.75025,-0.78402,-0.79079
13,-1.24675,-1.20760,-1.20416
14,-0.84323,-0.86615,-0.88753
15,-0.60033,-0.64886,-0.59241
16,-0.74285,-0.77742,-0.83182
17,-1.07699,-1.06691,-1.04732
18,-0.73820,-0.77328,-0.71613
19,-1.34154,-1.28428,-1.26305
20,-1.15661,-1.13344,-1.16862
21,-0.66984,-0.71195,-0.71351
22,-0.96858,-0.97482,-0.92127
23,-1.25846,-1.21714,-1.21667
24,-0.86718,-0.88709,-0.87976
25,-0.86653,-0.88653,-0.81670
26,-0.51343,-0.56899,-0.58452
27,-0.69179,-0.73172,-0.80744
28,-0.84497,-0.86767,-0.84733
29,-0.89425,-0.91066,-0.89177
30,-1.18144,-1.15399,-1.21908
31,-1.55155,-1.44937,-1.36362
32,-0.78439,-0.81432,-0.91409
33,-0.92161,-0.93438,-0.82722
34,-1.24499,-1.20616,-1.26650
35,-1.09106,-1.07874,-0.98587
36,-0.99453,-0.99702,-0.82669
37,-0.54400,-0.59722,-0.62124
38,-0.80897,-0.83603,-0.80512
39,-1.28835,-1.24142,-1.31621
40,-0.67112,-0.71310,-0.79005
41,-0.45125,-0.51114,-0.46019
42,-1.24161,-1.20340,-1.17521
43,-1.37025,-1.30723,-1.34648
44,-0.97134,-0.97719,-0.93750
45,-1.00135,-1.00284,-0.98903
46,-1.62526,-1.50576,-1.54158
47,-1.25769,-1.21652,-1.18458
48,-1.19869,-1.16821,-1.11284
49,-0.98218,-0.98647,-1.06397
50,-1.43817,-1.36106,-1.36560
51,0.75991,0.73092,0.69263
52,0.79607,0.77138,0.86632
53,0.62587,0.58267,0.43719
54,0.75006,0.71994,0.59383
55,0.76070,0.73181,0.73032
56,0.92911,0.92191,0.92603
57,0.55481,0.50516,0.47103
58,1.25162,1.29779,1.28025
59,1.17709,1.20954,1.29711
60,0.90385,0.89312,0.96915
61,1.48711,1.58207,1.49008
62,1.08859,1.10583,1.10563
63,0.94025,0.93463,1.00260
64,0.95225,0.94836,0.91846
65,1.21825,1.25817,1.28844
66,0.90313,0.89230,0.94822
67,1.56093,1.67289,1.67105
68,0.56974,0.52138,0.49353
69,1.13025,1.15451,1.17570
70,0.87640,0.86195,0.86370
71,1.10633,1.12653,1.12402
72,1.19224,1.22741,1.19085
73,0.88222,0.86854,0.83211
74,0.76599,0.73771,0.78387
75,0.81720,0.79510,0.86615
76,0.86752,0.85189,0.85630
77,0.87605,0.86156,0.84745
78,0.88904,0.87628,0.97437
79,0.87765,0.86336,0.97968
80,1.64599,1.77856,1.71185
81,0.81869,0.79678,0.74442
82,0.89756,0.88596,0.78052
83,1.03153,1.03958,1.07607
84,0.89112,0.87864,0.81384
85,0.98346,0.98415,0.97567
86,1.07294,1.08761,1.15029
87,0.92777,0.92037,1.02512
88,0.55631,0.50679,0.43029
89,1.13043,1.15471,1.14624
90,1.08952,1.10692,1.06156
91,0.98778,0.98912,1.04168
92,0.85837,0.84154,0.78654
93,1.03594,1.04469,1.08938
94,0.88902,0.87627,0.96058
95,1.21995,1.26018,1.18363
96,0.76802,0.73997,0.72812
97,1.18142,1.21464,1.23198
98,0.67410,0.63571,0.64254
99,1.07376,1.08856,1.04470
100,0.67757,0.63953,0.59620
