Gene,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96,id97,id98,id99,id100
x1,3.75256,2.84203,1.38912,4.42920,2.33153,2.02333,2.34425,3.84405,0.69633,3.08890,1.86486,1.12676,2.78417,2.20232,1.90018,3.31380,3.44119,3.34060,3.41950,2.19321,5.45898,3.36722,2.38271,4.60579,1.10235,3.23022,3.74442,4.09842,2.68192,3.17012,2.79245,1.90918,3.79197,1.92678,3.08917,2.05140,3.39607,2.97406,3.85875,1.51468,2.32456,3.18584,2.86862,2.74341,3.28782,1.73279,3.94760,2.53695,3.05670,2.09799,4.86255,3.66936,4.28570,3.60330,6.26503,4.88583,4.89983,4.80485,3.57305,3.93729,3.54040,4.59306,2.85833,3.17039,3.01770,3.08882,2.37362,4.39276,4.15078,1.87672,3.85382,2.73430,5.82614,3.36332,3.87842,4.60686,3.39682,4.50362,2.86574,5.36750,4.33886,5.12055,2.98820,2.82576,4.37991,3.08948,3.22639,4.56893,3.75250,3.29201,3.16613,4.59988,3.85742,4.07150,4.23111,6.35357,2.68276,2.91994,5.40715,1.87075
x2,3.59738,1.71255,2.45548,2.25148,2.31932,3.64289,2.91638,4.21191,4.93041,1.62191,3.10791,1.79823,2.58535,1.41824,1.41390,3.59884,3.09973,1.86732,3.71580,1.97495,3.85026,2.23949,3.33349,2.64519,2.84071,3.31300,3.49640,3.78046,4.20897,3.25265,2.95662,4.02116,3.20288,1.41969,2.57595,3.97703,1.55981,1.56936,3.74629,3.34305,2.18666,4.03085,1.12625,3.84324,3.70111,3.29588,2.49822,3.84583,3.02830,2.53187,3.69268,4.12708,3.53616,1.89826,4.89698,2.73499,2.55548,5.89800,2.39380,5.08312,3.58252,4.27750,5.15232,3.79632,4.62749,3.95272,5.21049,3.76763,4.33401,5.47981,3.38269,3.94924,4.44393,5.44164,2.83020,5.14048,4.81220,2.79844,3.66599,2.89583,3.42387,5.17153,2.66699,4.62936,3.47986,4.69637,4.67843,2.97646,3.56244,3.12565,3.53624,2.48959,4.63837,3.87704,1.99468,2.82890,4.88273,3.80575,4.19347,5.16166
x3,4.64062,2.82818,2.43958,2.10184,1.31596,2.50336,3.44875,2.85284,4.79324,1.98408,3.42913,3.35004,3.28345,4.17884,1.48478,5.60053,5.05093,3.76036,4.05565,2.48223,2.47813,3.02388,2.40286,3.76197,2.35369,3.40405,3.76337,3.29597,3.37648,2.61001,2.99160,2.05692,2.39033,2.47582,3.55000,3.48148,2.81202,3.02983,3.01070,2.58337,1.64842,4.01300,2.45999,3.27042,3.08220,3.47610,3.82191,4.62490,1.68732,1.45196,4.33992,1.78032,3.28243,3.41494,4.02403,2.90206,5.47737,4.10967,4.71586,3.79095,4.11697,5.26871,5.52663,5.58335,3.73537,5.18274,5.72844,2.66423,2.37650,5.21453,2.92103,4.17831,3.79963,3.86586,6.53888,5.87126,4.37908,3.18057,3.41489,3.35981,5.89063,4.61021,4.30207,6.23650,4.33586,3.73198,3.47022,3.09467,3.42538,3.88509,5.03207,3.96039,5.33050,2.89760,2.22482,3.25182,3.18225,4.12951,6.46335,4.42844
x4,3.88187,2.05994,1.39009,3.79473,4.22800,2.67882,0.49009,3.81127,2.72720,1.42111,2.41261,1.68702,3.22803,2.00689,1.32206,3.15994,1.88390,4.53790,3.34288,3.59614,5.15979,3.28776,3.22275,2.74280,4.90784,3.83797,3.12618,3.15976,3.44849,1.44216,2.94241,3.58536,4.11594,3.13190,3.30138,2.57148,3.42938,2.55575,3.21177,4.98157,4.68301,2.75054,2.09674,2.35331,2.08935,2.45984,2.53234,3.99680,4.07452,2.28353,3.56882,5.21088,4.43592,2.85063,5.41060,1.93943,3.65214,2.80797,5.17663,4.28984,2.60727,3.48378,3.55742,3.73078,5.03742,2.86175,4.90613,1.90978,4.90250,4.10565,2.41881,4.75771,4.48103,1.86140,3.62024,2.81378,4.38507,4.89991,3.68387,4.52806,3.71865,3.04145,5.10591,4.67111,4.61210,3.71010,4.99434,6.38148,3.14326,3.29555,5.51529,3.38606,4.98966,4.13227,3.30712,4.03181,3.07997,5.54412,6.34333,4.83126
x5,4.54079,3.85288,2.45574,2.77900,2.28435,4.10921,5.58087,3.81647,2.98228,5.31696,1.55609,2.73262,1.85034,2.31908,2.67065,2.93310,4.49375,2.84100,3.34176,0.89226,1.48824,1.24072,2.58569,3.69127,0.90904,0.67951,4.45539,3.16660,2.42029,1.39383,2.08052,4.74110,3.55158,0.90807,3.99155,2.12995,2.75348,2.37527,2.67914,2.85486,2.88577,3.85821,5.85754,4.00736,3.95955,4.06421,2.13386,3.59148,1.57041,2.73297,4.27500,5.60943,4.85621,5.02671,5.89617,5.62379,4.68411,3.26358,5.07869,2.33352,1.90897,4.00574,4.10416,3.78340,5.39186,5.76308,4.99940,3.93930,3.21165,4.64381,4.54757,3.70637,4.15832,2.45637,4.37235,2.93209,3.92220,5.20337,2.31013,3.47185,2.82167,2.82324,4.28595,6.07837,1.47980,3.80842,3.67564,3.70285,4.84615,3.51984,2.60063,3.85777,3.42012,3.97051,3.97061,5.00596,5.40604,5.28583,3.45218,4.14327
x6,2.33307,1.88203,2.38723,1.56082,3.23741,1.35702,2.00864,3.00773,1.05271,3.10126,2.85186,1.40628,4.00725,3.87741,1.70112,2.93662,2.34160,5.29439,3.65709,2.52435,3.70596,2.24024,3.71601,2.74610,3.07815,2.61620,2.65639,4.08086,2.30295,2.00832,4.43338,3.02451,2.01749,1.40228,2.82658,3.14540,1.15764,0.85494,3.12708,3.16825,2.49601,3.16836,1.74035,3.55029,4.30721,1.51063,2.02389,2.27377,2.72684,2.76303,3.97361,4.64696,3.62066,5.16884,4.02371,4.03208,3.78965,3.39430,4.52758,1.17328,2.47966,5.43902,4.74051,2.92076,3.06372,3.47185,4.88695,4.24539,5.16920,3.17129,4.18575,3.78513,5.05318,3.76076,4.47613,5.57899,5.63235,2.90875,5.04347,3.44724,4.71274,4.04861,3.21856,4.50251,3.45135,3.00595,3.99105,3.60198,4.56976,3.70115,5.94113,3.09524,4.27560,4.36958,2.76671,4.14747,4.41558,3.67821,3.37553,3.22455
x7,3.21946,5.36411,2.60327,1.78308,3.71167,2.23806,0.95485,4.43741,3.49360,2.65439,3.69365,1.62865,3.95467,2.33848,3.08605,3.21350,2.31366,2.26635,4.42838,1.36490,2.60361,2.53197,2.95164,2.29168,2.35687,1.96159,2.54684,2.97035,2.44442,0.92667,2.36066,3.92653,3.21041,2.32752,4.04240,1.21785,2.99280,2.68215,2.94142,3.16930,4.04715,2.84506,2.66275,2.99504,2.88894,1.99331,3.76669,4.43595,1.65082,4.18894,4.66403,3.28634,3.61018,4.48961,6.26892,3.88309,2.79718,4.81199,2.59661,5.57481,3.92746,4.60839,4.25592,3.30669,3.66701,5.51739,4.43721,3.65054,3.26435,4.75398,4.61430,5.69792,4.65145,2.74377,3.50693,5.58018,3.47468,4.93060,3.64771,4.29615,3.03489,2.95262,4.68846,3.77893,3.41466,5.40777,5.75935,3.11013,2.36011,3.95816,3.68352,2.56301,3.46747,4.96508,4.11146,3.61607,4.21195,3.87542,6.11414,3.62702
x8,1.67882,2.98166,2.56226,1.57461,3.39448,2.71203,4.00008,3.41438,1.93907,2.60037,2.68751,2.29894,3.20546,3.05708,4.64343,4.77768,3.11994,0.28199,3.08506,2.72773,2.74622,2.95134,3.01173,3.43726,2.60449,3.27385,4.10977,1.40979,2.64746,3.93193,1.73387,2.11833,3.47358,4.14927,2.85214,1.68274,2.84738,5.02237,3.92695,2.88783,3.56480,4.35793,3.27201,1.74041,4.92282,2.64740,3.18851,4.01081,2.87483,3.40472,3.64333,6.07212,3.86028,4.27102,4.57194,5.73318,4.66403,3.73117,3.42917,3.88421,3.36511,3.47472,3.36012,4.47915,4.98192,4.65729,5.22680,5.27056,4.58255,3.06469,3.78577,2.44841,4.08473,3.95724,2.63399,4.31097,4.01716,4.11515,3.58393,3.66758,4.59041,5.92896,4.74042,3.13143,3.98789,5.06299,3.63763,3.13612,3.50765,1.34399,4.58553,4.24247,3.76179,3.17079,2.84169,4.66037,4.46823,3.28204,4.73679,3.79137
x9,3.07287,4.15859,4.63711,2.60712,1.78966,4.45301,4.03956,1.81736,1.37308,1.25475,4.43252,3.32696,4.88124,1.27404,2.10304,4.60782,4.12285,2.24438,2.26025,3.03969,2.57453,4.25313,3.88639,3.79735,2.92060,2.88191,1.95891,2.71346,2.65539,4.31670,2.77384,0.99430,2.52545,2.97043,3.09031,3.80911,3.49861,3.58275,3.40674,0.38536,1.62184,5.30170,1.51506,3.65879,2.07379,3.30353,4.36563,2.88325,3.37016,3.30108,3.56176,1.98305,2.90869,2.86790,3.81957,4.25447,3.80921,4.01920,2.15342,4.92396,2.44997,5.33835,4.82836,2.40443,3.83667,3.01218,2.41134,4.36948,2.06355,3.30503,3.04574,4.00251,6.01876,2.63253,2.38408,3.91307,5.21222,4.21758,3.32549,3.72733,4.13734,4.37214,2.49381,4.71556,3.24451,3.50630,5.17144,3.77005,4.25570,4.20860,3.63277,2.81007,4.93118,3.95986,4.51608,4.80737,3.80072,3.90537,3.74361,2.40193
x10,4.03788,1.41870,3.24330,2.42717,3.48274,2.91195,3.55650,4.81063,3.26567,3.55726,1.61738,2.81170,4.16517,2.48305,4.13012,3.39076,1.99418,2.26498,3.36119,4.13740,2.35144,2.20014,2.79182,3.17849,1.91494,2.38243,3.56763,3.85991,2.02445,2.30273,2.11531,1.73964,1.42688,3.36306,3.97218,2.38128,0.49017,3.51278,3.27915,2.95826,1.99457,3.45142,4.43741,3.00406,3.33033,4.08546,1.71694,1.73668,2.81728,3.15907,3.46240,4.42448,5.33084,3.15551,3.31142,2.33284,6.21706,3.54564,5.48689,4.05070,3.07582,3.25720,3.27301,5.55486,4.04282,4.22340,2.76794,5.49037,3.72224,3.65225,2.80197,4.10297,2.14060,4.28838,3.73389,3.67952,3.54838,4.94290,4.19192,3.52750,2.93976,4.73166,3.69118,4.29020,3.84440,5.15393,6.33153,3.87695,3.40430,5.02480,3.09693,3.03580,4.68632,2.99476,4.13892,2.15041,3.50437,4.52256,2.95500,4.60138
