Gene,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96,id97,id98,id99,id100
x1,3.03958,3.11891,3.43174,3.47333,3.56562,4.72798,2.24007,2.31346,1.47704,1.69772,1.59125,3.01524,3.75888,3.65250,3.55523,1.87910,1.84256,3.59514,4.01186,3.21916,3.26782,4.74790,2.66433,2.65396,2.56506,3.86648,3.08344,3.46557,2.46776,4.18349,3.27852,4.36210,3.00550,3.13649,4.35475,1.39029,3.23785,2.77531,2.10938,3.71587,3.44564,3.36918,5.43303,3.94858,2.88818,2.29519,2.36892,3.17599,3.34157,5.53440,4.67803,4.32959,5.47217,2.98028,3.34557,3.59580,5.03025,4.27953,3.93429,5.76769,4.04198,3.08041,4.95894,4.16475,3.63872,4.15735,4.72937,5.87013,1.62266,3.86590,5.47493,3.51113,4.99416,4.19609,4.24059,3.59191,3.00090,3.81662,4.69366,4.86193,3.48275,2.65305,2.93789,4.93415,5.27387,2.26000,3.78980,4.19978,3.36650,4.67196,4.31285,4.78441,3.15074,3.12993,2.79137,4.10165,4.70691,4.56540,4.61654,5.23942
x2,2.65474,3.07819,3.63691,4.11996,2.29488,3.97154,1.45312,6.23392,1.10275,1.46197,1.73122,3.71829,2.03778,2.15884,2.66746,3.86984,2.89633,2.23236,3.86861,4.53472,3.63764,3.82483,2.56594,2.54992,3.56022,2.88074,2.78926,3.62786,3.78112,2.40936,4.10587,1.98884,3.73778,2.52952,2.18198,4.28775,2.90454,2.33172,2.57694,2.22541,2.89198,3.48294,2.58735,3.16730,2.21057,2.06674,3.02545,1.82231,4.19336,4.55215,4.82818,2.92097,4.41310,6.13034,3.42354,2.44448,3.95062,4.64160,5.18455,4.54038,2.56871,2.71994,5.56917,3.79103,4.63278,4.49783,2.42875,2.44377,4.43254,4.41226,4.07966,5.46882,4.42232,3.47235,3.56826,5.41582,3.13983,3.81097,2.94762,6.13783,4.48892,3.10624,5.10972,4.85627,3.03356,5.71034,4.28592,4.07069,4.30616,5.09080,4.27690,3.72299,2.88351,4.57168,4.36355,5.42087,5.38372,2.79779,4.49905,2.64101
x3,3.53742,0.85124,3.54942,3.79188,3.22885,3.28879,1.83813,4.06637,3.26673,4.18841,3.85870,2.23367,3.24953,2.16292,1.17520,1.59396,2.18296,1.43300,2.23572,2.27747,4.34813,2.22274,2.00748,2.34117,3.63110,2.67891,4.52868,4.00019,2.52967,4.75533,2.78320,2.21690,2.16658,1.58589,2.17430,3.46320,2.56637,2.50516,4.17330,3.39826,2.66938,4.12229,4.43306,1.84592,2.00246,1.83677,3.30655,4.04969,4.38059,2.65789,4.74875,2.34831,3.42849,4.25045,4.16235,4.30680,2.34619,2.86228,4.32730,2.02211,3.29657,3.88167,5.63091,2.40789,3.75781,2.73628,3.49755,4.58288,4.56106,4.75658,4.14939,4.98815,3.20667,2.62540,3.20802,3.50401,5.82846,2.93847,2.97471,4.70015,3.66625,4.62989,4.31548,4.11745,3.65794,3.27968,4.24200,4.78570,5.40292,5.17606,4.61745,2.71601,2.86055,4.39559,4.74203,4.62000,2.30099,6.28013,3.72813,4.45634
x4,1.23546,3.37478,4.11321,3.72197,1.16732,3.73479,3.59069,3.07320,2.91553,3.41987,1.88879,3.99991,2.99468,3.46147,3.94817,2.95855,3.88782,3.21354,2.26378,3.74927,2.34743,3.44262,3.92199,2.92009,2.27085,2.23800,4.66086,2.73655,3.56177,3.38617,4.22202,3.08851,3.13212,4.22008,2.73146,1.16127,3.69133,4.25425,1.99039,0.40815,2.76522,2.78433,2.23382,1.16160,3.50998,0.67954,3.92767,2.87184,2.12126,4.01112,3.52127,5.30080,3.73969,2.59616,3.92128,4.32568,3.75443,2.38371,2.49679,4.07346,3.49728,6.32372,3.85323,5.08447,3.95930,5.66599,3.48715,3.64164,2.83461,2.83370,4.34323,3.72665,1.87893,4.46310,5.04774,3.92700,4.49972,4.50666,5.37229,3.06618,4.47657,4.83646,2.54514,5.31782,3.33139,1.91630,3.87079,3.54002,4.99689,4.70321,4.93922,3.83149,4.51450,3.64981,4.56208,4.94527,3.68367,3.43199,3.24976,2.10301
x5,3.32164,4.48788,4.57867,1.58499,2.01858,3.81370,1.75207,3.92138,4.17379,3.38001,3.55937,2.67560,3.09956,2.87493,3.13067,3.94333,3.94158,3.01176,2.50287,3.47415,4.61067,3.13559,2.58665,3.63586,3.42593,3.23159,5.49248,3.76278,3.25079,4.52875,3.60414,3.01463,3.21831,4.44444,1.51091,3.72352,4.39326,1.58548,4.19108,1.62271,3.67506,1.75045,2.35669,4.24408,4.50394,1.56024,2.13153,3.41472,2.77229,2.86041,2.92539,3.86932,3.33759,4.74908,4.95370,4.32910,3.82271,3.26121,3.10543,3.22808,4.90251,3.38430,3.30176,4.83262,3.20694,5.10469,5.13189,4.22662,4.67999,3.86909,2.73960,3.83721,5.08244,2.40901,3.99220,3.79159,3.92290,3.91932,4.15521,5.97752,4.15430,5.16036,4.74127,2.66156,4.66625,4.23315,5.29113,3.51283,3.28071,3.21119,4.88843,2.65605,4.28111,3.17062,4.37811,3.48380,5.44529,3.21868,3.85592,3.54866
x6,4.23239,2.15005,2.52952,3.26236,3.50530,4.48016,4.53191,2.21785,2.22001,2.93463,4.75014,3.20390,3.21527,2.33739,5.15062,4.18148,1.84919,1.57895,4.29742,2.39097,2.35117,4.76923,5.92657,4.58806,2.67025,2.96176,3.61560,3.76317,1.21053,2.57334,1.10052,3.61343,1.04462,3.02716,1.15811,2.66105,2.55508,3.07265,3.97838,3.69101,3.63107,2.65466,1.69704,2.53129,2.38853,3.95179,1.27727,3.56458,3.07296,3.87015,4.67602,4.33637,4.07565,4.05614,4.12828,4.46046,6.24816,4.37091,3.27344,2.93727,4.71004,3.92910,5.27559,4.36002,5.57282,6.29749,4.03466,3.74704,4.26351,3.24584,3.53768,4.37862,4.39622,2.77765,5.02643,6.00653,4.27687,3.75386,5.10656,3.76033,3.61431,3.25334,3.02313,5.18195,4.75186,3.26940,4.01967,3.52742,3.93700,1.35215,1.12061,4.86176,4.34719,2.66959,3.58290,2.74920,3.14313,5.13573,4.64843,4.84635
x7,4.41137,3.29417,2.84298,0.97850,4.14461,2.82207,2.08549,3.55784,5.10831,2.67662,3.89542,1.24341,1.65837,2.34045,3.25567,4.03456,3.47060,3.24883,2.10288,3.44110,3.19405,3.14250,2.36636,2.98748,2.84740,2.47965,4.53520,2.95936,3.34145,3.15976,3.70066,3.20791,3.35906,2.07415,4.31043,2.06407,2.22858,2.68513,1.78764,2.64276,2.40225,4.43170,3.58704,2.48261,1.53392,3.34081,2.35469,2.96845,1.77154,1.69894,3.67364,3.12951,4.13910,5.05869,4.03273,4.84204,4.41604,4.66860,2.95379,3.93752,4.64351,5.25036,3.01428,3.11522,3.72379,4.55103,3.53975,4.51361,5.10942,2.37836,4.63981,2.72279,2.74807,4.46641,3.37282,3.69851,3.67723,4.85812,1.74640,5.07649,4.67991,2.69891,4.09063,3.55886,4.68737,4.20474,3.42978,3.93021,3.78826,3.47739,3.78831,4.08996,3.05541,4.32314,4.84619,3.69221,1.88993,3.13802,5.69783,5.29557
x8,1.79035,2.63804,2.92785,2.33729,1.56513,2.97675,2.44865,3.19183,2.98835,3.52657,2.87479,2.12776,2.94495,2.71668,2.11090,2.54006,5.03719,5.98342,2.82401,2.74694,3.16693,2.80156,4.02324,2.45364,4.03316,0.37118,4.52613,1.95401,3.25677,2.68393,2.44765,2.58270,4.20950,3.60797,3.60421,2.50682,3.06590,3.21595,2.64854,0.88565,2.98488,2.85006,2.71895,3.01148,3.64390,3.50486,4.08685,3.44713,4.11728,4.05976,1.40880,3.08395,4.19065,5.12728,3.69107,2.76960,3.86598,4.16636,4.19297,4.75587,3.65379,3.17887,4.18594,4.00198,2.01092,5.60577,4.29687,2.83500,2.81771,3.60991,4.29098,4.86852,2.83460,5.72500,6.19414,2.41119,3.12455,4.81365,4.07164,4.91909,4.78596,5.61021,4.00131,3.90338,2.90651,4.50927,4.23622,4.28522,5.18696,3.99724,4.48022,3.33503,4.78817,3.29175,3.77006,2.72947,4.50969,4.64983,2.51592,5.21176
x9,2.39058,2.50446,4.78249,3.32425,4.62736,2.02288,5.58340,2.69640,2.20278,3.22754,2.39930,2.02376,2.79059,4.05166,2.47557,2.69145,1.27191,3.42306,2.60561,1.31123,2.20815,2.29729,5.58770,1.48149,2.61616,3.50339,1.62616,3.00550,3.18641,1.45902,4.14049,4.02870,4.15555,3.68230,1.96489,3.77111,3.72735,4.30307,3.86872,4.81468,3.17268,2.11849,2.75990,2.67914,3.83177,3.18183,0.93344,4.29707,3.38114,1.91880,3.48772,4.27118,2.63607,4.73632,4.30522,2.05713,3.11271,3.81180,3.02376,3.36290,5.00758,3.91764,3.81869,4.76223,3.06612,4.89756,4.39360,3.30738,3.30383,4.81266,3.09295,3.08904,4.92571,4.03711,3.27402,4.18021,5.03909,5.43584,1.52223,4.47519,2.97458,3.84096,3.14534,3.74416,5.96557,4.89969,4.71698,3.12408,4.41089,4.23237,4.17200,4.24312,5.05720,3.12934,4.62490,3.57450,4.55941,2.51876,4.99339,3.80974
x10,2.36814,2.25441,2.71121,2.30824,2.99569,3.32549,2.68524,3.46336,1.39563,1.47043,2.99726,3.95416,4.95824,4.25138,4.18788,2.55801,2.82314,3.14482,2.17049,3.59258,3.63671,2.78445,4.55777,3.06103,3.05150,1.96594,1.78787,2.64079,3.04160,3.04830,3.64597,1.85205,2.49764,1.85587,3.67290,2.85148,3.86140,4.25255,2.35276,4.91381,4.11960,2.76633,2.39483,3.76301,3.66738,1.45521,3.32555,3.03117,3.19660,2.67551,3.06313,4.05455,2.89444,3.03788,3.89866,3.15712,6.43637,3.46950,4.83989,4.81194,3.69234,4.20262,2.54212,3.24278,4.20585,4.26000,4.44547,2.85390,4.00816,5.61152,4.22375,5.96926,4.13881,4.05570,5.02064,4.71049,4.36299,5.03259,4.61712,5.50796,5.69379,4.49710,3.06595,4.05513,3.31755,4.42906,4.97370,4.50374,4.01971,3.81563,3.28523,3.44489,3.30109,4.12280,5.42969,4.46615,4.65798,3.37684,4.78030,4.20501
