Gene,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96,id97,id98,id99,id100
x1,2.14748,3.43023,3.10583,1.45798,3.89135,2.89325,2.85369,3.44237,3.23768,3.22941,3.55009,2.95315,2.02002,2.69833,3.49892,1.74504,3.00703,2.86981,2.09836,2.74328,4.77105,0.59829,1.11410,3.70010,3.51559,4.96546,2.44527,4.06131,2.35985,4.08897,3.08550,3.61401,4.15058,2.96381,2.18840,1.81913,3.43338,2.16302,3.59848,1.32185,2.96344,3.45219,2.67884,2.87908,1.98766,4.49630,4.03580,2.82366,3.37701,3.70773,2.85291,2.36709,5.66588,4.33506,3.65990,4.47168,4.23932,5.45109,3.37041,3.43973,5.66833,3.13641,3.52432,4.17933,3.41971,3.16505,3.99756,3.49433,5.20968,4.31341,4.57562,4.73737,5.35470,3.31086,3.56253,4.17979,3.83394,5.54688,4.69593,2.78823,3.98954,3.29025,1.23918,5.19715,3.07273,2.03434,5.88152,3.83330,5.10375,3.97301,3.50708,2.88132,4.98939,5.76817,5.12328,3.77710,3.74932,4.24227,3.25164,4.48337
x2,2.94135,4.22935,2.98414,0.72137,2.27845,2.86429,1.01362,2.61488,2.02981,3.61550,2.93237,4.56989,4.10466,2.04943,2.57754,2.70478,0.57366,2.07830,3.28432,4.00145,0.65361,3.22923,1.94740,2.72312,3.42663,1.77470,2.64373,4.24178,3.17935,4.28847,4.18163,2.91100,5.31992,2.48078,2.27921,5.31799,3.01372,4.53609,4.26514,2.82384,2.96120,1.79379,2.13324,3.36988,1.43120,2.28137,3.99322,3.01390,3.32762,2.87032,3.98521,3.44063,2.26989,3.59379,3.20727,3.35084,4.29104,4.06569,4.89267,4.11664,5.61827,3.19144,2.70677,2.97657,5.98370,3.41308,5.09978,3.29567,5.12451,4.45322,4.12497,3.82200,4.08353,1.62044,3.65297,4.63774,4.01152,3.81968,4.29594,2.52289,3.63361,3.60157,4.10424,5.81352,3.19074,4.24434,3.82180,4.93904,3.34379,4.35735,3.73233,3.87374,3.43339,3.43721,5.00515,2.49331,3.83324,2.00748,3.21358,4.80852
x3,2.09372,3.48416,3.17846,4.21850,4.05475,4.02723,3.85974,2.92682,3.64054,3.94214,3.21589,2.90541,5.40624,4.23940,3.76740,1.61731,2.67334,0.70941,4.35260,4.89005,4.23954,3.13887,2.41168,2.40296,2.94079,2.43407,2.97895,1.03459,3.93561,2.43003,3.52477,3.30030,3.18763,3.87107,3.33463,1.62548,1.91529,3.68444,2.91151,1.81297,2.86907,3.08448,2.94977,2.74468,4.59262,2.23107,3.55118,3.72181,4.36904,1.28609,3.68044,4.31808,4.60640,4.79719,2.94843,4.35459,5.48428,4.09946,5.45256,3.90064,4.37421,6.65661,2.60863,3.72588,4.72326,3.06054,3.32350,4.91082,2.59650,3.30850,4.69898,3.44439,3.99568,4.40000,4.73603,0.96174,3.66710,6.56785,4.51416,1.32740,4.64323,2.41745,3.20023,3.56793,4.15997,4.98838,4.14083,2.84599,2.69025,2.57363,5.63197,4.84541,6.28946,1.95978,2.57201,3.03940,3.98507,5.20448,3.53439,4.61777
x4,4.15526,2.18558,4.27985,4.08343,2.59149,1.99592,2.23061,2.56813,3.22086,3.21864,3.51881,4.40266,3.84358,3.03864,2.91953,3.98419,3.89855,3.32406,3.30917,3.12517,2.42198,2.32951,2.99586,1.27894,3.90591,3.21284,2.83965,3.70573,1.95363,3.99766,1.79835,4.56541,3.50145,2.54602,1.82579,2.56609,3.59642,2.67529,2.23344,2.77349,4.09326,3.74395,4.22050,1.98499,1.68716,3.72855,3.80271,5.26496,3.90308,3.91762,4.02364,5.26153,3.00095,3.84042,3.35414,3.69702,3.02816,5.98565,4.87694,5.18937,5.50427,4.55903,4.71967,4.89507,3.21938,3.81752,2.83984,3.08105,4.41379,4.50390,4.50584,3.78624,4.74544,3.39718,3.23086,3.41399,3.58377,4.46418,4.94091,1.86014,3.53874,3.87325,4.48237,3.41233,5.17173,3.83954,3.74362,4.46793,3.72525,4.39752,4.29069,5.58563,3.52036,3.89870,3.32799,2.46864,2.59432,4.34225,5.09917,3.13143
x5,4.68697,1.84769,4.57593,4.32394,3.48386,3.55174,3.45820,3.24092,3.13765,2.21848,3.10157,2.40006,2.99065,3.40101,1.99796,4.20046,5.15412,4.19234,5.32570,1.75560,3.71328,2.76511,2.86450,2.91655,2.88431,3.00165,4.12847,3.98097,1.82839,3.50929,1.34561,2.57149,2.50690,3.29898,3.21230,2.55846,1.51010,3.53844,2.77714,3.39373,3.08650,2.33990,3.66776,2.77114,3.23798,4.66229,4.78334,4.16420,1.90504,2.91957,3.58775,3.82420,3.79218,3.36497,3.71571,4.45558,2.68499,3.66414,2.78641,3.13446,4.41487,4.88462,3.61860,2.79482,4.88928,2.78319,5.99274,2.37828,2.40334,3.35063,3.83797,5.35178,3.92737,4.25874,3.68799,4.40401,3.24408,3.86216,3.57787,5.31198,1.43467,6.36981,3.66497,3.62647,4.51682,3.96702,2.67844,5.31177,4.46413,4.99293,2.27332,3.42152,3.29360,3.23957,4.87688,4.94097,3.92919,3.81573,3.55347,5.17024
x6,2.52724,3.37562,3.35502,1.43907,3.63063,2.31055,3.80729,3.49688,3.00278,2.82362,2.79948,2.46415,2.47873,3.81635,4.14107,1.77044,3.76320,5.05839,3.56093,2.94049,3.90231,2.92939,2.15451,1.80444,2.59150,5.70949,3.58857,2.91353,2.01206,2.49792,5.10223,2.16894,4.11516,3.20014,2.41782,1.88091,3.41731,2.14926,4.62198,2.38365,2.73809,5.25556,4.01133,3.45183,0.99446,2.88034,1.60069,2.74206,1.26201,2.87467,4.90627,2.68152,3.00430,5.10107,4.27343,4.13134,5.97643,1.63904,4.20094,4.72999,2.28235,3.92603,3.82416,4.78080,4.77351,2.93682,4.24324,5.51566,4.21119,6.36682,3.59182,2.27289,3.56568,4.98591,2.53677,2.53524,4.40999,4.09961,4.18298,2.17568,4.63898,5.19111,3.62023,6.98737,2.87948,3.76386,4.69386,3.01534,3.79181,6.14242,4.53636,2.66551,4.63852,4.68281,3.51460,4.36968,4.16425,3.45904,3.50610,3.83153
x7,4.33423,3.74207,2.10370,2.74003,3.00745,3.07954,1.26670,3.95028,3.72603,3.08927,1.22230,2.82638,1.49344,4.32113,2.47467,3.10545,2.49813,2.63507,4.54165,3.36032,3.31952,2.98092,3.27028,2.91897,2.91738,2.23175,2.52527,5.05460,3.44647,3.05769,2.18993,4.30467,2.85648,2.23494,2.77062,4.25386,0.71109,4.15039,2.35053,2.88511,3.68713,3.91511,1.67849,1.62842,3.20576,2.67373,2.99024,3.37059,2.47120,4.11098,3.87781,2.74289,4.11584,5.13242,3.03244,2.62703,5.29999,4.49502,2.30095,4.10018,3.77757,5.42443,3.10146,5.03367,4.11469,3.39322,4.47422,3.30018,3.64213,2.94152,5.05763,3.08679,5.61215,3.08346,3.35422,3.29791,3.28271,3.60479,3.07017,3.87099,3.39741,3.66370,3.50654,3.28004,4.98068,4.81278,5.15946,5.87532,4.14438,4.20960,3.42107,3.40954,3.51695,3.33844,1.81643,5.09308,4.19829,3.72162,4.85342,4.73450
x8,1.36489,1.36265,3.45087,2.31185,0.31114,3.84271,2.29668,1.36084,2.96956,3.80567,3.13620,2.61244,3.68734,2.65460,3.02747,4.06565,3.40620,4.35098,2.24358,3.87008,2.61253,3.98889,2.50896,1.71190,1.49654,4.66319,3.86211,3.77562,2.26498,2.71957,3.88259,2.72057,2.60796,1.41139,3.44054,2.80644,2.69300,1.89971,1.67804,1.55668,1.12089,1.55534,3.98525,3.07976,4.06873,3.51580,2.14438,3.18779,2.49478,1.19988,3.46224,4.65264,2.88408,5.41742,3.54377,4.98166,2.87658,4.19173,3.14188,6.10220,3.99752,1.28073,2.88888,4.11206,3.57117,3.87807,3.64383,3.14253,5.05675,5.59001,3.99479,1.57670,4.78525,4.69093,2.36995,5.36180,2.72851,4.48220,3.02585,5.13267,4.00035,6.30842,3.29448,4.63291,2.72506,4.46188,3.98561,4.15386,5.01719,4.51051,4.45866,3.53161,2.37558,4.35628,3.27018,3.30597,3.75405,4.10038,4.95447,3.97949
x9,4.55410,3.78606,3.44254,2.99423,1.92845,2.44326,3.57893,1.14781,1.10938,2.85205,3.86640,4.18198,2.76678,2.27833,2.01997,1.53344,3.08245,3.09906,3.23040,2.96643,3.38255,3.00013,4.77806,3.07512,2.80089,1.42090,5.26172,0.76278,2.41412,3.42536,3.56927,3.45320,3.71448,4.42943,4.21180,2.44464,1.41862,3.49753,1.57582,2.55630,4.08721,2.43011,4.32952,3.44006,2.81818,3.84345,3.01426,1.25872,3.02382,3.17037,4.10648,3.05112,1.96713,5.92704,4.94434,2.90377,2.73693,5.08864,1.68531,3.39278,3.26289,4.23603,3.35614,3.55955,3.56946,4.80221,5.10656,5.99169,4.24875,3.87793,4.37284,3.07579,4.83525,1.70908,6.80413,3.29275,3.03489,4.38558,4.88628,4.23278,2.97857,2.25394,2.90047,4.67353,3.75162,6.78340,2.24547,3.77482,3.09747,4.90732,5.23803,5.85033,3.67167,4.28179,2.93371,5.64295,3.96856,6.35132,3.95454,2.45109
x10,3.10736,3.54045,3.97693,1.64194,3.85414,3.60346,0.33230,3.10471,2.85667,5.56107,2.17555,2.78933,4.27835,2.07622,2.93867,3.16670,2.72250,3.31951,4.50408,3.80482,1.76032,2.38219,3.71193,3.85174,1.97046,2.43933,2.93415,3.79690,3.15371,2.14945,0.79259,2.33073,2.68373,2.30206,3.25391,3.35205,3.44498,3.10095,3.50724,4.47474,3.32957,3.16546,1.98029,4.25312,2.59464,2.98418,3.45957,1.41239,3.10406,2.30894,3.22104,2.46744,6.48779,2.39558,2.83017,3.65568,4.41532,2.28170,4.03672,2.99704,3.58577,3.80033,3.10283,4.02164,5.79852,4.36413,4.39972,3.75407,3.55039,3.52049,2.56985,4.07514,3.62842,4.21724,3.78263,4.49644,2.55531,4.47141,2.69386,3.26275,3.96619,4.43232,2.15992,4.33509,4.42612,3.22347,4.62576,5.02820,3.67559,4.31475,4.48311,3.63150,3.54226,3.97615,3.72493,5.03303,5.29296,4.02789,3.13857,4.54793
