Gene,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96,id97,id98,id99,id100
x1,2.71469,0.94830,2.24401,3.40262,5.39786,1.86788,2.00936,1.92917,4.63022,3.31474,3.83023,3.77787,1.62699,2.83260,3.78810,2.63165,3.83274,1.59847,2.91449,2.40687,2.71764,2.52185,-0.09886,0.42284,4.82691,1.74559,5.11372,3.71644,1.40541,5.21531,2.31424,1.41342,5.06559,1.70797,3.12808,3.71312,2.46870,3.22055,2.34894,1.16803,3.02365,2.44929,3.54540,3.69146,2.47360,3.06093,1.46222,5.12194,4.81280,3.62834,4.11271,5.36003,3.92328,2.38951,2.42559,3.25919,5.31201,5.11747,4.26437,3.37396,6.13298,4.80363,3.90810,3.92721,5.88101,1.89053,3.51060,3.24941,4.39519,3.91991,4.73730,4.91454,5.62696,4.80281,4.20040,4.17546,3.34810,4.85157,3.87611,3.90440,4.94402,5.62910,3.79451,2.94391,5.74112,4.23154,3.09593,3.14291,3.67985,2.85964,3.02890,4.27905,3.02070,3.54474,3.92705,4.56635,4.89541,4.40874,3.99132,4.67833
x2,3.79614,2.57830,3.03547,3.86268,4.41038,2.81385,3.20655,3.88262,3.23185,2.35661,4.20120,2.85348,2.79245,1.45111,2.20132,1.48920,2.47956,1.55832,4.43445,4.72514,2.10040,2.76079,1.36414,4.67544,2.85773,2.27805,1.74563,2.24975,3.47973,1.12320,3.20811,3.10514,3.04618,0.80804,3.33162,2.14775,4.16204,0.37172,3.31393,3.30832,2.65288,4.64845,3.79391,4.51945,2.65120,2.42911,4.11506,1.65682,2.94149,2.16766,3.95178,4.63293,3.01433,5.07154,4.79585,4.48142,6.13865,5.44944,3.90667,4.88050,5.49507,5.20845,4.83776,3.72689,4.37362,2.94782,3.54573,3.86545,5.00468,4.51577,4.69740,3.70790,4.44771,4.84823,3.10376,4.26045,1.85931,4.77659,3.98779,4.38068,2.18745,4.53217,5.80112,5.33393,4.34153,2.56855,3.68478,3.21918,3.38041,3.65535,3.99217,3.58304,4.99584,5.13785,4.57927,3.79123,4.69343,5.18244,4.04562,3.78460
x3,2.23490,2.71854,2.64917,0.30526,2.06401,2.12523,3.02829,2.42012,2.44803,2.38006,3.21936,2.62108,2.00202,3.36137,2.92425,1.58218,5.20037,2.53758,4.12795,3.52725,3.75503,3.49875,2.86643,3.84639,2.35842,1.71115,1.45994,4.46446,4.74611,1.97983,3.85734,3.43147,4.07727,3.16616,2.53118,3.20104,2.13970,2.36770,3.20585,3.89639,4.11625,3.75476,1.58471,2.77596,3.39930,2.63574,3.94708,2.32162,2.32905,1.12451,4.08437,3.86774,4.88666,3.88240,5.02036,3.84729,4.73753,4.59980,2.48275,5.88583,4.25876,4.55863,3.85399,2.57326,2.54325,2.64596,6.41342,4.18019,3.10637,2.92108,4.49350,3.13754,3.62701,5.00211,3.77274,2.67216,2.39330,2.63084,5.18372,3.75222,3.87735,1.97442,4.33927,4.73349,2.64817,2.02050,1.45144,5.49997,4.37387,5.25044,3.00183,4.13288,3.73272,6.16273,3.81417,3.12584,3.98881,2.45198,5.35173,4.70985
x4,2.13546,2.96775,3.52666,2.43027,4.36161,4.04123,4.37315,3.24057,3.23963,3.70741,3.23976,3.00854,4.64332,1.26806,2.82643,3.24403,2.55212,6.06224,4.06754,3.23928,3.04957,2.70861,3.96740,2.65640,3.61921,3.72407,3.96741,2.59226,1.45002,1.49065,1.84339,3.48786,1.16993,2.97737,1.66654,2.70750,2.37135,0.06212,2.53109,2.07361,2.85605,3.73958,2.58318,-0.02540,1.11800,4.42110,3.60968,3.48869,3.34309,3.74998,4.92781,5.95229,3.49216,3.86013,5.61128,4.46538,5.50313,3.64099,3.93036,5.01971,4.89982,3.80718,5.36991,3.32308,6.25959,2.57030,4.78784,3.60782,3.47408,4.10426,4.01636,5.32064,4.24241,2.21065,3.45151,3.95856,6.24172,2.61213,4.66564,4.55130,3.44892,2.57204,4.14109,4.80100,3.66605,3.84816,4.41507,3.39441,5.71252,4.12477,4.63418,4.40241,4.64847,3.99850,3.44677,3.62277,1.71317,3.27896,4.46613,2.79591
x5,3.61864,3.26989,4.22582,4.50506,1.89654,1.41325,3.05630,0.61647,3.43261,3.94660,3.52382,2.30209,3.17131,2.42557,1.76809,3.82168,2.37390,1.74828,2.89590,2.69949,4.60396,3.87693,4.14412,3.67150,2.14046,2.92810,1.25494,3.89845,0.63784,1.86398,4.45474,3.91859,1.43110,1.99437,0.13986,2.76445,1.43932,2.96544,3.36035,4.73091,3.04828,1.53767,3.59886,3.94052,2.81510,3.24347,2.68112,1.80254,2.84652,1.64093,3.81118,5.81607,1.70937,3.28131,3.97519,3.61275,3.29969,4.14293,3.34934,3.19635,4.41647,5.05154,2.74249,4.75822,3.78633,4.01571,3.09130,5.89631,4.23229,3.07126,2.75596,4.10307,4.00553,3.64097,5.82374,3.94980,4.07427,4.01717,3.31972,3.49010,5.46510,3.78473,4.33805,5.06940,4.61093,3.60582,2.72228,3.55350,4.77271,6.55803,2.34245,3.35036,3.53392,3.56671,3.21316,4.75580,3.16086,4.48488,3.57277,6.51662
x6,1.44817,3.08860,4.07775,3.64531,3.21297,1.67543,2.53076,3.75716,1.84874,3.11561,3.43254,2.43078,4.30231,3.81249,3.04194,4.35454,2.68466,3.24292,3.70804,3.10702,3.12140,2.79992,3.35374,3.75559,1.90510,2.20772,3.25976,4.49103,3.74240,3.45988,3.14717,3.95560,3.45203,3.23532,2.88609,1.33636,2.75476,1.62455,2.89363,1.42016,2.60152,2.01466,2.52924,3.82156,2.99809,4.71308,1.97852,2.65324,2.50902,2.68268,2.87661,4.93440,4.65467,3.67057,5.50844,3.20796,3.72898,3.64718,5.26057,3.06679,5.53421,4.89644,2.95507,2.97106,3.92438,5.22721,5.03875,4.90634,5.89031,2.89016,3.39715,2.51111,4.57955,3.66071,3.97385,3.56131,4.77727,3.41540,2.03453,4.28645,5.19382,2.39316,4.28844,4.88731,5.27636,2.57548,2.28478,3.11996,3.03866,4.93749,2.90889,4.81127,2.45961,4.35461,4.26362,1.98109,4.06504,4.31875,3.02767,3.70009
x7,3.82079,2.84465,2.64601,0.92911,2.46830,2.36181,3.64737,2.38228,2.09201,2.01084,2.41658,3.67441,2.14392,2.01741,2.63854,2.43193,4.79024,2.47824,3.85293,4.00085,3.86538,3.25617,4.95765,2.33696,1.99212,3.24009,4.65763,2.46624,3.56639,2.84125,1.92805,3.75309,2.92913,3.89031,2.30069,2.37305,4.92030,2.38651,3.18747,3.90249,3.72852,3.30268,3.50511,2.36775,3.64601,1.67046,2.21635,4.15718,1.87598,4.62942,3.96325,4.20584,5.36018,5.13021,4.76168,6.47972,5.27647,3.65236,4.22505,5.28774,4.22021,2.93743,3.11499,3.84828,4.60379,4.52294,2.51060,4.22239,2.96374,3.58540,4.30404,3.36096,3.77060,4.01379,3.29552,5.10353,6.12769,3.61572,4.59496,5.47314,3.92273,3.38837,2.60033,3.96021,4.70739,4.96751,4.02690,3.32897,5.06500,5.32076,3.01199,4.15151,5.05207,4.10564,4.70742,5.95201,1.77058,3.88989,5.58157,3.21423
x8,3.04891,3.42192,2.37279,2.29921,2.43188,3.38006,3.61797,2.19291,2.87790,1.70745,4.00012,3.14587,3.17018,2.92738,3.92555,3.86652,2.88596,1.74565,2.46674,2.76895,3.48627,2.09059,3.41873,2.51771,4.84152,3.04773,3.20769,2.41234,3.84666,3.07054,2.45454,3.53177,2.84720,1.51357,3.13327,3.32146,3.55350,4.18096,3.02646,3.18079,2.59274,1.58877,2.94046,1.87800,3.15638,4.47115,2.97460,2.89890,3.59028,2.57720,3.92817,4.00838,4.63431,5.40212,2.92260,3.88102,4.71872,4.54785,4.04113,3.37724,4.71519,4.06864,3.37719,3.40420,4.45072,6.07943,4.37863,4.63486,3.74087,3.51872,5.00057,5.43090,3.30198,3.67003,4.33786,4.40464,3.74617,3.46018,4.13764,3.94821,6.59532,3.12714,2.49978,4.99469,5.20379,3.15301,4.43088,3.78773,4.02355,4.57849,4.56110,3.56144,4.40907,4.01842,3.98243,1.54810,4.60403,5.75009,2.92290,4.44938
x9,4.38364,4.54155,2.40530,2.26051,1.75169,2.57626,2.81136,2.01501,3.25649,3.10627,3.43781,3.36354,1.46917,2.19046,3.42543,3.29105,1.54059,3.88795,2.16646,3.67172,2.21926,2.95301,4.06063,4.55828,3.15399,3.91460,2.92917,2.72889,2.90493,2.33283,3.36154,3.55628,3.10053,1.18992,4.12850,1.54317,3.08236,2.80410,2.30299,1.64707,3.90305,2.13908,2.70677,1.37127,2.67574,1.99840,3.03780,4.14774,3.77657,3.59862,6.04089,3.74656,4.08083,2.83258,3.69818,2.57865,3.92559,4.47746,4.11072,2.76366,2.83791,4.63226,3.36119,3.51426,3.99876,3.94966,4.15785,4.00392,3.75847,3.38126,3.23889,2.84319,6.47765,3.01618,3.24935,4.54204,5.70598,4.79974,6.01438,4.70556,2.95775,3.44192,5.09207,4.20194,1.42394,4.28626,5.03841,3.88228,3.87132,3.53152,3.84106,4.06917,5.24405,4.34172,4.60200,4.01099,3.74853,2.86335,5.35630,2.69679
x10,2.31445,1.83163,4.00304,3.27585,1.89251,3.48574,1.69865,2.37557,5.15246,2.84351,1.88394,2.97883,2.85363,2.45420,2.91065,2.39538,1.77705,3.61271,1.88687,3.34922,2.41286,5.81441,3.07261,2.66324,2.05009,3.08532,2.74039,2.76316,2.34585,2.59038,1.54357,0.76760,3.42155,2.89439,3.52769,4.28804,3.87722,2.74907,0.26703,3.37390,2.82437,3.87199,2.70318,3.61740,1.13334,0.43198,3.16804,5.57782,3.10387,2.80450,5.04453,3.70875,3.20557,4.13519,5.08985,5.27384,4.34059,4.04674,4.07597,4.78187,3.61558,2.27485,4.14589,3.47963,1.57016,4.86431,3.17862,3.13946,4.69269,4.96850,3.86429,2.05787,4.73971,4.61595,3.59100,4.85846,1.65250,5.61366,5.42009,2.63427,3.55055,5.18584,3.98105,3.20980,4.06620,1.77145,4.59438,1.88653,4.52883,4.13018,5.54252,3.44149,2.76792,2.31239,4.81958,4.41257,4.40193,4.45689,2.67818,3.59746
