id,rL,rLrL,rQvrai
1,-0.84189,-0.85880,-0.89475
2,-1.33878,-1.27545,-1.18278
3,-0.80036,-0.82236,-0.81797
4,-0.92510,-0.93106,-0.86608
5,-1.03913,-1.02845,-1.09755
6,-0.71820,-0.74954,-0.80447
7,-1.25138,-1.20475,-1.19658
8,-1.02418,-1.01579,-1.02733
9,-0.82996,-0.84836,-0.85631
10,-1.06879,-1.05348,-1.11124
11,-1.29838,-1.24291,-1.17175
12,-1.02987,-1.02061,-1.05220
13,-1.25134,-1.20471,-1.24836
14,-0.54130,-0.58944,-0.62657
15,-0.78422,-0.80813,-0.87274
16,-1.11778,-1.09453,-0.97998
17,-0.57046,-0.61614,-0.54689
18,-0.67665,-0.71235,-0.67569
19,-0.92749,-0.93312,-0.93583
20,-0.81874,-0.83851,-0.83267
21,-1.23025,-1.18749,-1.26103
22,-0.81486,-0.83511,-0.80001
23,-0.94787,-0.95066,-0.85953
24,-0.72757,-0.75789,-0.80548
25,-1.06594,-1.05108,-1.06246
26,-1.01266,-1.00601,-0.92578
27,-1.22923,-1.18665,-1.32382
28,-0.91580,-0.92303,-0.77480
29,-0.53314,-0.58195,-0.44175
30,-0.60350,-0.64625,-0.69170
31,-0.75464,-0.78195,-0.75962
32,-1.20871,-1.16982,-1.22470
33,-1.43377,-1.35104,-1.24527
34,-1.36740,-1.29836,-1.38493
35,-0.94802,-0.95078,-1.04535
36,-0.68773,-0.72228,-0.66982
37,-0.93123,-0.93634,-1.03807
38,-1.26194,-1.21334,-1.23959
39,-1.21130,-1.17196,-1.16118
40,-0.86089,-0.87538,-0.82879
41,-0.81726,-0.83722,-0.81985
42,-1.50831,-1.40944,-1.49621
43,-1.13023,-1.10492,-1.09099
44,-0.35916,-0.41988,-0.44594
45,-1.03914,-1.02846,-1.05153
46,-0.63351,-0.67345,-0.67175
47,-0.61847,-0.65984,-0.63312
48,-1.26415,-1.21514,-1.20494
49,-0.65558,-0.69339,-0.72418
50,-1.05643,-1.04306,-1.03072
51,0.68051,0.63972,0.66974
52,0.81045,0.78313,0.83151
53,1.06453,1.07057,1.12134
54,1.07268,1.07995,1.06375
55,1.00545,1.00290,0.96618
56,0.83527,0.81079,0.80683
57,1.12598,1.14149,1.11649
58,1.28316,1.32539,1.28841
59,0.70210,0.66338,0.64319
60,1.10769,1.12033,1.11064
61,0.47928,0.42245,0.36895
62,0.90538,0.88943,0.80460
63,0.66504,0.62281,0.59878
64,1.50681,1.59318,1.54289
65,1.09839,1.10959,1.07041
66,1.43864,1.51079,1.47854
67,0.71616,0.67883,0.71144
68,0.87862,0.85933,0.88436
69,0.85808,0.83630,0.80128
70,0.87687,0.85737,0.79632
71,0.90617,0.89032,1.03005
72,0.58792,0.53903,0.46942
73,1.00675,1.00439,0.93959
74,0.64802,0.60424,0.68050
75,0.66204,0.61953,0.70084
76,0.66662,0.62454,0.67700
77,0.98318,0.97753,1.10405
78,1.60643,1.71479,1.78882
79,1.17931,1.20348,1.12385
80,1.08022,1.08863,1.05503
81,0.84799,0.82501,0.83164
82,0.83035,0.80530,0.92074
83,1.08696,1.09640,1.12750
84,1.41464,1.48194,1.51109
85,0.81561,0.78887,0.81935
86,1.18456,1.20961,1.26886
87,0.28780,0.22114,0.18491
88,1.16608,1.18807,1.09184
89,0.57222,0.52208,0.64410
90,0.68428,0.64384,0.60063
91,1.17552,1.19906,1.17033
92,1.22965,1.26239,1.19820
93,1.04031,1.04277,1.03248
94,0.97663,0.97007,0.90367
95,0.78541,0.75529,0.83531
96,1.96475,2.16406,2.08742
97,0.97629,0.96969,0.91665
98,0.71826,0.68113,0.69739
99,0.83363,0.80896,0.79868
100,0.65401,0.61077,0.62506
