id,rL,rLrL,rQvrai
1,-0.83620,-0.85396,-0.77049
2,-1.32704,-1.26390,-1.22763
3,-1.33487,-1.27015,-1.29193
4,-1.20885,-1.16846,-1.14567
5,-0.71940,-0.75115,-0.72638
6,-0.77933,-0.80416,-0.82740
7,-1.22670,-1.18301,-1.18980
8,-0.89337,-0.90355,-0.98750
9,-0.81586,-0.83621,-0.78833
10,-1.01221,-1.00507,-1.05500
11,-0.75533,-0.78300,-0.92162
12,-1.50662,-1.40497,-1.39503
13,-1.08847,-1.06911,-1.06377
14,-0.82568,-0.84479,-0.88995
15,-0.69178,-0.72655,-0.68099
16,-0.67888,-0.71502,-0.75168
17,-0.88370,-0.89520,-0.86405
18,-0.71470,-0.74698,-0.85865
19,-0.67403,-0.71068,-0.57108
20,-1.05621,-1.04213,-1.02136
21,-0.88036,-0.89231,-0.90238
22,-1.32880,-1.26531,-1.24134
23,-1.23437,-1.18924,-1.21183
24,-1.17927,-1.14425,-1.12431
25,-0.95076,-0.95283,-0.94328
26,-1.29882,-1.24130,-1.21352
27,-1.08772,-1.06849,-1.07908
28,-0.98716,-0.98385,-1.05845
29,-0.85406,-0.86951,-0.86512
30,-0.89089,-0.90141,-0.88165
31,-0.82915,-0.84782,-0.83706
32,-1.29004,-1.23424,-1.28704
33,-0.90120,-0.91030,-0.85455
34,-0.91132,-0.91902,-0.98874
35,-0.48395,-0.53776,-0.58459
36,-0.88439,-0.89579,-0.80089
37,-0.73749,-0.76721,-0.86306
38,-1.01738,-1.00943,-0.91004
39,-1.00580,-0.99964,-1.05200
40,-0.74033,-0.76973,-0.71583
41,-1.01529,-1.00767,-0.98949
42,-1.21147,-1.17059,-1.13495
43,-1.24350,-1.19665,-1.16250
44,-0.79054,-0.81401,-0.86012
45,-0.41299,-0.47184,-0.42100
46,-0.80956,-0.83069,-0.79581
47,-1.15798,-1.12674,-1.12975
48,-0.63105,-0.67205,-0.67153
49,-1.15479,-1.12411,-1.12959
50,-0.93822,-0.94210,-0.93070
51,0.71618,0.67759,0.67230
52,0.74309,0.70728,0.65327
53,0.94152,0.92958,0.96876
54,0.88904,0.87023,0.87629
55,1.16882,1.19140,1.22680
56,1.13690,1.15418,1.11866
57,0.47289,0.41396,0.40677
58,0.88450,0.86511,0.80800
59,1.34123,1.39510,1.31086
60,0.93542,0.92267,0.92137
61,0.98715,0.98153,0.92280
62,0.75166,0.71676,0.76459
63,1.70705,1.84189,1.77855
64,0.99446,0.98988,1.03641
65,0.39722,0.33376,0.22344
66,1.01166,1.00957,0.98623
67,0.98573,0.97991,1.02186
68,1.17411,1.19758,1.17799
69,1.31915,1.36877,1.36684
70,0.91037,0.89431,0.88718
71,0.71806,0.67966,0.63620
72,1.12398,1.13914,1.07496
73,0.94453,0.93301,0.86117
74,0.93329,0.92025,0.96513
75,0.52336,0.46792,0.43174
76,0.36873,0.30378,0.32147
77,0.61224,0.56389,0.62718
78,1.44848,1.52403,1.52495
79,1.33923,1.39272,1.42235
80,1.54201,1.63787,1.67139
81,0.80372,0.77460,0.83247
82,0.92378,0.90948,0.80036
83,0.71277,0.67383,0.82879
84,1.01382,1.01203,1.01792
85,0.65918,0.61504,0.59206
86,1.49936,1.58580,1.66388
87,0.78999,0.75930,0.72722
88,1.23213,1.26569,1.24306
89,1.05337,1.05746,1.17674
90,1.14930,1.16862,1.24217
91,0.72498,0.68728,0.71955
92,1.06747,1.07372,1.08623
93,0.67716,0.63472,0.65127
94,0.64204,0.59632,0.62054
95,1.21018,1.23987,1.20471
96,0.40624,0.34327,0.35275
97,1.05275,1.05675,0.99065
98,1.21191,1.24190,1.21645
99,0.91475,0.89925,0.82262
100,1.12095,1.13563,1.21354
