id,rL,rLrL,rQvrai
1,-0.94299,-0.94846,-1.02870
2,-0.50971,-0.56275,-0.36105
3,-1.07127,-1.05733,-1.02103
4,-1.12306,-1.10059,-1.16427
5,-0.83930,-0.85869,-0.88484
6,-1.52397,-1.42201,-1.41790
7,-0.73788,-0.76933,-0.75349
8,-1.19536,-1.16031,-1.19096
9,-0.65457,-0.69480,-0.66645
10,-0.89099,-0.90364,-0.88156
11,-1.43016,-1.34893,-1.26823
12,-1.21390,-1.17551,-1.18493
13,-0.69514,-0.73123,-0.66800
14,-0.83165,-0.85200,-0.87049
15,-1.28918,-1.23666,-1.27118
16,-1.35449,-1.28904,-1.25677
17,-1.03919,-1.03033,-1.01142
18,-1.07301,-1.05878,-1.01736
19,-1.20153,-1.16538,-1.19571
20,-0.69791,-0.73370,-0.78692
21,-0.98342,-0.98304,-0.98501
22,-0.64747,-0.68840,-0.73726
23,-0.96391,-0.96639,-0.98102
24,-0.96832,-0.97016,-0.88276
25,-0.83980,-0.85913,-0.89255
26,-0.70009,-0.73565,-0.75327
27,-1.27826,-1.22784,-1.30487
28,-1.02021,-1.01429,-0.95721
29,-0.91628,-0.92549,-0.93383
30,-1.01837,-1.01273,-0.99511
31,-0.94275,-0.94826,-0.90924
32,-0.94592,-0.95098,-0.97207
33,-0.99228,-0.99058,-0.95883
34,-0.73875,-0.77011,-0.63350
35,-1.18195,-1.14929,-1.16746
36,-0.35452,-0.41782,-0.51236
37,-1.10619,-1.08654,-1.05362
38,-0.59114,-0.63736,-0.62893
39,-1.04412,-1.03449,-1.02476
40,-0.58662,-0.63324,-0.65550
41,-0.64838,-0.68922,-0.69166
42,-0.90877,-0.91902,-0.99049
43,-1.15391,-1.12616,-1.05663
44,-1.10372,-1.08448,-1.12466
45,-0.82583,-0.84691,-0.86499
46,-0.94274,-0.94825,-1.00421
47,-0.95236,-0.95650,-0.94956
48,-1.04560,-1.03573,-1.05647
49,-1.02884,-1.02159,-1.02245
50,-1.36609,-1.29827,-1.34540
51,0.61021,0.56315,0.54781
52,0.93784,0.92767,0.96968
53,0.85738,0.83668,0.84735
54,0.76793,0.73665,0.79618
55,0.94416,0.93486,0.92343
56,1.15638,1.17967,1.15062
57,0.89238,0.87615,0.83052
58,1.08737,1.09933,1.09668
59,1.37110,1.43416,1.39768
60,1.14907,1.17112,1.17663
61,1.13297,1.15233,1.16205
62,1.22933,1.26537,1.19825
63,0.77564,0.74522,0.74308
64,0.81582,0.79006,0.76535
65,0.69840,0.65971,0.59612
66,1.41411,1.48595,1.38454
67,0.47435,0.41666,0.36766
68,1.08804,1.10011,1.13385
69,1.31456,1.36648,1.37397
70,0.95872,0.95144,0.99824
71,1.22786,1.26363,1.26918
72,0.97679,0.97207,0.92252
73,0.78514,0.75580,0.85447
74,0.79623,0.76817,0.74060
75,1.07937,1.09006,1.09109
76,0.93684,0.92654,0.97865
77,1.10897,1.12440,1.10521
78,1.17664,1.20339,1.28403
79,1.18004,1.20737,1.16485
80,0.97604,0.97121,1.01871
81,0.70008,0.66156,0.62875
82,0.98655,0.98323,0.97430
83,0.95757,0.95014,0.95806
84,1.13540,1.15518,1.13912
85,1.52779,1.62418,1.73483
86,0.82287,0.79794,0.85319
87,0.82989,0.80581,0.73314
88,0.92377,0.91170,0.89273
89,0.66915,0.62756,0.65941
90,1.11157,1.12742,1.08112
91,1.02344,1.02554,0.98114
92,0.84606,0.82395,0.98182
93,0.97406,0.96895,0.98649
94,0.54499,0.49248,0.47036
95,0.63036,0.58511,0.63218
96,0.42906,0.36844,0.32182
97,0.66371,0.62159,0.62831
98,1.77126,1.92665,1.88616
99,0.83627,0.81296,0.80509
100,0.80827,0.78162,0.70992
