id,rL,rLrL,rQvrai
1,-1.04852,-1.03648,-1.07295
2,-0.61916,-0.66166,-0.68298
3,-1.11928,-1.09563,-1.14037
4,-0.87918,-0.89190,-0.85549
5,-0.70290,-0.73690,-0.77226
6,-1.13381,-1.10769,-1.15955
7,-1.17898,-1.14496,-1.11796
8,-0.94209,-0.94611,-1.07254
9,-0.46591,-0.52127,-0.54288
10,-1.22051,-1.17898,-1.14093
11,-1.11716,-1.09387,-1.09634
12,-0.66474,-0.70274,-0.58389
13,-0.97577,-0.97489,-0.99451
14,-0.69098,-0.72626,-0.63079
15,-0.85823,-0.87372,-0.84158
16,-1.18237,-1.14775,-1.07473
17,-1.06307,-1.04870,-1.06801
18,-0.64292,-0.68311,-0.70911
19,-0.87167,-0.88539,-0.84046
20,-0.83123,-0.85020,-0.86754
21,-0.64343,-0.68357,-0.74993
22,-0.73400,-0.76458,-0.83551
23,-0.69563,-0.73041,-0.73747
24,-0.71954,-0.75172,-0.80251
25,-0.64861,-0.68824,-0.58656
26,-1.43084,-1.34730,-1.33537
27,-1.03398,-1.02423,-1.05358
28,-0.98675,-0.98423,-0.96978
29,-0.79937,-0.82229,-0.76758
30,-0.89498,-0.90557,-0.87845
31,-1.09623,-1.07644,-1.10214
32,-1.31226,-1.25320,-1.22209
33,-1.10145,-1.08079,-0.97876
34,-1.10046,-1.07997,-1.05433
35,-0.86331,-0.87814,-0.87139
36,-1.07586,-1.05942,-1.11567
37,-0.90716,-0.91608,-0.88060
38,-0.66793,-0.70560,-0.68320
39,-1.16609,-1.13435,-1.11501
40,-0.89131,-0.90240,-0.94212
41,-1.18396,-1.14906,-1.02452
42,-1.27405,-1.22244,-1.13929
43,-0.88093,-0.89342,-0.84425
44,-1.09541,-1.07576,-1.11996
45,-0.94170,-0.94577,-0.88763
46,-1.07560,-1.05921,-1.11627
47,-1.11952,-1.09583,-1.17768
48,-1.08583,-1.06776,-1.11836
49,-1.19059,-1.15450,-1.21374
50,-1.32881,-1.26646,-1.25689
51,0.91108,0.89581,0.94402
52,1.36070,1.41924,1.40247
53,0.96496,0.95696,0.97783
54,0.97023,0.96297,0.95442
55,0.39165,0.32834,0.31028
56,0.47046,0.41187,0.37724
57,0.83549,0.81075,0.74818
58,1.12740,1.14392,1.11118
59,1.11400,1.12834,1.17430
60,1.44842,1.52484,1.50852
61,0.60756,0.55938,0.49672
62,1.27885,1.32173,1.40899
63,0.61491,0.56737,0.51863
64,0.61661,0.56922,0.62695
65,1.17260,1.19663,1.24379
66,1.00341,1.00086,1.07200
67,0.81942,0.79278,0.81764
68,1.02942,1.03068,1.10408
69,1.07596,1.08429,1.00389
70,0.90889,0.89334,0.92269
71,1.34468,1.40007,1.39525
72,0.71251,0.67417,0.66009
73,1.33636,1.39014,1.41873
74,1.07057,1.07806,1.03986
75,1.16013,1.18205,1.23262
76,0.81262,0.78519,0.70629
77,1.18475,1.21085,1.23964
78,1.29884,1.34545,1.33494
79,1.14017,1.15877,1.09385
80,0.67472,0.63265,0.65829
81,1.06084,1.06684,1.14814
82,0.55693,0.50458,0.46732
83,1.23384,1.26852,1.35049
84,1.45493,1.53271,1.55909
85,0.90478,0.88870,0.84393
86,0.74029,0.70483,0.62786
87,1.40253,1.46945,1.41664
88,1.03536,1.03750,1.02365
89,0.95830,0.94938,0.88359
90,0.73611,0.70021,0.76102
91,1.23234,1.26676,1.30537
92,0.79646,0.76717,0.74550
93,0.66985,0.62731,0.57092
94,0.44528,0.38509,0.36316
95,1.11196,1.12597,1.14022
96,0.93158,0.91903,0.85259
97,1.27287,1.31464,1.33455
98,0.84289,0.81904,0.79726
99,0.72708,0.69023,0.63482
100,0.58253,0.53224,0.51601
