id,rL,rLrL,rQvrai
1,-0.50870,-0.56204,-0.63937
2,-0.80977,-0.83562,-0.82756
3,-0.57103,-0.61973,-0.53916
4,-0.71594,-0.75174,-0.78492
5,-0.88932,-0.90575,-0.86867
6,-0.73748,-0.77111,-0.83259
7,-1.16059,-1.13814,-1.11945
8,-1.36680,-1.30777,-1.33743
9,-1.05959,-1.05284,-1.03001
10,-0.80539,-0.83174,-0.87870
11,-1.49151,-1.40743,-1.43749
12,-0.63244,-0.67604,-0.61005
13,-0.95889,-0.96635,-0.95156
14,-0.06315,-0.13348,-0.10214
15,-0.48893,-0.54362,-0.53997
16,-0.80756,-0.83366,-0.87066
17,-0.49603,-0.55024,-0.45244
18,-1.23648,-1.20127,-1.23846
19,-0.83736,-0.86004,-0.86476
20,-0.55041,-0.60070,-0.51373
21,-1.13063,-1.11299,-1.09912
22,-1.28497,-1.24118,-1.30769
23,-0.76784,-0.79829,-0.80179
24,-1.05275,-1.04701,-0.99729
25,-0.73243,-0.76657,-0.77543
26,-0.60574,-0.65163,-0.62661
27,-1.37308,-1.31285,-1.31193
28,-1.29237,-1.24725,-1.27429
29,-0.82274,-0.84711,-0.90507
30,-1.29817,-1.25199,-1.12409
31,-1.41269,-1.34471,-1.32879
32,-1.52613,-1.43471,-1.42954
33,-0.64387,-0.68646,-0.71449
34,-0.79740,-0.82463,-0.81019
35,-1.30045,-1.25385,-1.23150
36,-1.07483,-1.06580,-1.11256
37,-1.23376,-1.19903,-1.21922
38,-0.66400,-0.70477,-0.74237
39,-0.86387,-0.88341,-0.90684
40,-1.43989,-1.36645,-1.31168
41,-0.99115,-0.99422,-0.98296
42,-0.79176,-0.81962,-0.84978
43,-0.82931,-0.85293,-0.81526
44,-1.27630,-1.23407,-1.23559
45,-1.07497,-1.06592,-1.06046
46,-0.95862,-0.96611,-0.92979
47,-1.25699,-1.21820,-1.14889
48,-0.91476,-0.92799,-0.95873
49,-1.36304,-1.30474,-1.35006
50,-0.56661,-0.61566,-0.62337
51,1.27935,1.32864,1.37751
52,0.63866,0.59886,0.52073
53,1.12431,1.14668,1.14407
54,1.26092,1.30682,1.37828
55,0.60708,0.56440,0.54159
56,1.05854,1.07052,1.15960
57,0.81767,0.79687,0.89029
58,0.82809,0.80854,0.77856
59,0.69611,0.66190,0.65240
60,0.50977,0.45910,0.43044
61,0.71026,0.67752,0.68988
62,0.58892,0.54464,0.45809
63,1.25065,1.29469,1.20899
64,0.68874,0.65379,0.68091
65,1.25845,1.30390,1.23359
66,0.65048,0.61179,0.63268
67,0.76404,0.73708,0.68602
68,0.55894,0.51214,0.54630
69,1.18569,1.21830,1.21708
70,0.68749,0.65241,0.56092
71,0.39373,0.33531,0.41561
72,1.01432,1.01966,0.95039
73,1.00697,1.01124,1.06561
74,1.11216,1.13256,1.16565
75,1.02272,1.02931,0.96235
76,1.49948,1.59286,1.66134
77,0.79724,0.77404,0.72121
78,0.96125,0.95900,0.97264
79,0.98425,0.98524,0.85193
80,1.00124,1.00467,0.91314
81,1.43296,1.51228,1.53552
82,1.24712,1.29053,1.33860
83,1.10294,1.12187,1.17197
84,0.76756,0.74098,0.70265
85,1.33088,1.38986,1.29456
86,1.13512,1.15925,1.20147
87,1.15421,1.18150,1.17462
88,0.98488,0.98596,1.08291
89,1.19321,1.22711,1.24697
90,0.90062,0.89017,0.99772
91,0.55801,0.51113,0.57209
92,0.86267,0.84737,0.73059
93,0.57377,0.52820,0.45620
94,1.00153,1.00500,1.03547
95,0.71894,0.68710,0.62528
96,1.16123,1.18970,1.25388
97,1.17574,1.20666,1.23863
98,1.02027,1.02649,1.04217
99,1.23274,1.27357,1.16446
100,1.01660,1.02227,1.09091
