id,rL,rLrL,rQvrai
1,-0.74865,-0.78038,-0.76213
2,-0.83344,-0.85498,-0.69590
3,-1.11222,-1.09263,-1.12088
4,-0.87583,-0.89187,-0.99962
5,-0.82941,-0.85146,-0.93871
6,-0.82136,-0.84442,-0.86447
7,-0.96159,-0.96568,-0.90308
8,-0.67705,-0.71654,-0.74537
9,-1.00685,-1.00418,-0.92672
10,-0.98527,-0.98586,-0.97302
11,-1.11643,-1.09612,-1.11875
12,-0.47567,-0.53283,-0.53402
13,-0.68458,-0.72329,-0.66074
14,-0.62479,-0.66945,-0.73722
15,-0.59793,-0.64509,-0.63832
16,-1.00822,-1.00534,-0.95397
17,-1.31927,-1.26154,-1.13027
18,-0.88393,-0.89889,-0.95984
19,-1.16273,-1.13443,-1.11165
20,-1.17816,-1.14713,-1.16374
21,-0.78228,-0.81010,-0.82121
22,-0.95128,-0.95687,-0.92433
23,-1.20551,-1.16954,-1.14213
24,-0.94700,-0.95320,-0.94202
25,-1.30488,-1.25001,-1.15720
26,-1.02313,-1.01796,-1.01148
27,-1.10181,-1.08396,-1.15156
28,-1.20447,-1.16869,-1.17947
29,-1.55629,-1.44697,-1.48167
30,-1.34124,-1.27909,-1.32308
31,-1.06959,-1.05705,-1.05759
32,-0.69256,-0.73043,-0.74233
33,-0.88838,-0.90274,-0.85705
34,-0.46441,-0.52238,-0.53464
35,-1.08072,-1.06637,-1.07089
36,-0.53609,-0.58859,-0.56364
37,-0.74238,-0.77482,-0.81612
38,-1.02783,-1.02193,-1.03286
39,-0.75746,-0.78819,-0.74809
40,-1.83276,-1.65257,-1.72894
41,-0.75033,-0.78187,-0.81613
42,-0.62732,-0.67175,-0.64891
43,-1.13747,-1.11357,-0.96770
44,-1.12454,-1.10286,-1.10215
45,-0.34710,-0.41235,-0.43951
46,-0.99803,-0.99670,-1.02664
47,-1.02763,-1.02176,-0.98571
48,-0.96230,-0.96628,-1.00588
49,-1.25334,-1.20846,-1.24233
50,-1.10931,-1.09021,-1.17219
51,0.78242,0.75326,0.76544
52,0.67040,0.62906,0.59430
53,0.72475,0.68908,0.67371
54,0.70732,0.66979,0.63387
55,1.02793,1.03206,0.99507
56,0.75339,0.72089,0.71952
57,1.23490,1.27415,1.30503
58,0.54027,0.48717,0.48332
59,1.25486,1.29784,1.32669
60,1.54746,1.65200,1.67119
61,0.48374,0.42632,0.54808
62,0.98109,0.97816,0.96497
63,1.30645,1.35936,1.41655
64,0.80780,0.78166,0.81616
65,0.80078,0.77380,0.69754
66,1.23036,1.26878,1.29472
67,0.89018,0.87451,0.83779
68,1.29519,1.34590,1.33422
69,1.13324,1.15444,1.05994
70,1.19564,1.22774,1.24168
71,0.86213,0.84278,0.87211
72,0.71046,0.67326,0.67948
73,1.34264,1.40274,1.38332
74,1.07087,1.08175,1.10166
75,0.74867,0.71564,0.63700
76,0.98433,0.98188,0.93488
77,0.79400,0.76620,0.80585
78,0.94840,0.94075,0.91514
79,1.25411,1.29695,1.27412
80,0.81394,0.78854,0.74678
81,0.57638,0.52629,0.45698
82,0.82955,0.80607,0.82425
83,0.69699,0.65837,0.73916
84,1.06616,1.07629,1.10863
85,1.15872,1.18430,1.17102
86,1.00357,1.00399,1.06376
87,0.67634,0.63560,0.64647
88,1.52061,1.61897,1.64374
89,1.01572,1.01797,1.01243
90,0.57918,0.52933,0.50577
91,1.37606,1.44298,1.53840
92,0.70091,0.66270,0.60829
93,1.44491,1.52641,1.49847
94,1.36105,1.42489,1.34121
95,0.45595,0.39659,0.47738
96,0.84706,0.82577,0.82122
97,1.03528,1.04054,1.06846
98,0.92733,0.91672,0.94353
99,0.62402,0.57820,0.52910
100,0.95732,0.95094,0.90345
