id,rL,rLrL,rQvrai
1,-1.17103,-1.14094,-1.22085
2,-1.17147,-1.14131,-1.13950
3,-0.38630,-0.44655,-0.48379
4,-1.49271,-1.39974,-1.28692
5,-1.03743,-1.02904,-1.07148
6,-1.02427,-1.01787,-1.09797
7,-0.66125,-0.70003,-0.73408
8,-1.22557,-1.18587,-1.16851
9,-0.88795,-0.90076,-0.90117
10,-0.91343,-0.92286,-0.95462
11,-0.72671,-0.75876,-0.65432
12,-1.01964,-1.01394,-1.01255
13,-0.98756,-0.98660,-0.97963
14,-1.04403,-1.03463,-1.04508
15,-0.88450,-0.89777,-0.97482
16,-1.13689,-1.11259,-1.03249
17,-0.72256,-0.75505,-0.69166
18,-0.72236,-0.75487,-0.76200
19,-1.03364,-1.02583,-1.02837
20,-1.24881,-1.20489,-1.31042
21,-1.37126,-1.30380,-1.30030
22,-1.16666,-1.13732,-1.17034
23,-1.07384,-1.05979,-1.08760
24,-0.69862,-0.73363,-0.80576
25,-0.88272,-0.89622,-0.86404
26,-0.73182,-0.76332,-0.74364
27,-1.13418,-1.11033,-1.09953
28,-0.90219,-0.91312,-0.88562
29,-0.83760,-0.85682,-0.73499
30,-1.29372,-1.24142,-1.32181
31,-1.15746,-1.12969,-1.16580
32,-0.70056,-0.73537,-0.63695
33,-0.66389,-0.70240,-0.60325
34,-1.13790,-1.11343,-1.15987
35,-0.92855,-0.93592,-0.89252
36,-0.91662,-0.92561,-0.89354
37,-0.58903,-0.63451,-0.72698
38,-0.81135,-0.83377,-0.84851
39,-0.41707,-0.47547,-0.52470
40,-0.68432,-0.72079,-0.68225
41,-0.75810,-0.78670,-0.67274
42,-0.87119,-0.88617,-0.92441
43,-0.54799,-0.59695,-0.54503
44,-1.33710,-1.27643,-1.30555
45,-1.03083,-1.02344,-1.07429
46,-0.74579,-0.77575,-0.56576
47,-1.27930,-1.22972,-1.32754
48,-0.86788,-0.88329,-0.86828
49,-1.65935,-1.52790,-1.52387
50,-1.13792,-1.11345,-1.09222
51,0.69379,0.65544,0.72831
52,0.82874,0.80502,0.81742
53,1.31826,1.36985,1.38842
54,1.01584,1.01680,1.01591
55,0.70675,0.66968,0.60581
56,1.38070,1.44440,1.37255
57,0.94788,0.93929,0.85992
58,1.36167,1.42162,1.48530
59,0.71302,0.67659,0.62730
60,0.90122,0.88646,0.83932
61,0.66423,0.62302,0.56675
62,1.23080,1.26639,1.34488
63,0.52554,0.47263,0.54481
64,1.45898,1.53866,1.50243
65,1.04953,1.05547,0.97984
66,1.17786,1.20429,1.25090
67,0.53147,0.47901,0.49478
68,0.95486,0.94722,0.87218
69,0.63923,0.59570,0.61414
70,0.85851,0.83838,0.90986
71,1.04590,1.05129,1.08619
72,0.85936,0.83934,0.77486
73,0.73394,0.69967,0.71765
74,0.70497,0.66772,0.76049
75,1.31695,1.36830,1.31807
76,0.50494,0.45053,0.40523
77,1.21374,1.24633,1.37213
78,0.82557,0.80148,0.78652
79,1.03015,1.03321,0.97659
80,0.75140,0.71897,0.66965
81,0.75068,0.71818,0.61778
82,1.69014,1.82221,1.73142
83,1.11253,1.12823,1.09054
84,0.74773,0.71490,0.80555
85,1.17758,1.20396,1.12077
86,0.63570,0.59186,0.56848
87,1.29818,1.34600,1.32879
88,1.18874,1.21703,1.26186
89,0.64917,0.60655,0.59844
90,0.70583,0.66867,0.67857
91,0.96716,0.96121,1.00760
92,1.10004,1.11377,1.06881
93,0.64954,0.60696,0.58830
94,0.88884,0.87249,0.87078
95,1.36327,1.42354,1.39960
96,0.61893,0.57359,0.59022
97,1.29804,1.34584,1.40457
98,1.26608,1.30799,1.42651
99,0.84087,0.81860,0.82841
100,0.93803,0.92812,0.92268
