Gene,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96,id97,id98,id99,id100
x1,3.70595,3.79039,3.63259,3.98343,3.01494,2.76179,3.40287,3.68138,3.11133,3.97785,3.43372,2.89646,2.58081,2.99370,3.34993,3.39800,3.36213,1.82847,4.62472,2.89888,4.12887,3.42662,2.64992,2.04025,3.23693,3.53831,2.48948,1.24571,2.23926,1.58570,2.26577,2.84462,3.56293,2.61689,3.12860,2.84862,1.79300,2.42963,3.93595,3.63908,2.57137,1.85258,3.41272,3.65668,3.40216,3.34184,5.03364,2.03483,2.53055,2.94288,4.15360,3.15395,5.54823,3.43863,4.68177,3.09564,3.47757,4.30403,6.06222,2.77415,3.16921,3.19449,3.75244,3.53952,3.21234,3.80250,2.29134,3.52820,3.79218,3.67321,4.14801,3.02133,4.48561,5.61884,5.80560,5.87184,4.43402,2.71686,4.69871,2.86612,4.93412,4.05015,3.29932,5.46595,4.40764,2.85142,4.02590,3.80533,4.47151,2.91637,4.52556,2.84420,3.00616,3.28250,3.98259,4.66260,2.30770,3.16860,3.26609,4.61726
x2,4.31803,2.61207,2.16657,3.38545,2.29237,2.54091,2.67555,1.20591,5.26403,2.95106,3.39287,3.11342,2.28390,2.96084,1.92137,1.30219,4.03268,2.88554,3.81167,3.62881,4.45266,2.36139,1.81895,2.90265,3.25862,1.81271,3.38282,4.55988,2.14822,4.28865,3.47967,4.55901,4.07761,2.07345,2.65404,3.66551,2.85370,3.67127,2.41304,3.24725,3.09719,1.36047,2.61479,1.48536,2.49157,3.50989,2.47347,3.57918,2.09750,2.03018,3.09815,4.29750,4.98963,3.63092,2.95469,5.02032,4.85501,3.75223,2.20387,3.64658,3.97981,3.33687,4.22974,2.35782,5.17235,3.18604,4.04756,2.58590,4.44158,4.38823,3.03901,1.39740,3.27739,2.55901,3.72261,3.71624,4.89507,1.51368,4.10365,3.82098,0.99691,5.76844,3.78533,4.94150,3.64604,4.58994,4.10164,3.66219,4.12007,3.16016,4.07651,4.19655,2.55552,3.79286,5.65726,3.68752,3.74457,3.94288,2.84470,2.79341
x3,4.01374,2.56880,2.09429,2.91452,3.63127,2.83101,2.49182,2.45731,5.40735,2.44262,1.76257,3.46797,1.80759,4.89308,3.66703,1.85141,4.07584,2.47708,1.27270,3.44336,3.00076,4.11920,3.47398,3.67728,1.72519,2.68865,1.43675,3.72846,1.21646,1.76752,2.10007,2.28615,3.19841,3.94289,5.32030,3.57356,2.46670,3.98461,2.05355,4.14524,2.86654,2.14352,2.40837,4.43218,2.89009,3.65159,2.41469,5.00777,3.11693,2.65820,3.95801,3.80108,5.46048,3.34561,2.90303,3.31591,2.72670,4.59325,4.78070,5.42508,4.35614,4.92168,4.03676,5.68808,3.10014,3.48112,4.93275,5.16792,6.49899,3.52650,4.55065,2.59229,4.63011,4.46462,3.76794,2.33542,2.69125,3.00410,3.62130,3.80309,3.17668,4.70458,5.28940,4.14808,4.59982,2.97794,4.36112,3.32731,4.36367,3.96341,3.90934,4.26776,3.52556,2.83244,6.35923,3.87519,4.81806,4.45066,3.82181,5.10897
x4,2.39788,2.97622,2.98108,4.46958,2.16836,3.55330,2.81264,3.88494,1.94343,3.52646,3.20967,2.78789,1.90804,2.69246,2.92417,2.50146,3.82322,3.93488,1.77688,2.37409,5.51103,1.79788,1.90001,3.31680,1.93900,3.85202,2.63343,3.18889,1.74251,3.22089,3.84698,3.86304,0.74438,4.15228,4.30550,3.26327,4.23276,2.77991,4.95503,5.33176,3.98416,3.63838,2.79350,3.26200,2.41843,2.02646,3.32006,3.95561,2.17848,2.93947,4.49941,2.74523,2.72613,3.44327,2.97893,3.71999,5.33495,3.68633,1.85509,4.57673,3.09584,3.19965,3.57051,4.68686,4.52762,4.57776,3.76157,2.99815,2.80007,4.33261,2.22881,2.53292,4.07498,2.91129,4.39913,3.43025,3.21181,5.03757,4.48633,3.71066,4.31293,1.90309,3.59038,5.57687,4.00191,4.52340,5.09331,2.30209,3.20762,3.11691,4.63850,4.19732,3.86972,4.82409,3.93027,4.48000,2.46659,4.76035,2.69300,4.46897
x5,4.01721,3.57827,2.88256,2.94480,3.69134,2.26476,4.14306,1.56715,2.77049,0.31095,2.41798,2.24391,2.12894,2.20335,3.94289,1.60739,3.91229,3.18892,2.63053,2.99400,2.31460,2.81273,3.74603,1.59844,2.78677,2.62459,0.97230,4.04516,2.76152,3.03396,2.33399,1.97918,3.48541,3.03505,4.57803,3.11422,4.15972,3.42719,2.17298,3.09860,2.23611,1.20016,-0.36053,2.32674,2.30639,1.32989,2.79011,4.44907,3.35665,3.07325,3.67176,5.19439,4.97947,4.50002,4.56925,2.77730,5.28973,5.24565,2.49374,4.01299,4.01730,5.66505,3.87956,5.66025,4.84176,2.36112,4.65686,3.15334,5.44083,4.94424,5.07533,3.51874,4.98315,4.64846,4.42856,3.35541,4.31137,4.08846,4.21520,4.75459,5.24666,4.44230,4.02125,3.73075,3.33458,3.81196,4.95197,2.51652,3.66775,3.74188,4.48165,3.78898,4.57789,4.05171,3.89609,2.72955,3.13482,5.21045,5.32367,3.48582
x6,3.08525,3.76598,3.21716,2.15266,3.48979,2.93121,3.17939,2.94443,3.30471,4.64134,2.27358,3.15001,3.73134,3.64842,2.91420,3.34869,3.02763,0.33981,2.52725,4.07164,3.54218,2.83075,1.49442,3.77241,3.22310,1.47864,3.53996,2.03977,3.13245,2.53915,0.95761,2.81619,2.90859,3.40864,4.23325,2.73824,3.17935,2.86965,3.41386,3.53525,3.63827,3.72452,3.08240,3.76881,2.00980,3.45369,4.25737,3.66563,3.48218,3.21295,2.98530,4.42052,4.13934,4.13518,5.53279,2.63930,5.63036,5.61348,3.31482,3.73744,4.26783,4.95162,4.30024,3.39849,3.89362,4.03786,3.33607,3.70307,2.82235,2.88785,5.62653,4.34987,2.12056,3.32269,4.18769,3.44640,4.54407,4.29697,2.96821,3.71169,3.17981,4.38345,5.24331,4.97534,3.15173,3.74121,2.66503,4.74612,3.57563,2.12095,4.39145,3.06714,2.50747,5.81571,4.25083,3.30777,5.12921,5.30417,2.68254,3.88591
x7,4.08889,4.12581,3.38164,3.09130,1.38143,2.61604,2.53859,3.91909,4.27235,3.03832,3.49071,3.10810,1.43478,3.47353,2.26879,1.72061,3.07205,3.51169,0.64380,2.91022,3.34767,2.83704,2.38849,3.27721,3.02769,1.94570,2.73588,2.02765,3.05704,2.63893,3.10333,3.62335,1.47608,2.81100,2.26079,3.02264,3.82017,3.12240,1.49991,3.24772,4.73575,3.38994,2.98715,2.73401,3.87611,4.01977,4.53293,1.13762,3.26896,4.69794,4.00424,2.35239,2.98220,4.09700,3.60971,6.48044,4.72917,6.16236,3.63606,2.25718,3.89021,5.29840,3.28992,4.05827,5.02302,1.04228,3.42002,4.90670,4.91569,4.48285,5.81579,3.54218,1.95238,4.30907,3.39152,2.70865,5.34995,3.62155,2.26234,4.43724,3.98528,3.23982,2.39459,3.61527,4.20310,3.40057,4.59311,3.84825,5.23820,3.98287,3.34815,3.18146,5.31414,3.26808,4.08628,3.95119,4.74297,4.53484,3.76881,3.53718
x8,3.20699,4.13071,2.73138,2.92993,2.72223,1.98768,4.58091,4.24755,3.33851,3.06076,4.19473,2.89084,2.56794,2.59832,5.10591,1.97572,1.96012,3.04298,3.26659,3.45714,2.42992,2.39496,2.81384,2.57645,3.88392,1.85574,4.70664,2.95129,2.27769,3.62306,2.90677,3.24875,2.28714,3.75751,3.00727,3.16440,2.07778,5.35393,4.50089,2.17764,2.57254,3.84990,1.87521,2.65655,1.95405,3.11956,3.62519,4.69828,1.66170,3.28784,4.67341,4.41595,4.33738,4.48195,3.51234,3.38815,5.24668,3.38355,4.67306,5.11831,4.63719,3.99544,4.21805,4.22067,5.13992,3.45668,1.16976,3.88757,4.04767,4.16626,3.29133,5.31285,4.41226,5.39872,3.65328,2.90144,3.77483,2.64098,2.97390,1.96556,3.06609,4.38973,3.48638,3.50428,2.54875,4.31505,3.43764,3.06763,2.93698,4.73918,3.72266,5.59545,5.44558,3.20826,4.38780,4.40702,6.29426,3.72178,4.29378,3.71292
x9,2.03870,2.19584,3.96604,2.93610,3.01342,1.02232,3.89815,1.21498,2.99000,2.45018,1.98969,1.79895,4.03697,3.34470,2.52141,4.99305,3.73557,2.11333,2.92559,3.50382,2.92264,4.72746,4.52868,3.88880,3.23271,2.70628,2.64459,3.18934,4.15209,4.81876,3.04217,3.46110,3.31497,3.21580,1.81566,2.43031,3.67044,4.33019,4.57484,2.87989,3.88016,0.37162,2.60139,2.52395,2.67871,1.70226,3.93801,3.38078,1.80593,4.14309,3.57000,5.29603,3.43803,4.96743,2.64673,3.45813,3.71352,5.34880,4.09602,3.66190,4.43338,3.62032,6.02131,4.10842,3.23336,2.78255,2.92269,2.93388,4.18383,3.29406,3.99419,4.30120,4.69301,3.25371,2.71244,2.98946,3.94619,1.71113,2.44549,3.36712,3.42748,2.89982,2.84869,4.56240,4.57066,4.24286,4.89812,3.13065,5.00582,1.41744,4.21858,5.33073,3.75383,4.31965,5.31634,3.45803,2.64547,3.40294,3.85697,3.40779
x10,4.58139,3.24190,2.59742,3.00677,3.72229,3.57249,1.67601,0.71673,2.35018,1.03405,2.95575,2.47663,3.75946,3.11903,2.26314,3.32033,2.62305,2.90434,2.74475,2.02606,2.36756,3.78905,4.22607,4.18917,3.63230,2.77021,3.67772,3.58154,2.34363,3.49190,3.22988,3.60811,2.11894,0.95817,1.38687,2.91730,4.54983,1.72782,2.80193,4.06467,2.36281,1.73922,2.07081,3.85317,4.19140,4.60165,3.55814,3.72338,2.63314,1.89007,3.43388,6.13711,3.07041,4.08918,3.12364,3.19457,3.56094,4.83718,3.70135,4.56320,4.34300,6.73137,3.72852,5.19844,3.21743,5.90581,4.34663,3.27187,4.20661,3.98417,3.90128,2.75080,1.61373,4.09659,3.35139,6.84173,3.60159,4.65938,4.44629,2.80808,3.05475,3.76632,2.62554,4.26481,4.56109,4.26267,6.00409,3.57785,4.51592,4.66656,4.33942,5.85858,2.15485,1.52075,3.87706,3.46213,4.24407,5.12214,4.72874,4.21594
