id,rL,rLrL,rQvrai
1,-0.45235,-0.50970,-0.46780
2,-0.87006,-0.88539,-0.91991
3,-1.23153,-1.18956,-1.17286
4,-0.77727,-0.80417,-0.76770
5,-0.88163,-0.89543,-0.83313
6,-0.94743,-0.95213,-0.90189
7,-1.04297,-1.03331,-1.10329
8,-1.31835,-1.25972,-1.33440
9,-0.78811,-0.81373,-0.76781
10,-1.19837,-1.16246,-1.18212
11,-0.71706,-0.75079,-0.68418
12,-0.46638,-0.52275,-0.53675
13,-0.83988,-0.85911,-0.89765
14,-1.47394,-1.38266,-1.37437
15,-1.03308,-1.02497,-1.03352
16,-0.88467,-0.89807,-0.93710
17,-1.04089,-1.03156,-1.05277
18,-1.10904,-1.08867,-1.13447
19,-1.36087,-1.29367,-1.23237
20,-0.89640,-0.90821,-0.84736
21,-1.08781,-1.07095,-1.08616
22,-0.56430,-0.61294,-0.67329
23,-0.53773,-0.58861,-0.62505
24,-0.50183,-0.55556,-0.56491
25,-0.96202,-0.96462,-1.00414
26,-0.85445,-0.87182,-0.88645
27,-1.15927,-1.13031,-1.09695
28,-0.96072,-0.96351,-0.99365
29,-0.82752,-0.84832,-0.85957
30,-1.04960,-1.03890,-0.92685
31,-1.32170,-1.26241,-1.21223
32,-1.05424,-1.04280,-1.00062
33,-1.28918,-1.23628,-1.13205
34,-0.71020,-0.74468,-0.70360
35,-1.36263,-1.29507,-1.26385
36,-0.84326,-0.86206,-0.85804
37,-0.97203,-0.97316,-1.09046
38,-1.12626,-1.10299,-1.15960
39,-1.08375,-1.06755,-0.97512
40,-0.47485,-0.53060,-0.53631
41,-0.65954,-0.69929,-0.77559
42,-0.83884,-0.85821,-0.90950
43,-0.90614,-0.91663,-0.97086
44,-1.47833,-1.38608,-1.33345
45,-1.41357,-1.33539,-1.30372
46,-0.93804,-0.94408,-0.93687
47,-0.64515,-0.68633,-0.73547
48,-0.66499,-0.70419,-0.70283
49,-1.04161,-1.03217,-1.06699
50,-1.09347,-1.07568,-1.03919
51,1.28433,1.33042,1.35001
52,1.10905,1.12435,1.18049
53,0.89765,0.88190,0.99910
54,0.67761,0.63659,0.65745
55,1.23790,1.27540,1.29762
56,0.82378,0.79874,0.77447
57,0.68943,0.64959,0.76777
58,0.52973,0.47578,0.56234
59,0.82962,0.80529,0.82952
60,0.90380,0.88886,0.97599
61,1.53865,1.63753,1.62776
62,0.90616,0.89153,0.86374
63,1.05469,1.06137,1.16291
64,0.66111,0.61849,0.62933
65,1.03948,1.04383,1.01747
66,0.80040,0.77259,0.68895
67,1.18681,1.21521,1.14791
68,0.63236,0.58704,0.62240
69,1.33195,1.38719,1.51265
70,0.67122,0.62958,0.54595
71,0.59716,0.54871,0.50885
72,1.18636,1.21468,1.26675
73,0.84498,0.82253,0.86562
74,0.50020,0.44406,0.41201
75,0.81551,0.78949,0.70918
76,0.98850,0.98529,0.93429
77,1.24765,1.28692,1.27182
78,0.75882,0.72629,0.66115
79,0.64956,0.60585,0.59122
80,0.91044,0.89638,0.88307
81,1.19542,1.22533,1.20209
82,1.47241,1.55662,1.60893
83,1.24919,1.28874,1.33093
84,0.51511,0.46006,0.38887
85,1.36245,1.42374,1.42913
86,0.70090,0.66222,0.62277
87,1.05087,1.05696,1.04939
88,0.99163,0.98886,1.13004
89,0.60500,0.55723,0.45686
90,0.63903,0.59433,0.65592
91,0.39168,0.32859,0.26553
92,0.81269,0.78633,0.78233
93,1.38127,1.44634,1.44598
94,1.03902,1.04330,1.05809
95,0.83521,0.81156,0.76180
96,1.48467,1.57154,1.47766
97,1.16180,1.18589,1.16096
98,1.02672,1.02914,1.02575
99,1.25111,1.29102,1.17913
100,1.28223,1.32793,1.25484
