id,rL,rLrL,rQvrai
1,-0.84243,-0.86513,-0.93104
2,-1.17242,-1.14520,-1.07523
3,-0.88794,-0.90474,-0.96322
4,-1.08781,-1.07496,-1.08064
5,-1.15437,-1.13030,-1.05285
6,-1.33794,-1.27946,-1.31108
7,-0.72935,-0.76535,-0.84405
8,-0.64209,-0.68703,-0.66524
9,-0.60044,-0.64924,-0.65852
10,-0.84692,-0.86904,-0.87627
11,-0.57297,-0.62417,-0.53775
12,-1.15417,-1.13014,-1.01875
13,-0.80642,-0.83356,-0.87089
14,-1.07253,-1.06217,-1.00461
15,-0.77797,-0.80849,-0.88823
16,-1.32171,-1.26647,-1.19241
17,-0.98372,-0.98707,-0.93493
18,-0.65570,-0.69932,-0.65009
19,-1.32076,-1.26571,-1.34609
20,-0.77196,-0.80317,-0.76561
21,-0.67834,-0.71971,-0.60468
22,-1.33116,-1.27404,-1.25355
23,-0.76868,-0.80027,-0.78097
24,-0.52222,-0.57755,-0.61606
25,-1.27276,-1.22708,-1.24186
26,-1.22168,-1.18558,-1.23142
27,-0.84842,-0.87035,-0.84793
28,-1.24914,-1.20794,-1.25563
29,-0.85309,-0.87443,-0.85729
30,-0.77011,-0.80153,-0.81697
31,-1.68467,-1.54720,-1.51567
32,-1.24935,-1.20812,-1.20111
33,-0.17950,-0.25251,-0.22172
34,-0.64796,-0.69233,-0.69751
35,-1.02773,-1.02443,-1.05625
36,-0.83817,-0.86141,-0.87115
37,-0.91365,-0.92697,-0.96305
38,-1.03460,-1.03023,-1.04836
39,-0.99477,-0.99647,-1.03916
40,-0.97276,-0.97772,-1.01716
41,-0.62765,-0.67395,-0.69353
42,-1.34209,-1.28276,-1.24771
43,-1.09072,-1.07740,-1.16150
44,-1.35543,-1.29339,-1.34078
45,-0.35641,-0.42252,-0.42598
46,-0.70941,-0.74755,-0.65445
47,-0.93631,-0.94649,-0.99760
48,-0.62347,-0.67017,-0.67313
49,-1.16874,-1.14217,-1.19839
50,-1.62678,-1.50377,-1.43578
51,0.91339,0.90311,0.84585
52,1.14532,1.17167,1.17368
53,0.58557,0.53743,0.59090
54,1.58159,1.69898,1.69402
55,0.94789,0.94253,0.93451
56,0.97969,0.97904,0.94145
57,1.00262,1.00546,0.96328
58,0.87494,0.85937,0.83905
59,1.09941,1.11787,1.03620
60,0.88866,0.87495,0.86230
61,0.79747,0.77194,0.74075
62,0.96311,0.95998,0.88175
63,0.80504,0.78043,0.76620
64,0.99055,0.99155,1.03070
65,0.72203,0.68767,0.65431
66,1.30609,1.36262,1.54845
67,0.52517,0.47184,0.51113
68,0.87216,0.85622,0.99840
69,0.68962,0.65172,0.63296
70,0.97916,0.97844,0.92775
71,1.04417,1.05354,1.00817
72,1.13511,1.15967,1.20943
73,0.75443,0.72375,0.75411
74,1.28372,1.33583,1.34289
75,0.76534,0.73594,0.72558
76,1.30303,1.35896,1.31205
77,0.89645,0.88381,0.89871
78,1.13961,1.16496,1.09901
79,0.86979,0.85353,0.86764
80,0.41100,0.34936,0.32868
81,0.96606,0.96337,0.92111
82,1.49387,1.59064,1.47069
83,0.71772,0.68288,0.73745
84,1.22389,1.26451,1.17195
85,0.68155,0.64281,0.72747
86,0.82463,0.80248,0.89893
87,1.44163,1.52668,1.51773
88,1.44348,1.52893,1.59479
89,0.85935,0.84171,0.85212
90,0.73881,0.70634,0.65282
91,1.02242,1.02834,1.08332
92,0.70479,0.66852,0.64344
93,0.61851,0.57343,0.54447
94,1.38119,1.45318,1.49839
95,1.06414,1.07674,1.08875
96,0.46425,0.40623,0.45591
97,0.89506,0.88223,0.92123
98,1.06921,1.08264,1.01435
99,0.79597,0.77025,0.75143
100,0.95672,0.95266,0.96757
