id,rL,rLrL,rQvrai
1,-0.61814,-0.66229,-0.65328
2,-0.68587,-0.72349,-0.78988
3,-1.21311,-1.17685,-1.12969
4,-0.87625,-0.89190,-0.77555
5,-0.97823,-0.97993,-0.95834
6,-0.58014,-0.62766,-0.69318
7,-1.20564,-1.17071,-1.16601
8,-1.05351,-1.04392,-1.18013
9,-0.80037,-0.82541,-0.92262
10,-1.04296,-1.03501,-1.02697
11,-0.69405,-0.73084,-0.73010
12,-1.25821,-1.21373,-1.21719
13,-1.03096,-1.02483,-0.93145
14,-0.89442,-0.90770,-0.86220
15,-0.96888,-0.97192,-0.94904
16,-0.80919,-0.83318,-0.91202
17,-1.07442,-1.06155,-0.97929
18,-0.97928,-0.98082,-0.94350
19,-0.86978,-0.88626,-0.96737
20,-1.14586,-1.12129,-1.04499
21,-1.35310,-1.29037,-1.27415
22,-1.13254,-1.11021,-1.16199
23,-1.45924,-1.37452,-1.44616
24,-0.67744,-0.71591,-0.75264
25,-0.71886,-0.75305,-0.67075
26,-0.71367,-0.74841,-0.74798
27,-1.01978,-1.01535,-1.05518
28,-0.73735,-0.76955,-0.76779
29,-0.52742,-0.57927,-0.51245
30,-0.95791,-0.96251,-0.99293
31,-1.10248,-1.08510,-1.12086
32,-1.65211,-1.52321,-1.55708
33,-1.11520,-1.09575,-1.12812
34,-0.80619,-0.83054,-0.87130
35,-0.78364,-0.81064,-0.84018
36,-0.82373,-0.84597,-0.73786
37,-0.72794,-0.76116,-0.71068
38,-0.89783,-0.91065,-0.98888
39,-0.78841,-0.81486,-0.81764
40,-0.82322,-0.84553,-0.88576
41,-0.82230,-0.84472,-0.81114
42,-1.03386,-1.02730,-1.02113
43,-0.92245,-0.93196,-0.88995
44,-1.21387,-1.17748,-1.07926
45,-0.94604,-0.95230,-0.96290
46,-1.14927,-1.12413,-1.12510
47,-1.35740,-1.29381,-1.21429
48,-1.10970,-1.09115,-1.07007
49,-0.89169,-0.90532,-0.90798
50,-1.27763,-1.22953,-1.27711
51,0.85475,0.83507,0.86124
52,0.84615,0.82541,0.77265
53,1.18936,1.21962,1.23315
54,0.67630,0.63670,0.63738
55,1.01457,1.01670,0.95158
56,0.85612,0.83661,0.82200
57,0.76184,0.73120,0.70798
58,0.52817,0.47558,0.54438
59,0.74989,0.71794,0.80504
60,1.58597,1.69672,1.65037
61,0.99383,0.99292,1.05193
62,1.46771,1.55205,1.61192
63,0.66300,0.62210,0.57640
64,1.20361,1.23637,1.23155
65,1.27852,1.32488,1.35754
66,1.23838,1.27734,1.36945
67,1.21291,1.24732,1.33773
68,0.91017,0.89763,0.85503
69,0.69411,0.65629,0.65551
70,0.89915,0.88515,0.87244
71,0.76996,0.74024,0.71624
72,1.00471,1.00538,1.01473
73,0.85188,0.83184,0.80863
74,1.08940,1.10303,1.07835
75,0.93846,0.92974,0.93184
76,1.04509,1.05181,0.98225
77,0.88510,0.86927,0.84468
78,0.88392,0.86794,0.91866
79,0.60089,0.55428,0.55735
80,1.22758,1.26461,1.22934
81,0.83717,0.81532,0.73583
82,0.92718,0.91692,0.88047
83,1.10044,1.11583,1.06557
84,0.70365,0.66680,0.65088
85,1.10392,1.11988,1.10401
86,1.45950,1.54208,1.54844
87,0.99794,0.99762,0.98005
88,0.40511,0.34419,0.39091
89,0.90159,0.88792,0.97745
90,1.12314,1.14222,1.03120
91,0.64553,0.60297,0.53110
92,0.78039,0.75184,0.81418
93,1.05999,1.06899,1.10291
94,0.85612,0.83662,0.80464
95,0.95933,0.95350,1.01176
96,1.12429,1.14356,1.18759
97,1.18342,1.21266,1.16394
98,1.18867,1.21882,1.18410
99,0.93191,0.92229,0.99353
100,1.11076,1.12782,1.08620
