id,rL,rLrL,rQvrai
1,-0.90096,-0.91393,-0.88290
2,-0.92487,-0.93463,-0.93709
3,-1.01149,-1.00888,-1.05962
4,-0.78847,-0.81546,-0.73391
5,-0.79507,-0.82128,-0.87003
6,-0.77049,-0.79954,-0.81227
7,-0.91480,-0.92592,-0.97753
8,-1.46560,-1.38008,-1.37808
9,-0.89199,-0.90615,-0.93004
10,-0.93850,-0.94638,-1.02594
11,-1.20285,-1.16901,-1.22811
12,-1.24396,-1.20271,-1.27584
13,-0.76540,-0.79503,-0.86708
14,-1.19283,-1.16076,-1.09578
15,-1.11682,-1.09769,-1.06584
16,-1.21436,-1.17846,-1.13388
17,-0.64302,-0.68536,-0.73830
18,-0.93696,-0.94505,-0.82837
19,-0.93124,-0.94012,-1.02464
20,-0.92931,-0.93846,-1.00022
21,-0.66508,-0.70529,-0.73062
22,-0.37224,-0.43487,-0.47123
23,-0.98486,-0.98617,-0.96099
24,-0.77971,-0.80771,-0.79899
25,-1.10089,-1.08436,-1.08806
26,-1.00169,-1.00053,-0.99503
27,-0.97159,-0.97481,-0.93760
28,-0.77421,-0.80284,-0.75380
29,-0.51973,-0.57265,-0.59503
30,-1.06884,-1.05743,-1.08524
31,-1.53676,-1.43550,-1.48303
32,-1.10098,-1.08444,-1.12951
33,-1.43787,-1.35829,-1.35547
34,-1.10750,-1.08989,-0.98695
35,-0.78427,-0.81174,-0.82772
36,-1.32329,-1.26703,-1.21862
37,-0.64774,-0.68964,-0.57754
38,-0.72014,-0.75473,-0.58872
39,-0.97964,-0.98170,-1.02157
40,-1.16348,-1.13650,-1.21507
41,-0.76191,-0.79193,-0.76629
42,-1.04710,-1.03908,-1.00848
43,-1.40880,-1.33531,-1.40345
44,-1.32441,-1.26792,-1.19343
45,-0.60512,-0.65095,-0.60926
46,-0.74280,-0.77495,-0.75947
47,-0.67021,-0.70992,-0.69710
48,-1.18798,-1.15676,-1.14599
49,-0.71278,-0.74815,-0.75602
50,-1.07574,-1.06324,-1.06809
51,0.94571,0.93851,0.94148
52,0.65632,0.61503,0.58892
53,0.84807,0.82799,0.85386
54,0.68474,0.64625,0.76577
55,0.81157,0.78704,0.76223
56,0.78356,0.75574,0.80349
57,1.26697,1.31206,1.34063
58,1.09627,1.11168,1.11591
59,1.20345,1.23699,1.24323
60,0.77530,0.74653,0.75400
61,0.92639,0.91653,0.93246
62,1.08808,1.10218,1.08619
63,1.38507,1.45320,1.38757
64,0.94226,0.93458,0.94976
65,0.98461,0.98293,1.01271
66,0.87412,0.85733,0.82376
67,0.58766,0.54009,0.56562
68,1.19020,1.22141,1.20951
69,1.10404,1.12071,0.99175
70,0.67183,0.63205,0.75777
71,1.45430,1.53689,1.47298
72,0.81930,0.79569,0.73838
73,1.07192,1.08345,1.07448
74,0.94493,0.93762,0.92707
75,0.76118,0.73082,0.70865
76,1.05423,1.06299,1.04170
77,0.67057,0.63067,0.66050
78,0.79859,0.77251,0.78190
79,1.16109,1.18727,1.25502
80,0.83788,0.81653,0.76089
81,0.90916,0.89697,0.89968
82,1.08072,1.09365,1.04070
83,1.10925,1.12676,1.11396
84,0.70554,0.66917,0.60466
85,0.97843,0.97586,0.99388
86,1.15207,1.17671,1.16765
87,1.03994,1.04649,1.00000
88,1.50418,1.59763,1.63782
89,0.40426,0.34333,0.31100
90,0.58535,0.53758,0.55226
91,1.10027,1.11632,1.08297
92,0.90697,0.89449,0.89203
93,0.78590,0.75834,0.72677
94,1.01926,1.02269,1.03314
95,1.38383,1.45170,1.50396
96,0.90504,0.89230,0.85919
97,1.15123,1.17572,1.20200
98,1.47434,1.56125,1.57640
99,0.96515,0.96068,0.95918
100,0.59524,0.54833,0.62844
