id,rL,rLrL,rQvrai
1,-0.54517,-0.59916,-0.70360
2,-1.37353,-1.31707,-1.23910
3,-1.17393,-1.15323,-1.14704
4,-1.36002,-1.30616,-1.25525
5,-0.53264,-0.58753,-0.64003
6,-1.35253,-1.30011,-1.28410
7,-0.67115,-0.71479,-0.69017
8,-0.22575,-0.29562,-0.32618
9,-0.75011,-0.78609,-0.82114
10,-1.19794,-1.17325,-1.06984
11,-0.80512,-0.83522,-0.92702
12,-1.23217,-1.20164,-1.19785
13,-1.43998,-1.37033,-1.38617
14,-1.36881,-1.31326,-1.23194
15,-1.38698,-1.32790,-1.39079
16,-0.85485,-0.87925,-0.84046
17,-0.72999,-0.76800,-0.83172
18,-0.87107,-0.89353,-0.79960
19,-0.50491,-0.56173,-0.54935
20,-0.63309,-0.68011,-0.65418
21,-0.91724,-0.93399,-0.99973
22,-0.90161,-0.92033,-0.95022
23,-0.67565,-0.71888,-0.72441
24,-0.53236,-0.58728,-0.57025
25,-0.53626,-0.59089,-0.56468
26,-0.63018,-0.67744,-0.67667
27,-0.56446,-0.61701,-0.66652
28,-1.62157,-1.51259,-1.56450
29,-1.02160,-1.02429,-0.99639
30,-1.13314,-1.11903,-1.12639
31,-0.56993,-0.62207,-0.65388
32,-0.70707,-0.74734,-0.72797
33,-0.35234,-0.41769,-0.38798
34,-1.26895,-1.23195,-1.15986
35,-1.52894,-1.44062,-1.46849
36,-1.24002,-1.20813,-1.24294
37,-0.40333,-0.46621,-0.45873
38,-1.09452,-1.08643,-1.13766
39,-1.07145,-1.06685,-1.03869
40,-1.12443,-1.11170,-1.07780
41,-1.64634,-1.53162,-1.56373
42,-0.93521,-0.94965,-0.94392
43,-0.94326,-0.95666,-1.00751
44,-0.83684,-0.86335,-0.85791
45,-1.22536,-1.19600,-1.17286
46,-0.96186,-0.97279,-0.98684
47,-1.26932,-1.23226,-1.17448
48,-1.18703,-1.16416,-1.17933
49,-0.63587,-0.68264,-0.58910
50,-0.91245,-0.92981,-0.96728
51,1.30072,1.36025,1.36881
52,1.23235,1.27883,1.21058
53,0.70018,0.66829,0.71391
54,1.04020,1.05361,1.17045
55,0.93725,0.93517,0.95545
56,1.33908,1.40623,1.33919
57,0.70772,0.67665,0.67916
58,0.86127,0.84875,0.70852
59,1.11679,1.14273,1.04284
60,0.87192,0.86080,0.86714
61,1.22409,1.26903,1.26896
62,0.65466,0.61798,0.61206
63,0.88404,0.87455,0.96763
64,1.02185,1.03239,1.07721
65,0.94669,0.94597,0.96760
66,1.10788,1.13233,1.05107
67,0.84017,0.82489,0.90655
68,0.93620,0.93397,0.97024
69,1.04673,1.06118,0.97743
70,0.76806,0.74387,0.81927
71,0.55887,0.51311,0.52694
72,0.78150,0.75891,0.70424
73,0.45174,0.39739,0.32170
74,1.24086,1.28892,1.25083
75,1.19906,1.23942,1.32213
76,1.20430,1.24561,1.24516
77,0.89532,0.88737,0.84514
78,1.18040,1.21740,1.21824
79,1.39229,1.47037,1.53794
80,0.95777,0.95865,0.92615
81,0.81185,0.79298,0.75466
82,0.25706,0.19141,0.15361
83,0.79900,0.77854,0.74363
84,1.11091,1.13586,1.09330
85,1.13367,1.16250,1.13140
86,1.09320,1.11520,1.22382
87,1.18989,1.22860,1.27895
88,1.01841,1.02842,0.94753
89,1.12886,1.15685,1.15292
90,1.09371,1.11580,1.07372
91,1.09464,1.11688,1.14979
92,0.88111,0.87123,0.87569
93,0.99356,0.99977,1.04096
94,0.69941,0.66743,0.76493
95,0.96975,0.97240,0.96007
96,0.76461,0.74001,0.73691
97,0.55453,0.50839,0.58651
98,0.80455,0.78477,0.80418
99,1.02461,1.03558,1.03147
100,0.63505,0.59640,0.54560
