rL,id
2.44186,1
-0.52769,2
-0.08383,3
0.70847,4
-0.32335,5
0.02318,6
-1.75575,7
1.32956,8
-1.10051,9
0.14145,10
-0.34709,11
1.79681,12
0.72608,13
0.52290,14
-1.18724,15
-0.31774,16
0.14335,17
0.88308,18
-0.36876,19
1.57473,20
1.32663,21
0.25476,22
-0.61474,23
0.05561,24
-0.81978,25
1.03523,26
0.24051,27
-0.77940,28
-1.16010,29
0.25829,30
0.05848,31
-1.78353,32
-0.97924,33
0.33507,34
0.00047,35
-1.94964,36
0.22361,37
-0.21609,38
1.33081,39
-1.19635,40
0.17297,41
1.01347,42
0.18733,43
-0.69622,44
1.55209,45
-1.41517,46
0.37881,47
0.52936,48
-0.43975,49
0.02325,50
0.55040,51
-1.45288,52
-0.34280,53
-1.36492,54
-0.12272,55
-1.37011,56
0.76222,57
0.22090,58
-0.87164,59
-0.13034,60
0.32149,61
0.61994,62
0.31088,63
0.53516,64
-0.62903,65
0.25919,66
0.01140,67
-0.11380,68
2.08997,69
-0.44265,70
0.14810,71
-0.63431,72
-0.24075,73
-2.19444,74
0.24894,75
1.59431,76
1.16762,77
0.12453,78
-0.29717,79
0.21302,80
0.59322,81
-0.32354,82
-0.29424,83
-1.71464,84
-1.66316,85
-0.31915,86
-1.54450,87
0.92963,88
-0.15901,89
-2.51710,90
0.52421,91
1.08383,92
-0.79070,93
-0.65275,94
-0.41845,95
-0.57063,96
-0.35984,97
0.34598,98
-0.25999,99
2.76710,100
-1.71633,101
1.50681,102
-0.79894,103
0.82890,104
2.14513,105
-1.25846,106
-0.21016,107
-0.12247,108
-0.80164,109
0.43807,110
-0.59738,111
0.47565,112
0.44832,113
-0.83384,114
-1.82031,115
-0.00398,116
0.68511,117
-1.27527,118
-0.81211,119
1.13801,120
0.12008,121
1.30487,122
-0.40915,123
0.36547,124
-0.35043,125
0.81210,126
0.73383,127
2.44739,128
0.73656,129
-0.32446,130
-0.42399,131
-0.27462,132
0.21200,133
1.06675,134
-0.86321,135
0.40518,136
-1.23283,137
0.47080,138
1.04288,139
1.05328,140
-0.12367,141
-0.28711,142
1.51800,143
0.31796,144
-0.68194,145
-0.19513,146
0.49163,147
0.69713,148
-0.80530,149
-0.00272,150
0.24214,151
-0.07043,152
-1.14809,153
-2.74119,154
0.83454,155
0.43035,156
1.02796,157
0.15579,158
0.49902,159
-0.23425,160
0.55755,161
-0.19638,162
-0.59144,163
0.64944,164
-0.35602,165
2.11447,166
-1.19216,167
-0.63473,168
-0.96032,169
-0.04891,170
0.56509,171
-0.10145,172
-1.81049,173
0.31958,174
-0.18260,175
-0.12100,176
0.70873,177
-0.14104,178
-1.36573,179
1.03785,180
1.83196,181
0.13766,182
1.95252,183
-0.68882,184
2.06768,185
-0.95574,186
-0.25366,187
0.42111,188
-0.09127,189
1.26154,190
-1.98341,191
0.38004,192
1.72888,193
0.30551,194
-0.57308,195
-0.27030,196
0.32005,197
0.51677,198
0.54549,199
1.56196,200
-0.81477,201
-0.40606,202
0.25518,203
0.90408,204
1.39655,205
-1.94844,206
-0.21554,207
-0.57711,208
2.39865,209
0.08564,210
0.83637,211
-0.16387,212
-0.66235,213
0.34937,214
0.86076,215
-0.55989,216
-0.32386,217
0.36663,218
0.92311,219
-2.29797,220
-0.19342,221
-0.27986,222
-0.98035,223
-0.63903,224
1.21279,225
-0.01165,226
0.70769,227
-0.59836,228
0.52323,229
-2.02712,230
0.70964,231
0.26979,232
0.53736,233
-0.95949,234
-0.18175,235
-1.03531,236
-0.02038,237
-0.71185,238
-0.08252,239
0.45799,240
0.22546,241
1.07546,242
-0.80469,243
0.60030,244
0.46386,245
-0.03957,246
0.87365,247
-2.75022,248
-0.07609,249
0.35804,250
3.25208,251
1.53387,252
0.77162,253
0.30352,254
-0.38400,255
0.16577,256
-0.48463,257
1.41248,258
0.44629,259
3.04932,260
0.87772,261
-0.50548,262
0.26208,263
2.57486,264
-0.75714,265
2.12480,266
-0.83440,267
0.17771,268
-2.79274,269
0.08883,270
-1.18081,271
0.09051,272
1.39216,273
2.24061,274
-0.06963,275
-0.43570,276
0.59293,277
0.09307,278
1.98744,279
-1.77485,280
0.82740,281
-1.38439,282
-0.17683,283
0.63792,284
0.42503,285
-0.04902,286
0.78381,287
-0.40707,288
-1.10102,289
0.68883,290
0.21604,291
0.06567,292
-0.28186,293
1.23041,294
2.85956,295
0.14703,296
0.08455,297
0.25736,298
-0.79468,299
0.69168,300
-0.41012,301
0.12076,302
-2.02432,303
-1.73809,304
-2.25775,305
0.72769,306
0.31142,307
-0.00166,308
-0.01722,309
0.93869,310
-2.91530,311
-0.12040,312
-1.30889,313
1.21392,314
-0.35124,315
-0.39468,316
-0.11038,317
0.30585,318
0.41857,319
0.33731,320
-0.31382,321
-0.11167,322
-0.82445,323
0.22529,324
-0.90322,325
-0.70006,326
-0.05044,327
-0.18483,328
-1.15318,329
-1.07365,330
4.51706,331
-1.20410,332
0.68865,333
-3.98530,334
0.40505,335
1.73553,336
-0.43685,337
-0.01223,338
1.20401,339
0.81050,340
0.32433,341
-0.80651,342
-1.39081,343
0.91750,344
-0.10964,345
-1.12441,346
0.02524,347
-0.82493,348
0.95113,349
0.78882,350
1.02108,351
-0.44774,352
0.19649,353
0.52602,354
-0.61619,355
0.00943,356
0.00841,357
2.10315,358
-0.15875,359
1.38246,360
-0.13608,361
0.33339,362
-0.19163,363
-0.53999,364
0.90291,365
1.43010,366
-1.53568,367
-0.72777,368
0.35297,369
2.00524,370
0.42969,371
-0.47174,372
1.16792,373
0.86833,374
0.17182,375
-0.37359,376
-2.22760,377
-1.01357,378
-0.60666,379
0.72372,380
-0.04911,381
0.73867,382
-0.43727,383
0.93078,384
-2.29760,385
-1.29136,386
1.90891,387
0.26990,388
-0.70591,389
2.32570,390
0.63860,391
-0.00605,392
0.56948,393
1.72466,394
0.10935,395
0.50996,396
-0.80646,397
-0.44582,398
-0.17404,399
-0.08954,400
-0.05937,401
0.54881,402
0.44592,403
2.17788,404
1.44611,405
0.02702,406
0.35559,407
0.12900,408
-0.52656,409
0.64862,410
-0.07023,411
0.40407,412
-1.50254,413
-0.26254,414
-0.59383,415
-0.40856,416
0.10338,417
0.35868,418
0.18870,419
-0.84291,420
-0.12333,421
0.79590,422
0.29870,423
-1.00216,424
0.40083,425
0.71906,426
-0.33714,427
0.07385,428
0.34895,429
0.06219,430
0.21474,431
-0.43433,432
-0.44884,433
-2.20804,434
0.01988,435
-0.14613,436
0.05728,437
-1.94927,438
0.75993,439
-0.30860,440
1.28234,441
0.77797,442
-0.46726,443
-0.64938,444
0.79452,445
0.41710,446
2.32158,447
0.18533,448
-1.83427,449
0.79836,450
0.31325,451
1.27491,452
0.10827,453
0.26764,454
-0.63794,455
-0.24235,456
-1.62891,457
-0.74997,458
-1.02726,459
-1.82253,460
-2.19617,461
-0.21803,462
0.08249,463
-0.18966,464
0.30033,465
0.77969,466
0.54162,467
0.28334,468
0.26801,469
-0.15284,470
0.88158,471
0.51255,472
-0.05913,473
-0.25789,474
0.53112,475
1.00657,476
0.93644,477
0.19924,478
0.04633,479
-0.13289,480
1.65801,481
-0.15140,482
-0.63421,483
0.43291,484
2.09492,485
0.78959,486
0.17778,487
-1.32844,488
1.27065,489
-0.16642,490
-0.51921,491
-1.48145,492
0.83286,493
0.46567,494
0.28645,495
0.03298,496
-0.11787,497
-0.55241,498
-2.79281,499
0.40687,500
1.05292,501
-0.52647,502
1.99764,503
-0.39969,504
0.56685,505
0.08484,506
0.58670,507
-0.51967,508
-0.31340,509
-0.54909,510
-1.16190,511
-1.41639,512
-1.78655,513
-0.91125,514
-0.18245,515
-1.72152,516
-0.13564,517
1.04947,518
0.15189,519
-0.46996,520
1.09609,521
-0.58145,522
0.51198,523
-1.37077,524
-2.37549,525
-0.57750,526
0.08167,527
-0.34965,528
-0.12057,529
1.17022,530
-3.39428,531
-0.02741,532
-0.30784,533
-0.40898,534
0.18089,535
0.80156,536
0.91278,537
-0.57536,538
-0.91279,539
0.16583,540
-1.19783,541
0.29130,542
0.04638,543
1.20947,544
0.87258,545
-0.29833,546
0.29699,547
-0.20421,548
-0.87800,549
0.09682,550
0.38229,551
-1.79269,552
1.05144,553
-0.68018,554
-0.95359,555
0.12630,556
1.91110,557
1.64495,558
-0.66403,559
0.87327,560
-0.42088,561
-1.90223,562
-0.42650,563
1.69785,564
-1.35856,565
0.17354,566
0.01146,567
2.15953,568
0.26162,569
-1.72472,570
-1.16896,571
-0.31938,572
-0.48049,573
-0.10226,574
-0.87296,575
-0.77827,576
1.05889,577
0.64854,578
-0.07957,579
0.92445,580
-1.49428,581
0.20672,582
0.26255,583
-0.41996,584
0.16303,585
0.17973,586
0.19668,587
0.45347,588
-0.75753,589
0.91048,590
1.75584,591
0.25030,592
-0.60773,593
-1.10767,594
1.56114,595
-1.24065,596
1.03619,597
-1.50638,598
-0.35332,599
-0.16148,600
-0.13968,601
1.34420,602
-0.32589,603
-2.32536,604
0.01056,605
0.14281,606
1.17986,607
-0.87044,608
-0.37683,609
-1.33661,610
-1.21901,611
-1.07889,612
-0.09795,613
-0.32652,614
-0.08327,615
-0.77724,616
0.01435,617
-1.00421,618
1.07233,619
0.40035,620
-0.38431,621
-0.31891,622
-0.59276,623
-2.29987,624
0.85605,625
1.81073,626
0.48943,627
0.79811,628
-0.20170,629
1.58853,630
-0.62709,631
0.16760,632
0.04678,633
0.86527,634
-0.88186,635
-0.00652,636
-0.39591,637
-0.07351,638
-0.06302,639
-1.07382,640
0.73141,641
0.13770,642
-0.70585,643
-0.24931,644
1.68343,645
-0.30673,646
0.19770,647
0.52730,648
-1.67813,649
0.46924,650
-2.52799,651
0.53397,652
-0.32115,653
-0.06508,654
0.28819,655
0.34320,656
0.43969,657
-0.41541,658
-0.75703,659
0.69131,660
-0.28249,661
0.02240,662
0.80993,663
0.64503,664
-2.98767,665
0.32854,666
-0.28951,667
-1.22665,668
-0.28649,669
-0.30115,670
1.59259,671
0.92690,672
2.16208,673
0.37520,674
-0.90355,675
-0.27049,676
0.81862,677
1.13939,678
-1.47411,679
-0.45371,680
-0.12207,681
0.13965,682
0.28452,683
-1.24545,684
-0.39461,685
0.34790,686
0.04691,687
-0.17043,688
-0.44645,689
-0.00193,690
0.03556,691
1.02598,692
-1.76579,693
-0.00995,694
-0.26338,695
-1.84437,696
0.72565,697
1.93566,698
-2.69388,699
0.18191,700
-1.23447,701
0.21110,702
-1.44293,703
0.19671,704
-0.35618,705
0.03934,706
0.78393,707
3.03812,708
-0.42834,709
-0.41810,710
1.09401,711
0.07912,712
-0.93747,713
0.15653,714
-0.42395,715
0.62971,716
0.15131,717
-0.22559,718
-0.58394,719
0.22656,720
-0.69621,721
0.14512,722
2.23414,723
0.55751,724
-1.47269,725
-0.77061,726
-0.16138,727
-1.09063,728
-0.00334,729
-0.71781,730
0.23439,731
-0.52303,732
2.22363,733
-0.39794,734
-1.00681,735
-2.37901,736
0.68084,737
1.13184,738
-0.40249,739
-0.51197,740
0.53462,741
0.07206,742
-0.65291,743
-0.21259,744
-0.01841,745
1.69335,746
0.59181,747
0.04701,748
-1.15293,749
0.58970,750
-0.82258,751
0.04507,752
1.22844,753
0.37885,754
0.82898,755
-0.36380,756
0.21169,757
0.50239,758
-0.06708,759
-0.06787,760
-1.29474,761
0.08545,762
-1.04775,763
0.25752,764
1.46710,765
-0.52420,766
-0.33770,767
0.02782,768
0.57286,769
-1.59673,770
-0.52429,771
-0.15134,772
0.19521,773
1.52318,774
0.70347,775
0.22698,776
0.41398,777
-0.19337,778
-1.02809,779
-0.09754,780
0.33135,781
1.02286,782
1.19388,783
0.34873,784
1.37944,785
0.11829,786
0.22068,787
-0.53186,788
0.01254,789
0.70002,790
1.05218,791
0.59102,792
0.54548,793
-1.31311,794
1.61456,795
0.56539,796
0.81003,797
-0.83152,798
-2.38878,799
-1.10309,800
0.73103,801
-0.11328,802
0.30786,803
1.94199,804
0.29941,805
-0.56497,806
-3.41908,807
-0.25825,808
-0.60965,809
-0.42042,810
-0.39629,811
-0.47381,812
-1.63343,813
0.01260,814
1.15124,815
0.43711,816
0.07375,817
-0.32953,818
1.25550,819
0.41775,820
0.32862,821
0.64629,822
1.64880,823
1.23243,824
-2.62611,825
-0.37231,826
-0.31432,827
-0.13561,828
0.05944,829
1.00130,830
0.00739,831
0.16274,832
-0.86645,833
-0.17445,834
-0.12187,835
1.86418,836
-0.97385,837
-1.12706,838
0.74987,839
-0.02303,840
0.38448,841
0.44396,842
0.44450,843
0.41900,844
0.22258,845
-0.09849,846
-2.95770,847
0.10340,848
0.01826,849
-0.38733,850
0.54431,851
-0.22181,852
-0.11773,853
0.18260,854
-0.15513,855
2.66472,856
-0.54186,857
0.22504,858
-0.14846,859
0.48227,860
-0.73431,861
0.52510,862
-1.84810,863
-0.85938,864
-0.13028,865
-0.41549,866
0.58462,867
0.96883,868
0.78319,869
0.83496,870
-0.28386,871
-0.34207,872
0.15206,873
-0.65632,874
-1.82188,875
1.56364,876
2.54236,877
-0.79565,878
0.99965,879
-0.28437,880
-1.63563,881
0.46999,882
-2.09286,883
-1.24466,884
-0.74465,885
0.47173,886
-2.07499,887
-0.54574,888
-1.46358,889
-1.01273,890
-0.53500,891
-0.02602,892
0.36377,893
3.22219,894
-0.14710,895
-2.04150,896
-0.48280,897
-1.01289,898
0.37989,899
-0.27676,900
0.57499,901
0.34250,902
-0.96977,903
-0.35673,904
1.58255,905
-0.31629,906
0.12877,907
0.60688,908
-0.67247,909
-0.34596,910
0.26009,911
0.73823,912
-0.75956,913
0.59402,914
-0.14470,915
0.90159,916
-0.02780,917
-0.12701,918
-0.08925,919
0.20321,920
0.34514,921
0.61385,922
-1.37549,923
0.84563,924
-1.01542,925
0.44365,926
0.89816,927
0.56624,928
-0.43351,929
1.41496,930
-0.29290,931
-0.90959,932
-0.08572,933
-0.40529,934
-2.75313,935
-0.09950,936
1.06106,937
-0.37329,938
1.09736,939
0.99378,940
-1.07894,941
-0.35960,942
1.09868,943
0.22448,944
0.81900,945
0.36597,946
0.27178,947
0.51838,948
1.43570,949
0.40701,950
0.30768,951
0.44759,952
1.23310,953
0.46051,954
-0.05263,955
1.08267,956
0.19278,957
-0.42115,958
-0.71947,959
0.81577,960
1.04455,961
1.00067,962
0.27463,963
-0.68148,964
-0.98774,965
1.31835,966
0.29671,967
0.03556,968
-0.81415,969
0.32476,970
0.16379,971
-0.38868,972
0.04401,973
0.02201,974
0.24105,975
-1.10835,976
-0.63721,977
1.25513,978
0.40872,979
0.47097,980
-0.04604,981
1.42849,982
-1.73127,983
-2.35012,984
0.56276,985
0.12957,986
-0.03462,987
-0.00272,988
-0.37171,989
-2.36646,990
0.05625,991
-0.00473,992
0.77633,993
-0.38343,994
-1.65993,995
-0.21748,996
-0.99736,997
-0.73366,998
1.30380,999
-0.03091,1000
